Time,Punjabi Bagh/Nitrogen Dioxide(NO2),Punjabi Bagh/Wind Direction(WD),Punjabi Bagh/Solar Radiation(SR),Punjabi Bagh/Ammonia(NH3),Punjabi Bagh/Temperature(AT),Punjabi Bagh/Oxides of Nitrogen(NOx),Punjabi Bagh/Relative Humidity(RH),Punjabi Bagh/Carbon Monoxide(CO),Punjabi Bagh/P Xylene(PXY),Punjabi Bagh/Sulfur Dioxide(SO2),Punjabi Bagh/PM2.5(PM2.5),Punjabi Bagh/Toluene(Tol),Punjabi Bagh/Nitric Oxide(NO),Punjabi Bagh/Benzene(Ben),Punjabi Bagh/Ozone(O3),Punjabi Bagh/PM10(PM10),Punjabi Bagh/Bar Pressure(BP),Punjabi Bagh/Wind Speed(WS),Punjabi Bagh/Vertical Wind Speed(VWS)
19/09/2011 12:00:00,40.41,279.08,,46.41,,161.63,61.92,1.51,,12.24,,,13.92,,,,,2.32,
19/09/2011 13:00:00,37.24,284.5,,42.49,,140.16,58.75,1.42,,7.61,,,10.71,,,,,2.46,
19/09/2011 14:00:00,41.97,285.17,,41.69,,148.06,55.75,1.29,,7.9,,,9.60,,,,,2.56,
19/09/2011 15:00:00,48.13,283.42,,43.12,,166.67,55.83,1.25,,8.24,,,10.23,,,,,2.48,
19/09/2011 16:00:00,48.09,269.0,,36.98,,155.38,57.92,1.46,,10.34,,,7.41,,,,,2.3,
19/09/2011 17:00:00,51.57,281.33,,40.66,,177.03,62.25,1.4,,13.12,,,10.55,,,,,2.15,
19/09/2011 18:00:00,83.47,295.75,,52.42,,265.35,67.92,1.6,,12.04,,,11.79,,,,,1.16,
19/09/2011 19:00:00,91.88,290.58,,60.35,,326.49,69.5,1.88,,14.14,,,21.61,,,,,1.1,
19/09/2011 20:00:00,91.65,281.5,,54.29,,334.17,72.33,1.95,,11.81,,,23.64,,,,,0.95,
19/09/2011 21:00:00,81.85,253.92,,48.37,,306.02,76.08,1.93,,7.9,,,23.02,,,,,0.54,
19/09/2011 22:00:00,69.15,243.0,,42.0,,238.53,77.92,1.79,,4.33,,,14.42,,,,,0.59,
19/09/2011 23:00:00,50.77,284.33,,39.67,,177.35,80.33,1.5,,4.92,,,11.17,,,,,1.14,
20/09/2011 00:00:00,40.93,273.67,,44.51,,130.07,81.08,1.3,,15.78,,,5.77,,,,,1.0,
20/09/2011 01:00:00,72.72,279.67,,54.38,,204.07,78.58,1.24,,20.63,,,4.43,,,,,0.98,
20/09/2011 02:00:00,49.84,287.58,,46.34,,153.63,76.5,1.18,,21.49,,,5.88,,,,,1.17,
20/09/2011 03:00:00,47.63,300.42,,44.55,,153.78,79.83,1.07,,21.1,,,7.33,,,,,1.47,
20/09/2011 04:00:00,38.52,290.75,,45.48,,120.28,76.75,1.16,,19.04,,,4.92,,,,,1.32,
20/09/2011 05:00:00,40.86,293.33,,38.16,,120.77,78.33,1.07,,39.46,,,3.53,,,,,0.97,
20/09/2011 06:00:00,55.29,285.83,,37.41,,207.76,78.67,1.34,,17.33,,,15.78,,,,,1.07,
20/09/2011 07:00:00,62.53,280.75,,37.25,,288.35,76.25,1.63,,13.47,,,31.25,,,,,1.28,
20/09/2011 08:00:00,69.50,290.08,,49.57,,238.37,70.83,1.42,,16.89,,,14.17,,,,,1.63,
20/09/2011 09:00:00,47.98,275.08,,70.54,,164.23,66.75,1.4,,20.17,,,9.71,,,,,2.18,
20/09/2011 10:00:00,49.92,285.42,,55.94,,177.19,60.5,1.49,,19.91,,,11.67,,,,,2.43,
20/09/2011 11:00:00,49.01,278.0,,51.75,,173.96,56.0,1.28,,18.99,,,11.48,,,,,2.81,
20/09/2011 12:00:00,47.97,283.08,,50.7,,174.90,52.42,1.18,,9.13,,,12.38,,,,,3.22,
20/09/2011 13:00:00,36.02,279.92,,48.53,,127.03,50.17,1.2,,4.16,,,8.18,,,,,3.24,
20/09/2011 14:00:00,35.94,293.08,,44.38,,130.18,51.58,1.19,,2.81,,,9.07,,,,,3.23,
20/09/2011 15:00:00,38.79,295.42,,43.28,,135.63,52.67,1.24,,3.26,,,8.54,,,,,2.93,
20/09/2011 16:00:00,41.63,288.17,,53.46,,138.18,57.67,0.92,,7.49,,,7.35,,,,,2.76,
20/09/2011 17:00:00,51.83,293.42,,67.78,,165.96,63.5,1.33,,11.75,,,7.63,,,,,2.42,
20/09/2011 18:00:00,61.94,304.75,,74.77,,193.44,68.08,1.36,,12.82,,,7.92,,,,,2.02,
20/09/2011 19:00:00,69.32,298.67,,78.78,,220.82,69.25,1.26,,25.2,,,9.87,,,,,1.97,
20/09/2011 20:00:00,76.71,290.58,,17.34,,245.83,71.25,1.93,,22.76,,,11.29,,,,,1.61,
20/09/2011 21:00:00,77.41,295.83,,3.85,,256.76,74.75,1.83,,5.47,,,13.61,,,,,1.84,
20/09/2011 22:00:00,63.31,292.42,,2.44,,203.64,75.5,1.53,,0.4,,,9.52,,,,,1.78,
20/09/2011 23:00:00,49.16,295.58,,1.88,,157.25,77.58,1.33,,,,,7.23,,,,,1.67,
21/09/2011 00:00:00,44.93,296.92,,2.28,,137.93,80.92,1.15,,15.18,,,5.12,,,,,1.43,
21/09/2011 01:00:00,44.67,291.58,,1.46,,132.08,82.5,1.22,,21.91,,,4.82,,,,,1.2,
21/09/2011 02:00:00,37.87,280.92,,3.02,,111.62,82.5,1.24,,26.81,,,3.92,,,,,1.32,
21/09/2011 03:00:00,39.18,281.5,,3.08,,115.31,85.75,1.08,,26.89,,,4.59,,,,,1.45,
21/09/2011 04:00:00,42.78,279.67,,2.12,,120.92,87.0,1.32,,26.5,,,3.58,,,,,1.37,
21/09/2011 05:00:00,54.19,273.67,,0.88,,163.89,86.83,1.63,,31.16,,,6.58,,,,,1.23,
21/09/2011 06:00:00,64.94,296.42,,,,279.03,84.83,1.53,,7.08,,,27.22,,,,,1.65,
21/09/2011 07:00:00,63.69,287.75,,,,282.48,80.42,1.8,,3.72,,,28.93,,,,,1.94,
21/09/2011 08:00:00,51.05,288.58,,5.04,,168.74,74.42,1.62,,6.02,,,15.87,,,,,2.26,
21/09/2011 09:00:00,38.33,282.83,,13.03,,47.95,69.83,1.68,,5.92,,,8.97,,,,,2.75,
21/09/2011 10:00:00,47.13,286.17,,11.69,,57.56,65.58,1.3,,8.02,,,10.20,,,,,2.73,
21/09/2011 11:00:00,51.98,289.33,,9.4,,63.70,59.25,1.26,,11.08,,,11.26,,,,,2.93,
21/09/2011 12:00:00,43.01,279.58,,12.43,,53.40,56.17,1.57,,7.48,,,9.82,,,,,2.97,
21/09/2011 13:00:00,41.24,287.92,,13.78,,50.20,55.0,1.72,,4.25,,,8.64,,,,,2.96,
21/09/2011 14:00:00,41.03,287.17,,14.22,,49.49,54.67,1.27,,1.68,,,8.33,,,,,3.22,
21/09/2011 15:00:00,42.05,282.08,,13.62,,48.41,55.33,1.45,,1.37,,,6.89,,,,,2.59,
21/09/2011 16:00:00,47.79,291.25,,11.33,,53.97,56.83,1.47,,2.19,,,7.10,,,,,2.21,
21/09/2011 17:00:00,54.34,290.25,,10.18,,59.03,60.92,1.23,,3.44,,,6.38,,,,,1.91,
21/09/2011 18:00:00,74.16,291.08,,3.6,,83.50,66.67,1.77,,10.6,,,10.82,,,,,1.5,
21/09/2011 19:00:00,82.37,280.25,,2.4,,96.19,70.17,2.0,,11.17,,,14.47,,,,,1.51,
21/09/2011 20:00:00,75.34,259.75,,1.73,,91.90,72.33,2.21,,9.14,,,16.03,,,,,1.53,
21/09/2011 21:00:00,63.71,257.42,,2.84,,79.36,72.5,1.67,,3.43,,,14.67,,,,,1.3,
21/09/2011 22:00:00,59.42,222.92,,4.46,,67.17,74.0,1.77,,2.2,,,8.86,,,,,0.86,
21/09/2011 23:00:00,52.03,231.67,,8.89,,55.42,73.17,1.34,,1.49,,,5.34,,,,,0.77,
22/09/2011 00:00:00,92.24,266.75,,2.13,,93.97,75.75,1.46,,15.16,,,6.43,,,,,0.53,
22/09/2011 01:00:00,69.57,189.58,,3.14,,70.19,75.5,1.48,,18.73,,,4.38,,,,,0.47,
22/09/2011 02:00:00,53.70,270.83,,7.42,,56.39,75.75,1.47,,18.67,,,5.52,,,,,0.65,
22/09/2011 03:00:00,36.97,273.92,,12.9,,39.93,83.33,1.34,,16.44,,,4.18,,,,,0.62,
22/09/2011 04:00:00,38.22,272.75,,12.58,,41.24,85.75,1.34,,14.38,,,4.30,,,,,0.88,
22/09/2011 05:00:00,30.54,268.42,,15.96,,33.03,85.5,0.92,,36.42,,,3.50,,,,,0.98,
22/09/2011 06:00:00,39.81,271.83,,12.22,,50.53,84.58,1.33,,10.1,,,9.84,,,,,1.1,
22/09/2011 07:00:00,52.91,274.33,,8.83,,67.42,77.75,1.58,,6.46,,,13.27,,,,,1.44,
22/09/2011 08:00:00,61.85,269.5,,9.28,,75.94,70.67,1.48,,8.91,,,13.52,,,,,1.53,
22/09/2011 09:00:00,64.56,271.42,,6.99,,73.83,64.92,1.86,,10.1,,,10.22,,,,,1.65,
22/09/2011 10:00:00,42.03,289.75,,14.68,,52.85,57.92,1.56,,5.82,,,10.07,,,,,2.47,
22/09/2011 11:00:00,41.53,286.75,,14.8,,58.03,51.75,1.2,,5.85,,,14.09,,,,,2.57,
22/09/2011 12:00:00,45.22,283.83,,14.43,,58.92,48.5,1.28,,8.98,,,12.28,,,,,3.1,
22/09/2011 13:00:00,33.11,287.08,,18.52,,44.73,49.17,1.22,,9.82,,,10.11,,,,,2.97,
22/09/2011 14:00:00,39.77,268.17,,15.81,,50.35,48.5,1.11,,8.53,,,9.75,,,,,3.23,
22/09/2011 15:00:00,45.86,284.75,,13.77,,55.66,48.67,1.08,,9.46,,,9.40,,,,,2.57,
22/09/2011 16:00:00,46.45,289.0,,12.16,,53.71,48.25,1.29,,13.86,,,7.77,,,,,2.82,
22/09/2011 17:00:00,50.82,285.0,,11.75,,57.39,53.33,1.34,,18.72,,,7.53,,,,,2.48,
22/09/2011 18:00:00,78.94,291.25,,2.9,,87.97,60.67,1.61,,12.11,,,10.83,,,,,2.02,
22/09/2011 19:00:00,89.90,285.92,,95.66,,109.91,65.33,1.67,,12.7,,,19.40,,,,,1.91,
22/09/2011 20:00:00,79.61,287.83,,78.32,,89.13,67.33,1.64,,9.61,,,11.22,,,,,2.23,
22/09/2011 21:00:00,78.21,286.33,,63.06,,90.80,69.17,1.71,,3.78,,,13.33,,,,,1.62,
22/09/2011 22:00:00,73.35,269.67,,56.69,,78.40,71.42,1.53,,1.57,,,7.75,,,,,1.65,
22/09/2011 23:00:00,53.01,289.42,,52.73,,56.44,73.0,1.33,,1.24,,,5.43,,,,,1.58,
23/09/2011 00:00:00,50.27,283.58,,55.98,,53.90,74.58,1.3,,13.83,,,5.42,,,,,1.56,
23/09/2011 01:00:00,42.96,291.92,,65.83,,46.25,80.17,1.28,,20.38,,,4.76,,,,,1.34,
23/09/2011 02:00:00,40.62,295.17,,66.93,,44.80,78.75,1.25,,21.77,,,5.27,,,,,1.61,
23/09/2011 03:00:00,41.91,284.92,,68.82,,45.32,78.92,1.06,,24.17,,,4.81,,,,,1.36,
23/09/2011 04:00:00,35.88,294.75,,66.02,,38.92,78.92,1.02,,23.6,,,4.18,,,,,1.44,
23/09/2011 05:00:00,48.16,285.33,,46.76,,46.24,77.67,1.28,,29.46,,,4.74,,,,,1.49,
23/09/2011 06:00:00,59.87,287.0,,45.54,,71.79,77.0,1.32,,17.17,,,11.84,,,,,1.38,
23/09/2011 07:00:00,69.26,286.17,,46.07,,106.64,74.67,1.76,,13.02,,,30.38,,,,,1.75,
23/09/2011 08:00:00,61.50,289.25,,57.16,,77.02,69.5,1.67,,16.82,,,15.96,,,,,2.2,
23/09/2011 09:00:00,49.00,290.17,,60.28,,58.21,63.58,1.63,,22.27,,,9.30,,,,,2.36,
23/09/2011 10:00:00,47.52,275.0,,64.45,,58.14,58.08,1.39,,20.87,,,10.21,,,,,2.98,
23/09/2011 11:00:00,55.70,293.25,,63.57,,71.83,55.08,1.49,,20.79,,,14.62,,,,,3.39,
23/09/2011 12:00:00,46.98,283.83,,60.18,,57.52,50.42,1.27,,6.72,,,10.13,,,,,4.01,
23/09/2011 13:00:00,43.35,286.5,,55.15,,52.20,50.0,1.36,,1.32,,,8.75,,,,,3.46,
23/09/2011 14:00:00,40.13,283.92,,53.13,,47.38,51.42,1.35,,1.05,,,7.41,,,,,3.45,
23/09/2011 15:00:00,41.04,278.33,,50.63,,48.48,52.42,1.38,,0.73,,,7.58,,,,,3.14,
23/09/2011 16:00:00,42.10,296.17,,60.49,,48.57,53.08,1.24,,4.47,,,6.95,,,,,3.49,
23/09/2011 17:00:00,46.89,289.0,,71.04,,53.43,55.33,1.09,,8.1,,,7.31,,,,,2.66,
23/09/2011 18:00:00,67.63,297.08,,79.01,,74.02,59.33,1.45,,14.78,,,8.33,,,,,2.23,
23/09/2011 19:00:00,73.68,298.75,,56.02,,83.72,62.5,1.18,,24.96,,,11.28,,,,,2.03,
23/09/2011 20:00:00,74.15,300.17,,16.21,,84.33,64.58,1.46,,11.87,,,11.40,,,,,1.91,
23/09/2011 21:00:00,69.78,297.75,,8.42,,80.18,67.75,1.92,,2.13,,,11.32,,,,,1.88,
23/09/2011 22:00:00,66.33,293.0,,3.7,,75.26,67.33,1.49,,,,,10.09,,,,,1.84,
23/09/2011 23:00:00,59.51,293.08,,4.49,,63.03,67.0,1.26,,,,,5.88,,,,,1.72,
24/09/2011 00:00:00,47.63,294.08,,7.55,,50.04,67.83,1.18,,15.18,,,5.00,,,,,1.71,
24/09/2011 01:00:00,54.59,289.0,,5.33,,55.39,70.83,1.2,,23.17,,,3.64,,,,,1.22,
24/09/2011 02:00:00,44.93,296.0,,9.1,,49.86,70.58,1.28,,22.89,,,6.04,,,,,1.86,
24/09/2011 03:00:00,43.34,295.08,,9.47,,47.18,71.25,1.09,,23.06,,,5.18,,,,,1.53,
24/09/2011 04:00:00,58.46,295.83,,4.33,,60.68,72.83,1.27,,23.1,,,4.86,,,,,1.59,
24/09/2011 05:00:00,61.91,290.83,,4.63,,69.09,75.92,1.63,,26.9,,,8.59,,,,,1.32,
24/09/2011 06:00:00,62.88,272.83,,3.85,,72.92,77.25,1.35,,15.02,,,10.69,,,,,1.49,
24/09/2011 07:00:00,55.89,291.67,,6.17,,76.18,70.5,1.42,,12.34,,,17.59,,,,,2.27,
24/09/2011 08:00:00,53.19,288.0,,7.59,,66.55,63.5,1.31,,20.3,,,12.50,,,,,2.38,
24/09/2011 09:00:00,51.13,288.58,,9.88,,61.60,55.75,1.27,,27.94,,,10.32,,,,,2.52,
24/09/2011 10:00:00,50.53,286.58,,11.97,,56.94,47.67,1.19,,28.85,,,7.40,,,,,2.82,
24/09/2011 11:00:00,53.27,287.5,,10.52,,60.52,40.58,1.15,,28.93,,,8.14,,,,,3.0,
24/09/2011 12:00:00,51.23,267.92,,10.72,,59.50,37.33,1.42,,13.68,,,8.72,,,,,3.57,
24/09/2011 13:00:00,46.77,269.83,,12.13,,54.95,36.92,1.2,,4.32,,,8.45,,,,,3.83,
24/09/2011 14:00:00,37.48,274.58,,16.27,,43.51,38.17,1.28,,1.23,,,7.02,,,,,3.83,
24/09/2011 15:00:00,42.02,283.5,,15.17,,49.16,40.33,1.39,,1.1,,,7.41,,,,,3.64,
24/09/2011 16:00:00,44.92,283.67,,13.61,,51.29,43.92,1.22,,21.05,,,7.06,,,,,2.82,
24/09/2011 17:00:00,56.58,286.58,,9.12,,63.73,47.33,1.24,,23.7,,,8.26,,,,,2.37,
24/09/2011 18:00:00,89.41,285.0,,0.3,,94.13,55.08,1.62,,24.21,,,8.38,,,,,1.53,
24/09/2011 19:00:00,98.47,224.83,,,,113.97,58.17,1.62,,26.17,,,16.55,,,,,1.28,
24/09/2011 20:00:00,112.19,162.75,,,,146.78,60.75,1.97,,21.42,,,30.86,,,,,0.88,
24/09/2011 21:00:00,122.28,77.08,,,,203.13,63.42,2.45,,18.78,,,64.25,,,,,0.95,
24/09/2011 22:00:00,114.27,170.83,,,,164.48,66.42,2.08,,15.68,,,42.06,,,,,0.79,
24/09/2011 23:00:00,104.21,230.75,,,,139.17,70.83,1.8,,11.96,,,30.68,,,,,0.63,
25/09/2011 00:00:00,97.29,259.0,,,,142.69,72.0,1.61,,25.82,,,37.71,,,,,0.56,
25/09/2011 01:00:00,82.68,250.92,,3.37,,88.32,73.83,1.32,,37.54,,,8.67,,,,,0.71,
25/09/2011 02:00:00,56.22,247.75,,9.13,,59.53,74.75,1.34,,38.19,,,5.54,,,,,0.89,
25/09/2011 03:00:00,49.93,255.08,,10.58,,53.16,75.67,1.26,,38.27,,,5.13,,,,,0.67,
25/09/2011 04:00:00,45.40,274.25,,11.46,,50.98,74.75,1.26,,36.88,,,6.54,,,,,0.96,
25/09/2011 05:00:00,39.90,271.67,,13.69,,43.53,74.17,1.47,,36.9,,,4.81,,,,,1.07,
25/09/2011 06:00:00,43.38,231.0,,12.24,,49.77,74.67,1.48,,22.58,,,7.00,,,,,1.07,
25/09/2011 07:00:00,40.27,261.08,,13.39,,47.36,68.58,1.45,,18.33,,,7.29,,,,,1.21,
25/09/2011 08:00:00,48.23,272.75,,13.31,,56.60,61.58,1.16,,23.72,,,8.64,,,,,1.75,
25/09/2011 09:00:00,46.37,279.08,,13.78,,59.24,52.58,1.15,,32.77,,,11.73,,,,,2.24,
25/09/2011 10:00:00,39.94,285.5,,16.77,,49.95,50.75,1.15,,35.13,,,9.37,,,,,2.68,
25/09/2011 11:00:00,40.23,277.83,,18.36,,50.13,49.42,2.31,,31.41,,,9.31,,,,,2.83,
25/09/2011 12:00:00,38.40,289.58,,20.47,,46.15,45.83,1.1,,20.61,,,7.63,,,,,3.02,
25/09/2011 13:00:00,35.78,283.58,,23.35,,42.77,44.75,1.12,,17.64,,,6.98,,,,,3.14,
25/09/2011 14:00:00,34.63,283.5,,23.76,,39.76,47.58,1.2,,17.69,,,5.58,,,,,3.07,
25/09/2011 15:00:00,33.52,277.42,,23.79,,40.52,49.08,1.19,,16.51,,,6.86,,,,,3.29,
25/09/2011 16:00:00,41.02,268.0,,20.72,,48.53,49.0,1.09,,21.36,,,7.69,,,,,3.38,
25/09/2011 17:00:00,54.22,264.75,,13.47,,59.45,54.5,1.22,,29.88,,,6.77,,,,,2.36,
25/09/2011 18:00:00,78.02,250.17,,3.85,,82.67,62.83,1.53,,30.02,,,7.73,,,,,1.77,
25/09/2011 19:00:00,80.86,287.17,,2.6,,87.42,66.75,1.23,,28.57,,,9.20,,,,,1.75,
25/09/2011 20:00:00,80.31,279.75,,3.78,,87.63,67.83,1.53,,25.19,,,9.76,,,,,1.6,
25/09/2011 21:00:00,83.78,275.17,,1.02,,87.81,68.08,2.06,,19.08,,,8.64,,,,,1.07,
25/09/2011 22:00:00,74.03,273.58,,3.51,,77.83,69.83,1.57,,14.61,,,6.90,,,,,0.85,
25/09/2011 23:00:00,59.35,278.67,,6.97,,63.08,70.75,1.49,,12.96,,,6.00,,,,,0.84,
26/09/2011 00:00:00,55.52,274.83,,8.43,,58.72,71.67,1.2,,23.82,,,5.39,,,,,0.81,
26/09/2011 01:00:00,48.63,259.58,,9.82,,50.67,73.58,1.27,,35.22,,,4.22,,,,,1.06,
26/09/2011 02:00:00,34.38,284.42,,15.43,,38.14,74.25,1.16,,32.77,,,4.59,,,,,1.27,
26/09/2011 03:00:00,35.55,276.08,,14.54,,38.78,75.33,1.0,,34.77,,,4.68,,,,,1.66,
26/09/2011 04:00:00,32.86,267.67,,15.52,,41.56,76.0,0.7,,35.28,,,8.08,,,,,1.66,
26/09/2011 05:00:00,34.49,276.5,,13.73,,39.23,74.58,1.47,,32.1,,,5.33,,,,,1.69,
26/09/2011 06:00:00,36.52,277.83,,12.58,,47.07,70.58,1.4,,16.02,,,9.59,,,,,2.05,
26/09/2011 07:00:00,39.46,271.75,,12.03,,51.68,68.33,1.34,,10.75,,,10.88,,,,,2.33,
26/09/2011 08:00:00,40.30,280.17,,13.33,,56.17,63.17,1.35,,15.17,,,13.55,,,,,2.47,
26/09/2011 09:00:00,40.99,277.0,,14.44,,53.88,59.75,1.6,,22.97,,,11.44,,,,,3.07,
26/09/2011 10:00:00,36.75,284.75,,16.72,,51.19,57.0,1.55,,19.4,,,12.32,,,,,3.37,
26/09/2011 11:00:00,39.73,274.58,,16.58,,56.79,54.5,1.31,,15.79,,,14.38,,,,,3.47,
26/09/2011 12:00:00,38.92,288.17,,16.93,,52.06,51.08,1.05,,19.0,,,11.54,,,,,3.42,
26/09/2011 13:00:00,36.98,287.67,,18.72,,49.36,49.08,0.94,,18.23,,,10.87,,,,,3.36,
26/09/2011 14:00:00,31.63,282.0,,20.32,,40.32,47.5,1.0,,16.64,,,7.94,,,,,3.16,
26/09/2011 15:00:00,37.68,290.5,,16.22,,51.28,45.08,1.07,,13.96,,,11.78,,,,,3.36,
26/09/2011 16:00:00,40.42,292.25,,15.98,,49.75,48.25,1.13,,19.15,,,8.91,,,,,3.07,
26/09/2011 17:00:00,47.72,289.42,,12.54,,55.50,53.33,1.35,,23.75,,,8.17,,,,,2.18,
26/09/2011 18:00:00,68.26,297.09,,5.21,,86.03,58.18,1.83,,23.9,,,16.47,,,,,1.66,
26/09/2011 19:00:00,68.75,285.33,,4.03,,84.63,64.0,1.88,,24.93,,,15.17,,,,,1.48,
26/09/2011 20:00:00,64.17,287.33,,4.73,,82.54,69.17,1.8,,22.24,,,16.68,,,,,1.48,
26/09/2011 21:00:00,63.58,289.42,,5.18,,77.85,70.5,2.1,,16.99,,,14.99,,,,,1.42,
26/09/2011 22:00:00,61.40,287.75,,9.3,,52.77,72.75,1.43,,14.08,,,,,,,,1.5,
27/09/2011 05:00:00,39.61,278.42,,12.24,,43.34,69.75,1.4,,41.43,,,4.80,,,,,1.6,
27/09/2011 06:00:00,55.17,281.33,,6.43,,78.84,71.33,1.41,,20.64,,,19.91,,,,,1.99,
27/09/2011 07:00:00,60.94,282.5,,6.58,,103.35,70.42,1.53,,16.11,,,33.43,,,,,2.42,
27/09/2011 08:00:00,44.05,275.33,,14.08,,60.83,66.67,1.34,,22.91,,,14.38,,,,,2.7,
27/09/2011 09:00:00,39.27,276.25,,16.63,,56.16,61.08,1.2,,28.55,,,14.22,,,,,3.12,
27/09/2011 10:00:00,43.59,281.75,,16.1,,56.01,57.92,1.35,,28.82,,,11.26,,,,,3.24,
27/09/2011 11:00:00,45.31,295.67,,15.51,,60.36,53.58,1.34,,26.88,,,13.23,,,,,3.06,
27/09/2011 12:00:00,44.88,288.42,,15.63,,58.48,49.0,1.4,,17.63,,,12.14,,,,,3.31,
27/09/2011 13:00:00,39.21,296.58,,18.86,,49.15,49.08,1.53,,14.24,,,9.28,,,,,3.24,
27/09/2011 14:00:00,29.94,293.5,,31.99,,45.19,48.92,1.56,,10.92,,,16.68,,,,,3.37,
27/09/2011 15:00:00,41.07,294.25,,72.45,,54.01,48.58,0.89,,20.33,,,11.49,,,,,2.73,
27/09/2011 16:00:00,46.63,288.08,,65.55,,55.45,49.42,0.93,,25.97,,,8.90,,,,,2.47,
27/09/2011 17:00:00,52.40,290.33,,65.97,,60.07,50.58,0.95,,28.67,,,8.42,,,,,2.11,
27/09/2011 18:00:00,72.02,287.5,,58.19,,81.79,57.92,1.44,,26.11,,,10.97,,,,,1.43,
27/09/2011 19:00:00,79.39,298.58,,60.86,,95.60,61.42,1.6,,25.37,,,16.01,,,,,1.39,
27/09/2011 20:00:00,79.13,288.0,,56.77,,93.34,63.92,1.56,,25.08,,,14.57,,,,,1.33,
27/09/2011 21:00:00,80.42,287.25,,47.7,,97.92,68.08,1.62,,19.53,,,16.95,,,,,1.13,
27/09/2011 22:00:00,81.26,271.0,,44.22,,90.68,70.42,1.28,,14.82,,,11.26,,,,,0.89,
27/09/2011 23:00:00,55.40,282.83,,46.6,,60.10,71.67,1.24,,14.87,,,4.50,,,,,0.99,
28/09/2011 05:00:00,47.46,281.17,,12.76,,52.50,67.08,0.7,,34.82,,,6.27,,,,,1.77,
28/09/2011 06:00:00,57.48,267.83,,4.32,,83.61,66.42,1.04,,19.97,,,21.78,,,,,1.77,
28/09/2011 07:00:00,40.50,266.5,,9.95,,60.81,68.5,0.99,,14.81,,,16.67,,,,,2.62,
28/09/2011 08:00:00,34.07,269.67,,9.43,,49.32,66.5,0.66,,20.3,,,12.74,,,,,2.62,
28/09/2011 09:00:00,41.88,277.5,,7.02,,56.68,61.42,0.74,,34.58,,,12.86,,,,,3.3,
28/09/2011 10:00:00,38.57,277.42,,8.55,,54.58,58.0,0.98,,29.16,,,13.56,,,,,3.13,
28/09/2011 11:00:00,37.38,279.42,,9.93,,52.12,54.67,1.1,,23.21,,,12.63,,,,,3.1,
28/09/2011 12:00:00,36.65,293.33,,10.34,,50.77,50.92,0.95,,20.18,,,12.11,,,,,3.42,
28/09/2011 13:00:00,38.84,284.5,,9.2,,56.18,49.92,1.07,,19.38,,,14.46,,,,,2.95,
28/09/2011 14:00:00,37.49,280.25,,10.02,,51.73,48.42,1.12,,19.24,,,12.06,,,,,2.94,
28/09/2011 15:00:00,38.69,285.33,,10.08,,51.40,46.92,1.16,,18.53,,,11.17,,,,,3.12,
28/09/2011 16:00:00,42.11,294.58,,9.58,,51.19,49.25,0.93,,21.15,,,8.81,,,,,2.88,
28/09/2011 17:00:00,54.41,294.25,,6.89,,59.83,52.0,1.1,,20.44,,,7.53,,,,,2.5,
28/09/2011 18:00:00,68.27,290.33,,5.88,,67.09,57.42,1.06,,21.79,,,3.20,,,,,1.82,
29/09/2011 05:00:00,38.40,266.67,,12.74,,45.23,67.42,1.02,,30.53,,,7.00,,,,,1.64,
29/09/2011 06:00:00,33.89,263.33,,13.39,,40.87,69.0,0.95,,23.29,,,6.87,,,,,1.89,
29/09/2011 07:00:00,40.87,269.75,,11.06,,56.87,68.67,0.82,,22.97,,,13.67,,,,,2.18,
29/09/2011 08:00:00,44.32,282.67,,10.42,,59.15,62.42,0.81,,28.6,,,13.04,,,,,2.65,
29/09/2011 09:00:00,41.65,276.58,,12.47,,58.09,56.75,0.84,,32.73,,,14.03,,,,,2.9,
29/09/2011 10:00:00,41.52,281.08,,11.86,,57.83,51.92,0.87,,36.78,,,13.90,,,,,3.17,
29/09/2011 11:00:00,42.23,285.17,,11.1,,58.33,46.75,,,39.46,,,13.81,,,,,3.0,
29/09/2011 12:00:00,43.02,288.83,,11.43,,61.67,43.08,1.3,,24.22,,,15.64,,,,,3.08,
29/09/2011 13:00:00,38.78,290.92,,12.69,,53.51,41.58,1.09,,16.13,,,12.64,,,,,3.0,
29/09/2011 14:00:00,40.13,292.67,,12.42,,54.36,35.0,1.03,,13.3,,,12.35,,,,,3.07,
29/09/2011 15:00:00,40.21,287.08,,12.37,,52.17,33.75,0.86,,12.03,,,10.75,,,,,3.17,
29/09/2011 16:00:00,35.68,290.25,,58.59,,53.74,36.92,0.83,,14.14,,,14.83,,,,,2.85,
29/09/2011 17:00:00,61.13,290.17,,47.82,,68.48,41.17,1.04,,15.87,,,8.66,,,,,1.87,
29/09/2011 18:00:00,81.75,287.25,,61.37,,94.68,49.17,1.24,,23.97,,,13.82,,,,,1.15,
29/09/2011 19:00:00,90.09,296.5,,65.66,,113.13,53.33,1.64,,24.95,,,21.45,,,,,1.36,
29/09/2011 20:00:00,81.34,284.33,,57.1,,98.87,56.75,1.59,,26.34,,,17.01,,,,,1.62,
29/09/2011 21:00:00,81.39,284.75,,44.18,,95.21,60.17,1.55,,20.22,,,14.35,,,,,1.45,
29/09/2011 22:00:00,77.37,291.83,,41.56,,75.00,60.5,1.22,,16.03,,,3.40,,,,,1.38,
30/09/2011 05:00:00,40.37,265.67,,37.96,,48.93,68.5,1.15,,37.95,,,8.40,,,,,1.39,
