Time,Punjabi Bagh/Nitrogen Dioxide(NO2),Punjabi Bagh/Wind Direction(WD),Punjabi Bagh/Solar Radiation(SR),Punjabi Bagh/Ammonia(NH3),Punjabi Bagh/Temperature(AT),Punjabi Bagh/Oxides of Nitrogen(NOx),Punjabi Bagh/Relative Humidity(RH),Punjabi Bagh/Carbon Monoxide(CO),Punjabi Bagh/P Xylene(PXY),Punjabi Bagh/Sulfur Dioxide(SO2),Punjabi Bagh/PM2.5(PM2.5),Punjabi Bagh/Toluene(Tol),Punjabi Bagh/Nitric Oxide(NO),Punjabi Bagh/Benzene(Ben),Punjabi Bagh/Ozone(O3),Punjabi Bagh/PM10(PM10),Punjabi Bagh/Bar Pressure(BP),Punjabi Bagh/Wind Speed(WS),Punjabi Bagh/Vertical Wind Speed(VWS)
18/06/2015 20:00:00,181.33,179.83,16.0,41.39,34.61,167.93,35.83,2.0,8.51,15.25,174.5,13.99,3.80,1.4,63.73,352.67,554.0,0.42,-0.1
18/06/2015 21:00:00,176.40,181.0,15.92,37.65,33.86,163.00,37.33,1.53,14.42,17.88,199.5,13.85,2.79,1.51,40.49,386.00,553.81,0.73,
18/06/2015 22:00:00,170.15,177.17,15.83,34.52,33.22,157.90,38.67,1.02,7.39,18.92,134.5,10.17,1.82,1.67,28.13,334.50,553.94,0.76,-0.1
18/06/2015 23:00:00,164.53,188.5,15.92,32.53,32.76,149.93,40.08,0.79,5.95,19.92,122.17,8.97,3.10,1.76,24.13,323.17,553.69,1.13,0.03
19/06/2015 00:00:00,135.28,176.25,16.0,30.15,32.19,124.94,42.67,0.81,4.28,11.15,120.5,7.58,0.44,1.51,11.70,297.83,553.88,1.18,
19/06/2015 01:00:00,89.24,176.33,15.92,33.13,31.71,82.39,43.25,0.55,2.77,6.1,117.0,5.19,0.37,1.2,30.04,262.33,554.0,1.27,0.1
19/06/2015 02:00:00,70.62,189.33,15.92,35.64,31.28,65.52,44.08,0.38,1.65,4.95,159.33,4.53,0.43,1.17,30.79,234.33,553.81,0.94,
19/06/2015 03:00:00,88.57,186.0,16.0,38.56,30.63,81.77,46.5,0.48,1.38,5.34,147.67,4.03,0.48,1.27,25.72,210.17,553.94,0.52,-0.1
19/06/2015 04:00:00,99.20,185.58,15.92,47.51,30.23,91.87,47.75,1.2,1.76,7.23,160.83,3.51,0.75,1.16,35.29,217.17,554.0,0.75,-0.1
19/06/2015 05:00:00,88.65,177.17,22.67,45.93,29.98,81.89,47.58,1.13,1.93,11.45,175.67,2.87,0.34,0.58,24.72,270.67,553.94,1.15,0.1
19/06/2015 06:00:00,80.13,171.83,59.92,41.32,30.48,74.28,47.75,1.24,1.57,8.71,127.17,3.24,0.45,1.24,29.54,256.67,553.88,0.98,
19/06/2015 07:00:00,77.13,150.0,123.0,37.37,31.97,68.78,46.0,1.15,1.49,7.23,115.33,2.99,0.33,1.14,32.93,241.83,554.0,0.88,-0.1
19/06/2015 08:00:00,78.48,132.0,236.83,35.04,34.04,71.70,41.92,1.28,1.05,3.28,100.83,2.26,2.30,0.93,19.89,230.83,554.0,1.18,-1
19/06/2015 09:00:00,82.95,141.25,332.0,50.8,36.14,70.41,38.25,1.49,1.08,2.49,105.33,2.42,0.45,0.97,48.20,248.50,553.75,1.4,-0.03
19/06/2015 10:00:00,67.18,140.0,317.25,37.07,37.38,61.62,35.42,1.33,1.77,2.78,161.5,3.37,1.00,1.26,55.38,220.33,553.81,1.37,-0.03
19/06/2015 11:00:00,66.94,142.75,372.0,34.5,39.65,57.87,29.83,1.24,1.39,1.48,167.17,2.79,1.20,0.87,47.62,237.50,553.94,1.53,-0.06
19/06/2015 12:00:00,56.00,140.25,320.33,61.07,40.24,50.58,28.33,0.97,0.97,11.03,91.83,2.42,0.63,0.67,107.97,216.50,554.0,1.67,-0.05
19/06/2015 13:00:00,64.35,119.83,207.92,59.93,40.13,60.42,28.17,0.93,1.03,15.55,125.33,2.03,0.88,0.41,103.43,220.67,554.0,1.45,-1
19/06/2015 16:00:00,72.62,125.67,97.58,53.03,39.0,67.80,34.58,1.55,1.24,11.3,79.5,2.86,0.99,0.74,106.37,197.17,553.75,1.55,-0.03
19/06/2015 17:00:00,86.95,117.5,67.17,33.35,37.74,83.20,39.08,1.44,1.51,11.42,49.17,3.51,3.84,0.8,30.93,225.17,553.75,1.46,-0.1
19/06/2015 18:00:00,87.77,120.42,36.75,24.57,36.32,81.88,42.25,1.55,1.89,9.77,116.5,3.78,2.23,0.84,32.38,235.80,553.81,1.61,-0.06
19/06/2015 19:00:00,107.23,123.67,17.0,24.11,35.07,96.84,44.0,1.36,2.53,7.97,274.0,4.55,7.70,1.1,23.20,231.73,553.94,1.39,-0.1
19/06/2015 20:00:00,117.85,109.25,15.92,25.37,34.43,108.50,44.83,1.45,3.28,12.05,,6.14,6.20,0.92,16.93,220.00,553.88,1.43,-0.07
19/06/2015 21:00:00,115.78,114.75,16.0,36.52,33.77,106.84,46.08,1.33,2.83,15.15,103.0,4.6,8.62,0.11,39.47,235.50,554.0,1.38,-0.06
19/06/2015 22:00:00,84.64,127.67,16.0,41.89,33.29,79.58,47.75,0.92,1.78,12.03,100.0,3.93,4.00,0.16,22.54,230.83,553.75,1.47,-0.05
19/06/2015 23:00:00,56.32,142.42,16.0,36.99,32.78,51.05,48.58,0.65,0.94,12.64,80.45,2.42,0.98,0.1,26.19,185.50,554.0,1.68,-0.06
20/06/2015 00:00:00,55.62,154.58,15.92,27.38,32.31,50.99,50.0,1.19,0.63,7.17,61.0,2.09,0.20,0.27,23.09,141.40,553.81,1.56,-1
20/06/2015 01:00:00,31.21,152.75,15.92,24.25,32.07,29.22,49.67,1.04,0.55,2.76,82.5,2.06,0.35,0.55,18.70,152.50,553.75,2.23,0.07
20/06/2015 02:00:00,32.80,155.58,16.0,24.63,31.51,30.58,51.17,1.02,0.2,3.62,147.67,1.02,0.46,0.43,17.01,145.00,553.69,1.65,0.1
20/06/2015 03:00:00,30.66,160.17,15.92,29.87,31.04,28.48,52.67,0.99,0.27,2.44,59.0,1.25,0.18,0.4,19.20,180.50,553.63,1.09,-0.03
20/06/2015 04:00:00,37.66,144.17,16.0,43.78,30.77,35.02,53.58,1.22,0.27,5.12,49.0,1.25,0.42,0.37,44.63,215.00,553.88,1.24,-0.03
20/06/2015 05:00:00,46.90,88.58,16.92,52.53,29.96,42.65,58.67,1.33,0.25,4.43,67.0,0.93,0.37,0.1,19.35,122.67,553.75,2.48,0.06
20/06/2015 06:00:00,33.39,95.83,54.08,44.59,27.9,30.32,65.5,1.25,0.23,8.72,69.17,1.21,0.90,0.1,19.77,135.00,553.88,2.68,-0.15
20/06/2015 07:00:00,35.03,97.5,112.0,37.52,26.07,33.33,62.25,1.09,0.2,10.06,78.67,0.7,1.64,0.1,23.26,291.00,553.75,2.94,-0.25
20/06/2015 08:00:00,42.08,93.33,189.17,32.81,26.68,40.61,61.58,1.2,0.4,7.07,72.0,1.47,3.49,0.44,13.64,415.33,553.69,2.45,-0.19
20/06/2015 09:00:00,55.35,104.42,340.17,60.55,30.18,50.24,46.17,1.31,0.83,6.27,46.0,2.0,7.25,0.58,20.43,133.83,553.88,2.22,-0.18
20/06/2015 10:00:00,66.85,119.75,356.08,40.03,32.58,59.90,37.0,1.3,1.62,4.68,48.17,3.97,3.50,0.75,65.05,149.27,553.81,2.5,-0.18
20/06/2015 11:00:00,74.18,114.58,393.83,35.22,34.42,65.39,32.67,1.27,2.42,6.2,61.33,6.47,1.87,0.91,67.20,298.73,553.63,2.4,-0.23
20/06/2015 12:00:00,77.12,121.17,355.5,47.96,35.74,69.08,31.08,0.92,2.13,4.71,67.55,4.97,1.62,0.71,82.60,318.67,553.75,2.22,-0.15
20/06/2015 13:00:00,63.53,121.5,191.17,36.64,35.76,59.08,31.67,1.08,1.9,9.78,42.67,3.75,2.75,0.57,85.53,212.50,553.63,2.29,-0.12
20/06/2015 14:00:00,61.25,119.25,132.92,47.6,36.17,47.63,32.75,0.87,1.1,6.6,40.67,2.89,9.60,0.52,85.44,161.67,553.81,2.08,-0.11
20/06/2015 15:00:00,73.28,111.0,120.92,47.89,35.93,62.30,34.08,0.99,0.95,11.38,39.73,3.03,2.33,0.47,67.23,143.83,553.75,2.33,-0.12
20/06/2015 16:00:00,64.30,100.08,87.33,39.05,35.05,55.14,36.92,1.38,0.99,9.37,43.0,3.38,1.52,0.51,39.90,136.17,553.75,2.24,-0.14
20/06/2015 17:00:00,75.64,101.17,66.33,40.71,33.91,73.48,38.67,1.48,1.48,10.12,27.33,3.7,7.08,0.61,58.52,124.67,553.75,2.27,-0.16
20/06/2015 18:00:00,103.38,98.5,34.08,35.57,32.82,93.85,41.58,1.83,1.68,7.26,50.83,3.9,8.04,0.71,33.28,113.33,553.69,1.88,-0.12
20/06/2015 19:00:00,126.20,116.08,17.08,34.85,31.96,117.29,46.08,2.03,3.16,5.1,63.33,6.03,6.07,0.91,30.30,119.17,553.81,1.32,-0.11
20/06/2015 20:00:00,115.11,117.67,16.0,40.88,31.33,104.64,48.92,1.12,3.28,5.79,67.83,5.4,7.20,0.92,44.88,140.83,553.81,1.14,-0.1
20/06/2015 21:00:00,96.16,127.17,16.0,38.24,30.86,88.28,49.83,0.9,2.45,8.07,16.33,3.8,4.74,0.21,24.48,140.17,553.88,1.24,-0.1
20/06/2015 22:00:00,90.73,114.08,16.0,34.62,30.57,86.75,48.58,0.71,1.8,7.52,60.5,3.77,5.56,0.74,24.95,114.17,553.88,1.17,-0.1
20/06/2015 23:00:00,80.23,113.33,16.0,35.23,30.18,73.97,50.17,0.65,1.34,7.31,45.17,3.32,1.56,0.74,23.89,101.83,553.75,1.02,0.03
21/06/2015 00:00:00,89.13,104.25,15.92,36.45,29.77,81.82,52.92,1.12,1.07,4.87,26.5,3.84,2.12,0.72,14.76,90.17,553.94,0.99,-0.1
21/06/2015 01:00:00,85.55,102.5,16.0,37.05,29.29,76.99,53.67,0.98,1.04,2.58,16.0,4.93,0.56,0.73,47.55,111.50,553.88,1.1,-0.1
21/06/2015 02:00:00,77.28,104.63,16.0,38.1,29.12,71.53,54.0,0.95,0.7,5.53,76.0,4.15,0.40,0.68,42.47,114.00,553.59,1.14,-0.1
21/06/2015 12:00:00,111.82,91.4,304.6,39.84,30.1,108.30,55.4,1.28,1.68,19.14,50.5,4.06,14.45,0.7,32.48,103.00,553.8,1.12,0.1
21/06/2015 13:00:00,90.01,105.83,150.08,39.33,32.13,84.10,47.75,1.11,1.88,16.32,42.33,6.07,5.66,0.77,49.31,135.33,553.75,1.35,-0.11
21/06/2015 14:00:00,44.13,94.75,134.0,37.49,30.36,40.14,58.75,0.83,1.38,16.14,45.17,3.12,2.12,0.55,38.13,142.50,553.56,2.93,-0.15
21/06/2015 15:00:00,47.19,96.83,140.42,35.54,29.63,37.01,61.17,0.82,0.87,15.51,51.83,1.87,1.58,0.32,32.73,116.67,553.75,2.53,-0.17
21/06/2015 16:00:00,57.63,98.75,87.83,26.14,29.83,51.72,55.92,1.12,0.67,13.89,56.0,2.11,2.50,0.37,23.14,98.67,553.63,2.03,-0.1
21/06/2015 17:00:00,117.44,92.83,64.08,60.12,30.34,112.55,53.83,1.12,0.97,10.45,47.0,2.93,8.07,0.53,44.60,94.67,553.69,1.56,-0.11
21/06/2015 18:00:00,93.22,97.08,40.67,28.31,29.87,82.13,54.58,1.55,1.69,5.48,39.67,3.25,7.52,0.64,16.34,108.83,553.69,1.44,-0.11
21/06/2015 19:00:00,108.38,83.92,17.33,26.09,29.16,102.45,58.17,1.55,2.67,1.4,28.0,4.02,4.72,0.81,25.46,123.50,553.63,1.35,-0.1
21/06/2015 20:00:00,108.97,96.0,15.92,40.78,28.66,94.86,61.5,1.5,3.42,2.5,153.0,5.74,3.50,1.01,65.21,183.33,553.75,1.07,-0.1
21/06/2015 21:00:00,105.97,101.83,16.0,49.02,28.3,102.53,64.83,1.93,3.54,1.44,128.0,5.21,8.40,0.43,26.91,220.00,553.88,0.97,-0.1
21/06/2015 22:00:00,103.16,91.83,16.08,47.37,28.02,87.97,66.83,1.76,4.53,4.85,129.5,4.57,6.63,0.24,25.61,224.17,553.63,0.86,-0.1
21/06/2015 23:00:00,84.75,101.92,15.92,42.67,27.5,77.96,68.83,1.27,3.64,4.35,136.0,4.46,10.98,1.12,26.98,244.17,553.94,0.63,-0.1
22/06/2015 00:00:00,83.32,111.25,16.0,49.49,27.21,75.88,69.08,1.02,2.71,6.35,125.17,3.87,2.73,1.17,24.76,234.17,553.88,0.58,-0.1
22/06/2015 01:00:00,74.25,101.83,16.0,29.83,27.09,65.35,69.17,0.93,2.01,6.68,97.83,3.79,4.55,0.99,27.51,198.00,553.81,0.68,-0.1
22/06/2015 02:00:00,54.93,94.5,15.92,33.23,26.81,49.19,70.25,0.76,1.45,5.24,110.67,3.42,8.77,0.9,24.79,162.50,553.63,1.07,-0.1
22/06/2015 03:00:00,40.21,97.83,16.0,40.36,26.3,36.62,72.5,0.71,0.6,5.6,144.67,2.05,0.25,1.04,24.72,175.33,553.5,1.24,-0.08
22/06/2015 04:00:00,61.34,78.42,15.75,36.76,26.02,56.05,73.25,1.17,0.38,6.31,223.0,1.54,1.17,0.76,48.49,240.17,553.56,1.44,0.06
22/06/2015 05:00:00,54.91,102.0,22.08,44.77,26.11,49.13,69.83,1.02,0.44,10.48,93.0,2.82,2.80,0.24,25.03,178.17,553.75,1.48,-0.12
22/06/2015 06:00:00,38.65,130.33,61.25,44.82,27.12,35.66,64.17,0.9,0.33,5.57,80.83,1.39,0.23,0.13,12.09,142.67,553.94,1.54,-0.07
22/06/2015 07:00:00,56.17,140.42,116.67,34.06,28.23,54.50,64.08,1.05,0.42,1.96,18.5,0.97,8.35,,14.42,38.00,553.75,1.06,-0.1
22/06/2015 08:00:00,59.92,144.42,240.25,28.14,30.42,52.20,59.17,1.23,0.83,0.84,18.0,1.71,3.48,0.34,21.74,54.67,553.63,1.32,-0.03
22/06/2015 09:00:00,54.46,135.58,358.92,52.84,32.79,53.59,52.75,1.3,0.78,0.93,67.5,1.88,4.90,0.57,32.30,94.67,553.94,1.53,-0.03
22/06/2015 10:00:00,47.35,151.25,385.0,36.13,34.7,44.95,46.25,1.12,1.01,0.2,140.0,2.22,11.90,0.6,23.33,127.67,553.88,1.93,0.01
22/06/2015 11:00:00,51.33,140.25,391.83,26.83,36.98,48.40,39.75,1.11,0.9,,,1.98,2.59,0.5,20.26,125.50,553.81,1.57,-0.05
22/06/2015 12:00:00,70.65,116.17,303.25,29.48,37.03,65.31,38.67,1.4,1.0,8.39,,1.94,5.84,0.38,46.26,124.33,553.88,1.75,-0.16
22/06/2015 13:00:00,52.79,115.25,214.83,54.85,29.93,50.02,53.75,1.33,1.32,11.07,44.0,2.18,5.17,0.1,24.89,143.67,553.63,2.78,-0.28
22/06/2015 14:00:00,71.87,133.75,183.67,45.76,30.53,65.16,46.17,1.22,1.32,11.17,41.83,2.32,1.33,0.1,19.51,186.33,553.88,1.8,-0.1
22/06/2015 15:00:00,89.77,132.75,118.58,38.92,32.08,83.01,41.75,1.3,1.71,11.86,30.27,3.04,4.22,0.1,29.22,84.00,553.56,1.39,-0.12
22/06/2015 16:00:00,105.11,123.42,77.83,39.82,32.94,95.41,37.92,1.35,2.41,10.06,26.67,5.55,1.62,0.94,31.87,89.50,553.63,1.12,-0.08
22/06/2015 17:00:00,99.73,122.08,61.42,46.72,32.8,92.08,41.0,1.38,2.61,7.59,28.5,6.42,2.32,0.95,105.82,97.00,553.81,0.99,-0.1
22/06/2015 18:00:00,113.14,112.42,42.08,38.62,32.17,102.68,50.25,1.75,2.88,10.36,63.0,6.88,4.55,0.99,80.52,130.00,553.63,1.07,-0.1
22/06/2015 19:00:00,96.46,100.58,18.08,34.42,30.74,81.79,60.25,1.75,3.54,12.12,148.0,5.77,6.88,1.09,26.81,169.00,553.94,1.22,-0.1
22/06/2015 20:00:00,98.47,125.17,15.92,30.42,29.96,94.71,62.0,1.45,3.53,15.02,,4.86,8.09,1.0,41.03,159.17,553.88,0.85,-0.02
22/06/2015 21:00:00,105.68,141.42,15.92,37.92,29.67,98.60,61.67,1.54,3.46,16.65,37.0,4.36,8.12,0.18,144.67,135.67,553.81,0.88,-0.1
22/06/2015 22:00:00,111.24,130.08,16.0,43.14,29.23,105.48,63.25,1.65,3.6,15.23,43.0,5.81,5.09,0.28,45.94,143.50,553.63,0.6,-0.1
22/06/2015 23:00:00,99.27,122.67,16.0,39.68,28.78,90.61,62.83,1.28,3.47,16.05,74.17,5.53,1.42,0.26,21.97,167.17,553.88,0.5,-0.1
23/06/2015 00:00:00,92.88,102.33,15.92,32.02,28.53,87.35,62.25,1.16,2.59,4.83,76.5,4.96,2.84,1.02,22.35,169.67,553.63,0.47,-0.1
23/06/2015 01:00:00,90.48,109.5,16.08,40.3,28.22,84.64,64.0,1.17,2.67,1.3,75.67,7.05,3.42,1.26,624.20,172.50,553.69,0.47,-0.1
23/06/2015 02:00:00,73.98,103.17,16.0,53.12,27.73,68.23,66.08,1.2,2.39,1.68,175.33,8.54,5.07,1.27,177.28,275.50,553.69,0.66,-0.1
23/06/2015 03:00:00,55.71,111.0,16.0,54.52,27.31,50.62,66.58,1.01,1.77,1.75,256.45,6.2,1.44,1.29,45.61,301.33,553.75,0.43,
23/06/2015 04:00:00,68.28,101.42,16.0,60.15,27.06,60.27,68.33,1.27,1.44,3.08,246.67,5.19,1.60,1.44,60.08,291.00,553.63,0.46,-0.1
23/06/2015 05:00:00,51.89,111.42,23.5,67.95,26.82,50.95,69.33,1.43,1.13,4.93,217.33,3.18,4.89,0.43,52.09,288.17,553.94,0.45,-0.1
23/06/2015 06:00:00,71.25,112.33,60.42,56.54,27.65,68.08,67.42,1.54,1.35,4.67,243.5,3.07,4.06,0.2,83.08,318.83,553.69,0.56,-0.1
23/06/2015 07:00:00,88.68,116.58,123.83,45.94,29.41,77.31,60.5,1.4,1.67,4.73,178.83,3.72,4.10,0.2,130.88,282.67,553.63,0.93,-0.1
23/06/2015 08:00:00,76.67,128.75,245.58,40.44,31.67,66.71,51.5,1.1,1.24,2.84,113.83,4.05,3.73,0.55,21.54,229.00,553.63,1.23,0.03
23/06/2015 09:00:00,55.71,154.08,372.17,74.87,33.88,51.17,47.42,0.94,0.96,2.45,97.83,3.13,2.30,0.64,25.20,202.17,553.75,1.45,-0.05
23/06/2015 10:00:00,43.70,154.25,387.75,43.4,35.88,39.20,42.75,0.87,1.29,3.77,109.83,2.73,0.30,0.71,32.13,127.00,553.75,1.59,0.03
23/06/2015 11:00:00,44.73,140.08,393.25,34.68,37.77,44.69,36.83,0.9,0.81,,49.0,2.35,6.07,0.59,23.25,163.33,553.63,1.15,-0.11
23/06/2015 12:00:00,47.38,148.75,310.08,52.32,38.44,44.33,34.08,1.15,0.57,11.43,,2.04,1.13,0.49,59.92,117.83,553.63,1.23,-0.03
23/06/2015 13:00:00,47.06,120.33,184.92,56.29,37.51,43.45,35.17,1.03,0.72,10.17,57.0,2.23,0.92,0.15,53.52,108.83,553.81,1.14,-0.1
23/06/2015 14:00:00,52.86,103.58,157.17,80.62,38.35,49.23,31.92,1.03,0.59,8.28,57.33,2.18,0.52,0.19,87.63,120.83,554.06,1.61,-0.03
23/06/2015 15:00:00,44.35,83.25,139.17,108.55,37.38,41.05,33.58,0.94,0.86,8.26,58.67,2.89,0.20,0.62,101.02,138.83,553.56,1.78,0.07
23/06/2015 16:00:00,30.95,74.67,29.42,51.68,29.0,30.05,53.25,1.04,0.76,11.96,52.33,2.65,1.57,0.58,52.02,208.17,553.5,5.17,0.25
23/06/2015 17:00:00,41.49,72.08,21.25,31.82,27.43,37.57,62.17,1.28,0.63,10.79,36.17,2.35,0.65,0.43,26.47,399.00,553.69,3.02,0.19
23/06/2015 18:00:00,36.47,192.08,23.5,31.26,25.06,32.83,74.0,1.38,1.43,10.14,63.67,5.22,1.04,0.88,18.37,96.83,554.75,1.18,-0.1
23/06/2015 19:00:00,82.41,94.42,21.92,29.43,25.68,82.17,72.42,1.94,2.57,9.56,29.67,5.47,11.75,0.88,17.73,94.17,553.56,1.21,-1
23/06/2015 20:00:00,86.73,113.58,15.83,41.1,26.55,85.67,68.17,1.15,3.26,11.73,68.0,6.0,13.90,0.87,66.29,134.50,553.63,1.04,0.1
23/06/2015 21:00:00,95.14,125.92,15.83,42.01,26.72,88.79,67.5,1.55,2.72,12.73,104.0,4.77,7.80,0.24,19.34,139.00,553.56,0.83,
23/06/2015 22:00:00,99.75,139.5,15.83,41.38,26.88,94.72,66.58,1.8,3.96,12.61,103.5,5.47,4.91,0.21,22.42,186.50,553.94,0.52,-0.1
23/06/2015 23:00:00,95.67,201.33,15.83,36.96,26.76,90.69,68.58,1.56,3.87,13.46,99.17,4.95,2.70,0.23,106.93,246.83,553.56,2.09,0.1
24/06/2015 00:00:00,83.99,202.42,15.83,31.13,26.28,76.31,70.42,0.77,2.74,11.47,80.67,5.04,0.64,0.88,43.80,220.83,553.56,2.18,0.12
24/06/2015 01:00:00,58.72,170.92,15.83,38.56,25.98,54.18,69.5,0.41,1.65,9.4,51.83,4.09,0.60,0.82,36.01,144.83,553.63,1.27,0.1
24/06/2015 02:00:00,53.51,93.92,16.0,47.37,25.98,49.26,69.08,0.38,0.83,8.78,142.5,2.85,0.48,0.68,28.67,141.33,553.69,0.38,
24/06/2015 03:00:00,56.79,83.33,16.0,49.77,25.58,53.03,72.83,0.56,1.31,9.57,150.36,3.57,1.13,0.65,30.33,133.83,553.63,1.16,0.13
24/06/2015 04:00:00,56.56,82.67,16.0,63.12,25.02,51.88,75.92,1.3,2.24,11.53,144.17,5.48,1.57,0.83,60.49,178.09,553.81,1.27,0.06
24/06/2015 05:00:00,55.41,77.58,20.75,59.4,25.22,47.87,74.92,1.28,1.27,11.9,121.83,3.64,0.93,0.36,31.75,239.50,553.56,1.06,0.12
24/06/2015 06:00:00,56.40,94.5,51.33,50.83,25.76,51.89,73.75,1.29,0.97,3.95,197.5,3.07,2.90,0.17,28.49,211.67,553.81,0.92,0.1
24/06/2015 07:00:00,66.79,80.92,106.42,48.56,26.94,62.70,70.08,1.4,0.94,1.85,152.5,2.4,7.66,0.12,29.30,235.67,553.69,1.5,0.13
24/06/2015 08:00:00,54.29,97.33,140.42,46.94,27.38,52.33,68.5,1.17,0.96,2.65,146.33,2.4,7.22,0.53,27.02,247.33,553.75,1.78,-0.01
24/06/2015 09:00:00,51.08,98.0,274.33,79.97,28.73,52.21,65.08,1.25,1.17,2.6,204.83,2.57,7.79,0.79,37.27,287.67,553.81,1.52,-0.05
24/06/2015 10:00:00,61.10,108.83,340.58,52.4,31.02,58.13,56.33,1.18,1.59,,304.33,2.97,7.23,0.95,30.32,265.55,553.56,1.83,-0.05
24/06/2015 11:00:00,66.10,114.25,292.75,48.19,31.35,56.85,56.83,1.33,2.08,0.55,144.17,3.29,4.13,0.96,45.52,208.00,553.5,1.56,-0.1
24/06/2015 12:00:00,92.29,108.25,329.33,44.23,32.91,86.25,51.42,1.27,2.66,7.97,210.0,3.88,4.69,0.98,79.28,265.00,553.63,1.61,-0.06
24/06/2015 13:00:00,66.48,114.75,222.67,59.05,33.94,61.50,46.33,1.11,2.25,9.27,116.0,3.53,2.01,0.19,144.98,242.83,553.69,1.48,-0.05
24/06/2015 14:00:00,54.10,102.0,179.33,58.27,34.13,48.67,44.33,1.07,1.23,8.1,116.0,2.73,0.40,0.13,107.13,207.00,553.5,1.73,0.1
24/06/2015 15:00:00,74.10,114.0,77.0,51.4,32.9,196.20,48.0,1.0,1.2,8.2,100.0,2.5,0.70,0.1,83.80,186.00,553.5,1.3,
24/06/2015 16:00:00,84.48,123.17,52.67,45.09,32.62,227.38,48.33,1.46,2.18,7.22,94.33,3.31,5.15,0.54,52.65,182.00,553.75,0.9,-1
24/06/2015 17:00:00,67.33,179.58,23.25,39.88,31.62,173.57,54.0,1.29,2.53,6.39,88.33,4.92,0.25,0.85,32.29,164.67,553.63,1.14,0.1
24/06/2015 18:00:00,70.90,224.75,17.0,44.38,28.37,186.09,70.75,1.64,3.1,7.48,185.67,7.51,0.34,1.14,33.18,197.50,553.69,1.25,-0.13
24/06/2015 19:00:00,52.74,192.25,15.83,48.33,26.02,139.22,79.58,1.49,3.46,7.71,114.0,5.64,0.39,1.02,35.58,269.17,553.81,1.18,-0.1
24/06/2015 20:00:00,47.89,151.42,15.58,41.93,25.53,122.80,80.25,1.21,2.86,10.14,,4.51,0.55,1.2,25.82,139.33,553.75,0.94,-0.1
24/06/2015 21:00:00,72.90,90.75,15.75,29.47,24.84,188.16,77.5,1.19,2.4,8.41,94.0,6.34,3.71,1.3,34.04,134.83,553.88,1.89,-0.06
24/06/2015 22:00:00,41.96,78.42,15.58,40.8,21.57,101.61,81.17,0.68,1.15,10.62,82.17,2.34,0.40,0.13,15.53,112.67,,1.56,0.15
24/06/2015 23:00:00,31.97,75.42,15.92,41.83,21.47,82.79,83.67,0.61,0.45,8.71,20.83,1.1,0.27,0.1,14.76,30.17,,2.25,0.27
25/06/2015 00:00:00,31.61,121.5,15.75,30.88,21.9,84.52,84.0,1.1,0.27,5.75,8.67,1.55,0.52,0.25,14.73,26.73,,1.11,0.15
25/06/2015 01:00:00,48.66,106.17,16.0,42.27,21.85,125.92,81.17,1.08,0.45,5.75,8.33,2.63,0.27,0.26,22.13,34.00,,0.97,-0.05
25/06/2015 02:00:00,31.22,99.58,15.83,56.42,21.95,83.06,75.25,1.0,0.24,4.59,41.17,1.65,0.42,0.27,21.52,52.00,559.39,1.29,-0.11
25/06/2015 03:00:00,24.71,97.25,15.92,50.72,21.93,65.66,78.33,1.01,0.15,4.04,49.0,0.93,0.69,0.24,13.11,42.67,554.25,1.8,-0.1
25/06/2015 04:00:00,27.51,98.25,15.83,47.02,21.97,71.80,81.17,1.18,0.1,7.88,59.83,0.7,0.23,0.2,31.97,47.00,554.38,2.16,-0.14
25/06/2015 05:00:00,27.38,112.0,16.83,38.08,22.13,72.51,82.17,1.2,0.1,9.35,59.0,0.56,0.63,0.1,18.72,48.50,554.38,1.31,-0.09
25/06/2015 06:00:00,31.22,105.0,24.0,32.84,21.67,83.31,83.17,1.25,0.15,7.76,31.17,0.62,1.95,0.1,20.77,29.50,559.05,0.91,-0.04
25/06/2015 07:00:00,50.88,90.5,41.25,32.38,21.66,132.27,84.0,1.36,0.2,8.18,20.83,0.63,3.45,0.13,22.75,27.00,582.75,1.19,0.1
25/06/2015 08:00:00,49.12,82.42,61.67,35.59,21.95,132.24,83.67,1.06,0.31,5.39,36.0,1.07,3.10,0.28,9.02,51.17,554.25,1.77,0.09
25/06/2015 09:00:00,46.68,82.33,74.58,67.65,22.5,125.28,81.33,1.11,0.63,6.55,24.17,1.31,4.38,0.31,2.10,47.67,553.94,1.47,0.08
25/06/2015 10:00:00,47.78,75.25,96.25,42.61,23.0,111.90,78.83,1.08,1.15,6.02,63.5,2.0,3.30,0.4,14.83,49.17,554.0,1.77,0.14
25/06/2015 11:00:00,41.73,74.67,90.5,40.44,23.27,112.95,77.92,1.11,1.25,2.93,48.17,2.76,3.96,0.4,19.66,43.00,553.81,2.01,0.13
25/06/2015 12:00:00,44.12,68.0,171.25,47.53,24.53,109.41,74.33,1.22,1.45,5.25,13.17,3.4,1.04,0.42,40.54,60.00,553.63,1.87,0.22
25/06/2015 13:00:00,36.57,62.67,240.0,39.0,25.77,85.35,69.25,1.06,1.17,4.49,38.5,3.31,0.67,0.16,27.30,69.83,553.63,2.48,0.25
25/06/2015 14:00:00,30.64,63.0,243.92,33.17,26.93,79.59,65.08,1.0,0.66,5.13,54.5,2.08,0.77,0.1,34.69,67.67,553.5,2.56,0.29
