Time,R K Puram/Wind Speed (WS),R K Puram/Nitrogen Dioxide(NO2),R K Puram/Wind Direction(WD),R K Puram/Solar Radiation(SR),R K Puram/Ammonia(NH3),R K Puram/Temperature(AT),R K Puram/Oxides of Nitrogen(NOx),R K Puram/Relative Humidity(RH),R K Puram/Carbon Monoxide(CO),R K Puram/P Xylene(PXY),R K Puram/Sulfur Dioxide(SO2),R K Puram/PM2.5(PM2.5),R K Puram/Toluene(TOL),R K Puram/Nitric Oxide(NO),R K Puram/Benzene(BEN),R K Puram/Ozone(O3),R K Puram/PM10(PM10),R K Puram/Bar Pressure(BP),R K Puram/Vertical Wind Speed(VWS)
04/03/2016 06:00:00,0.41,72.64,224.0,5.0,52.69,15.75,152.43,72.08,1.44,3.28,16.22,139.33,10.01,64.22,6.18,9.55,211.83,733.33,-0.07
04/03/2016 07:00:00,1.03,87.07,234.08,41.0,55.75,16.32,302.27,72.0,2.69,5.29,15.61,146.0,14.62,164.54,7.82,10.86,221.0,733.33,-0.12
04/03/2016 08:00:00,1.09,107.66,176.67,158.08,47.56,20.95,196.13,55.5,1.35,5.88,7.53,210.83,14.96,73.39,7.19,13.35,368.0,734.0,-0.13
04/03/2016 09:00:00,1.18,96.2,203.25,294.42,44.75,25.72,110.54,38.58,0.83,4.55,6.54,150.17,13.88,18.18,5.58,68.3,357.67,733.5,-0.11
04/03/2016 10:00:00,1.88,68.94,203.42,354.25,37.94,28.03,67.88,33.42,0.82,3.81,0.6,102.0,11.64,4.7,4.73,128.15,300.17,733.0,-0.12
04/03/2016 11:00:00,2.04,63.17,126.14,371.71,42.71,29.83,60.60,29.63,0.9,3.65,0.6,107.0,12.15,3.93,4.8,189.08,271.0,733.5,-0.4
04/03/2016 12:00:00,2.01,53.57,207.13,376.1,42.88,32.34,53.39,23.82,11.63,3.16,8.78,108.67,18.71,2.29,6.29,293.83,283.0,734.4,-1.19
04/03/2016 13:00:00,1.58,40.26,170.08,372.08,37.21,33.87,38.60,17.25,0.46,2.58,12.08,95.67,19.29,2.0,6.92,256.16,289.0,734.42,-2.58
04/03/2016 14:00:00,1.89,40.4,137.83,354.5,31.42,34.23,38.17,15.92,0.22,1.95,24.18,63.0,13.74,1.6,4.52,203.82,142.08,734.25,-3.43
04/03/2016 15:00:00,2.2,35.38,190.33,297.92,31.8,32.47,34.14,17.08,0.83,2.43,28.4,51.58,12.55,1.92,3.03,211.72,122.42,734.92,-0.67
04/03/2016 16:00:00,1.92,33.34,176.92,81.08,29.18,31.02,31.71,19.08,1.01,2.03,,46.5,10.77,1.47,2.37,182.87,133.83,734.33,0.08
04/03/2016 17:00:00,1.03,102.81,156.67,31.75,28.21,28.79,123.42,24.17,1.67,3.61,,43.33,12.56,23.28,3.16,64.3,119.33,734.0,1.6
04/03/2016 18:00:00,0.37,131.12,245.08,5.08,30.87,24.95,189.89,33.33,2.33,8.16,,46.5,20.63,53.51,5.85,12.07,181.0,734.0,1.92
04/03/2016 19:00:00,0.31,149.08,277.83,3.25,32.49,22.38,446.36,40.5,4.16,15.72,,81.0,28.72,229.58,8.58,10.05,348.5,734.67,1.81
04/03/2016 20:00:00,0.61,148.12,291.83,3.0,42.97,21.43,574.05,47.92,5.97,22.18,,99.0,41.87,323.7,15.58,14.03,436.0,734.08,1.68
04/03/2016 21:00:00,3.85,42.77,177.33,3.08,35.33,20.65,43.15,46.0,0.73,19.11,,139.33,34.95,3.7,12.12,71.51,,733.75,-0.31
04/03/2016 22:00:00,2.37,42.76,134.5,3.08,32.2,20.19,39.78,43.08,0.38,6.74,,124.33,14.71,1.24,3.42,84.2,283.0,732.75,-0.15
04/03/2016 23:00:00,1.13,67.39,155.83,3.08,30.38,19.8,69.47,42.08,0.43,5.26,,40.55,11.66,6.88,2.84,44.13,269.64,733.0,-0.11
05/03/2016 00:00:00,0.83,87.26,164.75,3.17,26.81,18.42,112.90,47.33,1.11,4.68,,38.5,11.01,25.72,3.96,10.34,141.33,733.5,-0.11
05/03/2016 01:00:00,1.38,60.04,219.42,3.17,33.4,17.99,57.73,48.17,0.96,3.39,,51.33,9.74,3.12,3.43,32.17,185.5,734.0,-0.15
05/03/2016 02:00:00,0.48,68.85,166.58,3.08,33.66,16.86,95.38,52.42,0.89,2.35,,55.83,9.12,24.92,4.18,14.3,261.5,734.0,-0.1
05/03/2016 03:00:00,2.33,61.18,286.58,3.17,34.91,17.07,76.68,52.08,0.81,2.51,,70.33,11.08,16.23,5.72,22.06,197.33,734.0,-0.25
05/03/2016 04:00:00,1.97,33.49,205.42,3.08,40.33,16.72,30.47,55.33,0.73,1.3,,73.17,6.01,-1,3.91,50.89,157.83,733.58,-0.07
05/03/2016 05:00:00,2.06,46.02,94.92,3.08,31.5,17.13,46.48,53.25,0.72,0.88,,87.0,-1,4.02,2.83,39.81,119.17,733.08,-0.11
05/03/2016 06:00:00,1.58,50.06,200.33,5.42,30.91,17.27,48.83,50.5,0.65,0.98,,112.17,-1,3.1,2.38,35.58,80.17,733.17,-0.13
05/03/2016 07:00:00,1.94,47.16,181.17,57.67,36.24,17.01,49.92,54.92,0.82,0.88,,45.83,-1,5.77,3.26,35.46,95.17,733.33,-0.17
05/03/2016 08:00:00,1.71,51.81,191.42,142.58,33.52,18.92,62.18,50.17,1.07,1.57,,82.83,5.04,11.75,3.62,34.02,165.5,734.0,-0.15
05/03/2016 09:00:00,2.31,43.86,151.67,193.0,33.35,20.76,50.23,45.33,0.85,1.85,,71.33,5.92,8.16,3.37,50.1,167.67,734.0,-0.2
05/03/2016 10:00:00,2.21,52.22,125.42,297.5,29.5,23.17,62.70,40.58,0.78,2.77,,67.17,8.64,11.84,3.87,72.02,193.67,734.25,-0.21
05/03/2016 11:00:00,2.62,55.43,139.17,379.25,32.71,26.38,63.49,35.33,0.78,2.75,,59.83,8.9,10.32,3.68,91.39,201.67,735.0,-0.1
05/03/2016 12:00:00,2.53,54.3,144.83,374.0,37.02,28.38,61.07,31.67,0.93,2.82,,45.67,10.01,9.3,3.91,107.58,214.0,735.83,-0.12
05/03/2016 13:00:00,3.14,57.94,149.58,302.08,22.64,27.81,64.12,31.0,0.82,2.21,,46.0,9.56,9.16,2.44,135.81,376.33,734.0,-0.02
05/03/2016 14:00:00,3.08,54.67,141.5,336.67,23.01,28.31,60.85,29.25,0.74,2.16,,-1,8.53,8.89,2.35,114.28,213.83,734.0,0.07
05/03/2016 15:00:00,3.63,50.72,148.0,185.42,23.62,26.67,53.89,29.75,0.63,1.9,,27.0,8.37,6.37,1.98,106.53,218.0,734.0,0.2
05/03/2016 16:00:00,3.52,61.8,145.42,72.08,23.35,24.93,67.75,32.42,0.8,2.38,,29.67,9.18,9.28,1.97,83.17,282.0,734.92,0.14
05/03/2016 17:00:00,1.72,61.82,209.17,14.33,17.03,23.76,60.87,36.67,1.07,2.32,,41.0,7.79,4.24,1.97,79.17,266.0,734.58,0.06
05/03/2016 18:00:00,1.52,90.39,217.75,3.33,28.88,21.71,109.48,45.58,1.45,2.58,,37.83,7.76,21.22,2.63,30.95,197.67,734.42,-0.06
05/03/2016 19:00:00,2.66,58.68,253.67,3.25,35.82,19.74,59.17,51.33,1.13,4.26,,68.33,10.8,5.05,3.18,63.93,249.83,734.58,-0.23
05/03/2016 20:00:00,2.55,51.97,154.5,1.18,37.18,15.23,52.60,75.17,1.01,1.87,,46.5,5.47,4.61,1.65,43.3,219.0,733.08,-0.16
05/03/2016 21:00:00,2.19,62.21,159.83,2.58,40.31,14.07,63.89,79.17,,2.48,,30.17,10.5,6.22,2.43,30.97,,733.92,-0.11
05/03/2016 22:00:00,1.69,74.61,134.75,2.75,41.33,13.98,87.80,81.0,,2.62,,34.83,10.79,15.63,2.88,15.0,,733.92,-0.69
05/03/2016 23:00:00,2.25,81.34,145.92,2.33,40.81,14.14,99.68,80.17,,2.97,,29.0,9.9,19.94,2.99,65.38,,733.75,-0.36
06/03/2016 00:00:00,1.5,68.97,134.58,2.75,42.65,13.66,72.98,79.92,,2.26,,32.17,10.3,8.42,2.68,27.15,,733.83,-0.22
06/03/2016 01:00:00,1.78,59.58,138.58,2.75,42.32,13.44,64.31,80.0,,1.28,,45.83,6.78,8.21,2.69,16.29,,733.67,-0.16
06/03/2016 02:00:00,1.44,52.56,148.75,2.58,43.39,13.25,55.18,80.08,,0.91,,34.67,-1,6.13,2.74,14.47,,733.75,-0.15
06/03/2016 03:00:00,0.87,56.72,176.17,2.42,42.93,12.86,73.49,82.5,,0.72,,33.17,5.53,16.83,2.25,16.53,,733.83,-0.1
06/03/2016 04:00:00,0.43,56.99,122.08,2.08,42.21,12.62,94.96,83.75,,0.9,,34.17,8.92,32.37,2.11,17.23,,733.67,-0.1
06/03/2016 05:00:00,0.42,55.68,145.67,2.17,43.11,12.6,93.88,84.0,,1.12,,35.17,8.28,32.42,2.73,10.93,67.0,733.67,-0.1
06/03/2016 06:00:00,0.38,55.45,157.33,3.67,42.59,12.62,140.32,84.25,,1.45,,36.5,8.13,66.57,3.0,10.31,71.17,733.83,-0.1
06/03/2016 07:00:00,1.8,65.02,160.08,15.42,43.38,13.52,113.58,81.33,,2.13,,39.67,10.33,40.74,3.31,10.55,90.17,733.83,0.03
06/03/2016 08:00:00,0.62,56.0,216.17,113.0,44.57,14.88,79.17,79.33,,1.96,,40.17,8.4,21.43,2.88,15.64,81.0,734.0,-0.11
06/03/2016 09:00:00,1.09,59.39,233.08,317.75,47.04,19.68,82.96,65.67,,2.25,,31.17,8.18,22.01,3.13,45.4,62.0,734.0,-0.09
06/03/2016 10:00:00,1.34,42.7,181.25,272.42,24.71,22.43,44.62,48.67,,1.32,,52.33,5.6,4.82,2.17,72.25,61.17,734.58,-1
06/03/2016 11:00:00,1.65,37.85,184.33,326.58,24.66,23.99,39.55,43.25,,1.26,,30.83,5.42,4.26,2.02,102.81,60.5,735.0,0.04
06/03/2016 12:00:00,2.27,37.29,160.83,326.75,23.06,25.63,39.34,36.5,,1.12,,40.0,5.42,4.47,1.97,122.15,77.17,734.83,0.2
06/03/2016 13:00:00,2.15,40.9,156.83,365.75,26.18,26.39,42.92,35.75,,1.19,,40.5,-1,4.75,1.88,126.8,73.67,734.83,0.13
06/03/2016 14:00:00,2.43,43.77,149.0,368.92,29.13,26.5,46.25,37.83,,1.33,,67.0,-1,5.31,2.34,131.55,79.17,735.0,-1
06/03/2016 15:00:00,2.01,47.14,157.0,287.67,30.5,26.02,47.34,39.08,,0.95,,163.83,-1,3.92,1.82,139.99,90.0,734.83,-0.03
06/03/2016 16:00:00,1.35,44.53,157.25,81.08,35.83,24.34,43.33,44.42,,0.97,,47.33,-1,2.68,1.58,130.28,85.33,734.83,-1
06/03/2016 17:00:00,1.31,81.2,136.92,22.92,52.69,22.95,84.20,50.92,,1.57,,47.33,5.77,8.69,1.99,67.59,72.0,735.0,-0.11
06/03/2016 18:00:00,1.05,86.48,121.75,5.0,70.06,21.32,86.57,55.83,,3.27,,66.17,9.52,6.99,3.96,37.6,126.17,734.83,0.03
06/03/2016 19:00:00,1.62,64.72,144.33,3.08,62.74,19.89,65.42,59.0,,4.24,,75.33,11.38,5.68,4.2,37.46,139.67,733.75,0.02
06/03/2016 20:00:00,0.78,72.92,136.08,3.17,54.75,18.43,82.17,58.58,,3.39,,65.67,9.25,12.59,3.78,21.8,101.5,733.92,0.1
06/03/2016 21:00:00,1.16,76.98,102.67,3.17,48.03,17.69,89.60,58.5,,4.05,,56.67,9.99,15.38,4.56,17.43,95.83,733.92,0.11
06/03/2016 22:00:00,0.7,80.27,134.0,3.0,43.99,16.9,100.67,61.58,0.7,3.48,,47.33,8.56,21.36,3.92,10.57,107.0,733.42,0.1
06/03/2016 23:00:00,0.62,77.76,152.42,3.0,49.93,16.27,100.13,63.08,1.39,3.15,,60.5,8.05,22.57,4.02,10.42,117.67,735.0,0.1
07/03/2016 00:00:00,0.73,74.34,142.33,3.0,55.89,15.6,95.52,66.5,1.35,3.45,,71.67,9.1,21.45,4.64,11.71,122.17,735.75,0.1
07/03/2016 01:00:00,0.9,62.68,122.42,3.0,58.13,15.41,63.29,67.83,1.27,2.42,,89.0,7.43,5.43,4.58,16.77,125.5,736.0,-0.1
07/03/2016 02:00:00,0.59,48.83,149.67,3.0,56.43,15.02,48.09,68.83,1.17,1.42,,78.83,6.07,3.33,3.61,17.63,107.5,736.42,-0.1
07/03/2016 03:00:00,0.82,57.23,159.33,3.25,58.24,14.95,67.97,68.5,1.23,1.26,,52.5,5.81,12.45,3.2,6.17,81.83,736.67,-0.1
07/03/2016 04:00:00,0.38,56.89,189.42,3.25,59.53,14.25,85.81,71.33,1.3,1.47,,52.5,6.47,25.73,3.89,7.46,96.33,737.0,-0.13
07/03/2016 05:00:00,0.3,47.68,276.83,3.25,60.98,13.47,98.38,76.0,1.52,1.94,,64.33,8.21,40.92,4.17,9.08,122.17,737.17,-0.3
07/03/2016 06:00:00,0.3,50.12,257.25,7.25,61.72,13.32,184.97,78.67,1.47,3.15,,62.83,11.06,102.75,4.92,7.9,123.17,737.0,-0.23
07/03/2016 07:00:00,0.78,73.31,294.0,48.33,62.74,14.46,295.88,75.75,1.93,5.29,,73.83,14.32,168.84,6.42,8.72,155.67,737.5,-0.38
07/03/2016 08:00:00,1.68,91.24,278.25,164.17,67.28,17.88,213.03,64.08,1.67,5.81,,87.83,16.58,96.46,6.41,10.38,193.5,737.25,-0.19
07/03/2016 09:00:00,1.75,97.84,241.92,304.0,60.05,20.43,139.15,55.5,1.59,4.42,,119.83,14.48,38.07,7.11,34.57,258.67,736.58,-0.15
07/03/2016 10:00:00,1.68,68.36,213.83,369.08,38.17,23.53,75.46,47.42,1.48,2.83,,152.5,10.34,10.68,6.22,68.51,492.0,735.08,-0.19
07/03/2016 11:00:00,1.8,56.92,205.0,386.58,36.09,26.48,59.35,42.58,1.34,2.01,,115.67,7.76,6.33,4.12,142.52,586.0,735.0,-0.19
07/03/2016 12:00:00,1.81,44.91,155.58,365.58,34.07,27.81,43.92,39.83,1.17,1.78,,90.83,7.79,2.87,3.44,189.93,492.83,735.08,-0.2
07/03/2016 13:00:00,1.85,44.51,151.83,365.5,37.27,27.68,42.17,39.75,1.11,1.67,,78.33,11.76,1.83,3.46,226.4,177.0,735.0,-1.03
07/03/2016 14:00:00,2.13,36.9,139.67,349.75,43.27,28.01,35.05,39.17,1.16,1.3,13.9,91.67,10.65,1.6,3.64,228.48,171.67,735.08,-1.84
07/03/2016 15:00:00,2.04,47.95,130.92,250.42,43.73,26.97,45.20,41.08,1.18,1.17,22.52,75.17,8.92,1.83,3.54,200.38,143.33,734.67,-0.95
07/03/2016 16:00:00,2.29,72.2,114.58,112.42,46.0,25.02,69.68,46.33,1.12,1.74,37.58,74.83,12.06,3.92,2.66,119.69,154.58,734.33,0.3
07/03/2016 17:00:00,1.53,89.02,114.0,52.25,56.22,23.83,86.24,49.42,1.28,3.13,28.92,62.17,15.31,5.05,2.82,85.43,333.83,734.0,0.68
07/03/2016 18:00:00,1.23,78.77,160.92,5.67,66.02,22.07,73.54,55.75,1.38,3.96,-1,65.17,19.04,2.46,3.97,81.02,154.33,733.83,0.67
07/03/2016 19:00:00,1.02,91.53,196.17,3.17,62.27,21.02,85.79,60.42,1.57,4.86,9.65,77.33,19.44,3.12,4.45,42.42,162.0,733.17,0.26
07/03/2016 20:00:00,1.05,75.13,198.92,3.08,62.11,20.42,70.13,62.42,1.57,5.42,78.79,87.5,18.68,2.32,6.1,39.32,169.0,733.0,0.29
07/03/2016 21:00:00,1.15,67.22,202.83,3.08,56.27,19.77,62.31,63.0,1.43,4.52,354.5,101.83,16.51,1.77,5.68,39.03,172.5,733.0,0.2
07/03/2016 22:00:00,0.95,70.51,151.58,3.08,66.02,19.5,67.48,61.92,1.78,4.17,75.32,100.83,14.63,3.43,5.15,31.94,155.0,732.92,0.45
07/03/2016 23:00:00,1.63,61.98,210.5,3.08,59.06,19.23,58.32,60.33,1.36,3.81,29.15,173.33,12.96,2.26,6.34,34.24,228.83,733.5,0.1
08/03/2016 00:00:00,1.09,46.63,210.58,3.17,52.73,18.42,43.11,62.17,1.12,1.97,143.91,158.0,8.37,1.16,4.92,54.53,212.17,733.0,0.4
08/03/2016 01:00:00,0.78,37.56,186.33,3.0,54.23,17.31,34.46,66.25,1.0,1.25,129.23,118.17,5.99,-1,5.22,55.18,153.33,733.25,0.02
08/03/2016 02:00:00,0.78,40.7,208.42,3.25,51.97,16.52,37.54,68.67,0.98,1.08,122.22,91.67,5.92,-1,4.87,49.52,126.0,733.25,-0.45
08/03/2016 03:00:00,0.57,41.43,256.92,3.08,54.07,15.77,38.38,71.42,1.0,0.91,-1,81.67,5.89,1.1,4.91,42.48,107.83,733.0,-1.59
08/03/2016 04:00:00,0.67,43.43,274.17,3.25,59.67,15.35,40.07,72.58,1.06,0.71,20.57,91.33,5.83,1.01,4.61,40.63,120.67,734.58,-1.94
08/03/2016 05:00:00,0.3,62.25,290.33,3.58,64.76,14.72,62.23,74.58,1.28,1.34,7.2,100.83,6.69,4.96,5.08,13.01,141.33,735.75,-2.75
08/03/2016 06:00:00,0.86,72.37,258.92,7.58,71.55,14.57,83.67,74.75,1.57,1.95,80.69,120.83,8.07,14.08,6.53,11.43,165.17,736.83,-2.34
08/03/2016 07:00:00,1.56,81.43,291.42,61.17,72.38,15.52,158.41,71.67,1.86,2.06,78.5,149.67,7.62,62.85,7.45,9.28,227.33,737.58,-0.68
08/03/2016 08:00:00,1.65,88.33,179.33,166.25,71.39,18.02,146.60,64.17,1.77,3.71,61.71,146.33,11.4,49.72,6.9,14.9,239.67,738.5,-0.14
08/03/2016 09:00:00,2.02,53.85,157.5,332.75,38.5,21.66,56.70,51.17,1.01,3.13,67.6,126.67,10.78,6.38,4.95,101.97,275.33,738.08,-0.24
08/03/2016 10:00:00,2.56,31.38,161.5,376.33,24.36,23.5,32.22,47.17,1.04,2.01,80.23,66.5,8.48,3.12,3.61,124.66,292.5,735.25,-0.21
08/03/2016 11:00:00,2.61,37.48,195.0,394.0,36.17,24.95,38.30,43.42,1.0,1.58,62.3,47.73,8.67,3.61,3.33,140.18,181.55,734.5,-0.34
08/03/2016 12:00:00,2.52,30.23,181.42,402.0,38.76,26.19,29.75,38.67,1.52,1.1,96.62,38.0,7.06,2.08,2.53,175.26,111.83,733.75,-0.4
08/03/2016 13:00:00,2.62,27.1,197.42,394.25,29.83,26.71,26.79,36.42,0.76,0.84,76.78,17.5,7.1,1.93,1.86,190.16,70.67,733.0,-0.27
08/03/2016 14:00:00,2.27,22.75,179.67,356.25,25.99,26.85,22.44,35.17,0.62,0.52,77.91,19.83,5.32,1.57,1.48,209.2,90.67,733.5,-0.26
08/03/2016 15:00:00,2.52,23.18,171.83,345.25,24.09,26.61,22.68,32.5,0.48,0.54,175.74,39.17,-1,1.5,1.34,189.9,76.0,733.75,-0.41
08/03/2016 16:00:00,2.39,28.23,232.33,110.25,28.73,25.75,27.46,33.75,0.48,0.54,106.99,34.67,-1,1.68,1.25,178.38,99.5,733.83,-0.18
08/03/2016 17:00:00,2.11,41.22,254.5,38.08,32.39,24.14,38.68,35.58,0.53,0.72,88.64,117.83,-1,1.43,1.24,141.93,154.17,734.0,-0.16
08/03/2016 18:00:00,0.99,82.38,189.25,5.25,31.03,21.79,76.42,42.67,1.16,1.96,,51.67,5.65,2.22,2.18,62.47,103.17,734.0,0.01
08/03/2016 19:00:00,0.62,112.32,219.58,3.08,31.89,20.3,134.80,50.5,1.75,4.51,,92.17,12.46,25.44,3.58,21.49,165.0,734.0,-0.1
08/03/2016 20:00:00,0.63,122.78,218.5,3.33,39.23,19.55,169.43,54.92,2.21,9.29,53.8,57.33,23.21,43.98,6.04,11.08,147.83,733.42,-0.1
08/03/2016 21:00:00,0.34,119.8,282.0,3.17,37.66,18.32,179.90,60.42,2.53,9.39,,82.83,29.77,53.59,7.02,10.9,174.17,732.83,-0.1
08/03/2016 22:00:00,0.31,106.28,287.0,3.5,36.48,16.87,227.51,67.33,2.91,11.78,92.1,102.67,29.67,97.24,7.4,11.17,238.5,732.0,-0.1
08/03/2016 23:00:00,0.3,97.66,260.58,3.25,38.15,16.05,315.52,71.58,3.09,12.46,73.65,110.0,28.56,167.32,7.35,12.33,261.83,731.92,-0.1
09/03/2016 00:00:00,0.3,97.32,309.92,3.25,43.07,15.27,247.93,73.92,2.68,11.73,104.83,138.67,27.31,118.08,7.48,11.73,287.17,733.83,-0.1
09/03/2016 01:00:00,0.3,79.94,289.33,3.33,46.82,14.58,214.17,77.17,2.21,10.87,75.38,176.67,25.68,104.67,7.47,12.22,261.67,734.0,-0.1
09/03/2016 02:00:00,0.3,73.77,278.67,3.0,49.2,14.18,191.37,78.75,1.94,9.83,111.02,149.83,23.97,92.0,8.17,12.33,230.67,734.0,-0.1
09/03/2016 03:00:00,0.3,77.41,284.5,3.17,56.02,14.21,165.22,78.58,1.59,7.5,74.55,152.67,20.43,70.47,9.19,8.68,238.67,734.0,-0.1
09/03/2016 04:00:00,0.34,83.36,287.42,3.33,60.88,14.09,217.13,78.0,1.82,5.33,119.06,173.67,17.34,104.6,9.03,11.27,264.5,732.83,-0.1
09/03/2016 05:00:00,0.45,81.65,284.5,3.5,56.15,13.95,230.85,78.0,1.95,4.75,154.4,187.0,17.2,115.75,7.7,10.8,277.0,732.0,-0.1
09/03/2016 10:00:00,2.53,35.32,240.67,393.0,37.17,24.62,34.48,43.0,0.94,1.6,62.62,128.33,-1,2.2,4.52,141.82,231.0,734.0,-0.27
09/03/2016 11:00:00,2.64,33.99,227.75,397.5,35.17,25.87,33.58,37.67,0.88,1.07,82.91,65.0,-1,2.41,2.94,162.58,129.0,733.58,-0.35
09/03/2016 12:00:00,2.67,31.86,228.5,398.17,33.48,27.14,31.28,33.42,0.88,0.84,83.89,53.5,-1,2.13,2.95,185.78,99.67,734.0,-0.36
09/03/2016 13:00:00,2.86,24.42,197.33,398.75,23.82,27.93,24.19,27.83,0.74,0.56,105.54,42.17,-1,1.78,2.11,178.47,100.5,734.0,-0.24
09/03/2016 14:00:00,2.5,20.94,203.0,386.0,21.77,28.08,20.91,26.75,0.71,0.68,119.14,22.33,-1,1.64,1.47,180.87,86.33,733.75,-0.29
09/03/2016 15:00:00,2.37,23.55,188.67,342.83,22.21,27.68,23.33,27.42,0.74,0.62,129.66,20.5,-1,1.73,1.28,181.93,81.67,733.5,-0.25
09/03/2016 16:00:00,2.71,27.16,236.58,95.0,22.52,26.45,26.47,27.33,0.72,0.7,114.9,30.0,-1,1.64,1.13,176.95,99.17,734.0,-0.29
09/03/2016 17:00:00,1.97,39.99,185.5,34.67,23.4,24.93,37.72,30.92,0.82,0.93,153.73,40.0,-1,1.54,1.06,154.04,101.5,734.0,-0.17
09/03/2016 18:00:00,1.25,110.5,120.83,6.33,24.71,22.49,117.63,40.0,1.25,2.63,106.22,41.83,11.35,14.05,3.49,38.72,138.5,734.0,-0.1
09/03/2016 19:00:00,0.41,125.98,237.83,3.17,26.17,20.63,214.63,47.5,2.02,6.32,97.67,50.33,19.5,74.97,8.59,10.76,162.67,734.0,-0.1
09/03/2016 20:00:00,0.3,135.88,285.5,3.17,36.46,19.07,342.77,56.58,4.36,13.15,110.56,64.0,27.89,162.32,13.03,17.14,195.0,733.58,-0.1
09/03/2016 21:00:00,0.3,126.0,295.83,3.25,31.3,18.01,465.67,62.33,4.46,18.27,145.0,148.5,34.24,258.78,13.22,13.68,321.67,732.5,-0.1
09/03/2016 22:00:00,0.3,114.08,291.25,3.25,29.73,16.84,555.43,68.58,4.67,18.56,130.12,144.33,34.98,332.29,10.42,13.56,357.5,732.0,-0.1
09/03/2016 23:00:00,0.3,111.75,304.75,3.17,30.97,16.38,598.17,71.17,4.41,22.13,128.4,136.83,36.42,365.11,10.14,11.78,370.0,731.58,-0.1
10/03/2016 00:00:00,0.3,109.47,285.08,3.25,35.84,15.89,493.00,72.58,3.92,20.22,36.4,146.67,33.77,289.57,9.49,10.15,360.5,733.83,-0.1
10/03/2016 01:00:00,0.3,98.58,259.67,3.33,49.42,15.42,344.83,73.58,3.04,17.19,98.96,171.33,30.7,188.22,9.14,14.51,307.33,734.0,-0.1
10/03/2016 02:00:00,0.3,98.55,298.08,3.08,60.62,15.17,270.17,74.0,2.57,12.53,375.52,158.67,26.07,133.56,10.03,13.18,289.83,734.0,-0.1
10/03/2016 03:00:00,0.3,93.43,228.5,3.25,56.55,14.67,303.07,74.42,2.41,9.73,374.87,190.0,23.71,160.94,9.33,8.97,345.83,734.0,-0.1
10/03/2016 04:00:00,0.3,86.67,292.58,3.17,59.27,14.43,240.75,75.58,2.58,7.93,198.15,202.5,22.36,119.76,8.31,9.82,344.0,733.0,-0.1
10/03/2016 05:00:00,0.38,84.35,293.33,3.0,79.58,14.17,224.30,75.92,2.98,5.78,417.8,203.17,17.64,109.23,8.79,9.26,312.33,733.33,-0.1
10/03/2016 06:00:00,0.43,92.3,280.42,9.08,96.39,13.98,286.03,75.58,3.0,5.1,434.15,293.0,14.19,149.22,12.28,8.13,462.83,734.25,-0.1
10/03/2016 07:00:00,1.42,98.16,301.75,53.58,90.73,15.35,219.30,71.92,2.8,5.27,194.65,405.0,12.57,96.56,12.69,11.63,624.83,735.08,-0.13
10/03/2016 08:00:00,1.7,98.39,267.92,179.58,65.08,19.32,137.58,59.08,2.2,4.82,63.2,356.33,11.48,36.56,10.99,22.38,585.67,734.83,-0.18
10/03/2016 09:00:00,1.83,87.29,236.0,333.58,47.19,23.28,95.96,47.75,1.49,3.05,393.77,284.83,8.13,13.34,7.41,81.8,516.83,734.0,-0.24
10/03/2016 10:00:00,2.38,45.96,241.58,380.0,28.76,25.77,45.00,39.58,1.18,2.48,435.63,133.17,6.82,2.96,4.14,152.91,240.17,733.83,-0.28
10/03/2016 11:00:00,2.21,40.28,196.58,393.17,30.62,28.21,39.44,32.08,1.1,1.97,453.0,77.83,7.08,2.59,3.16,208.05,159.33,733.92,-0.23
10/03/2016 12:00:00,2.29,33.85,189.25,393.58,31.66,29.67,32.97,29.5,1.03,1.28,90.5,68.83,5.67,2.06,2.86,207.06,144.67,734.0,-0.24
10/03/2016 13:00:00,2.78,28.92,208.83,390.92,26.42,29.89,28.28,29.0,1.22,0.93,317.17,50.17,5.28,1.84,2.58,211.58,112.83,734.0,-0.3
10/03/2016 14:00:00,2.45,26.77,181.08,366.75,24.12,29.89,25.97,28.58,1.03,0.83,454.21,48.83,5.31,1.57,2.02,193.18,112.17,733.92,-0.32
10/03/2016 15:00:00,2.5,23.21,178.58,326.58,22.02,29.18,22.75,29.17,0.93,0.87,-1,99.67,-1,1.53,1.49,181.67,108.0,734.0,-0.25
10/03/2016 16:00:00,2.06,33.39,170.67,118.17,25.08,28.42,32.39,30.58,0.89,0.98,,38.0,-1,1.95,1.43,172.73,84.83,734.0,-0.23
10/03/2016 17:00:00,1.72,62.55,124.75,49.42,28.46,26.96,59.18,34.0,1.14,1.73,,64.0,9.6,2.53,2.23,135.18,100.83,734.0,-0.13
10/03/2016 18:00:00,0.63,119.38,173.33,7.42,27.07,24.42,151.86,41.0,1.65,4.07,-1,67.33,15.2,33.31,5.42,51.66,143.17,734.08,-0.1
10/03/2016 19:00:00,0.59,133.11,129.67,3.33,29.81,22.93,213.84,46.67,2.27,8.43,-1,62.83,22.64,69.74,11.9,13.33,186.5,734.25,-0.1
10/03/2016 20:00:00,0.3,130.11,268.25,3.42,32.17,21.59,316.84,53.92,3.64,11.34,,85.17,27.09,147.12,7.98,11.92,206.33,733.5,-0.1
10/03/2016 21:00:00,0.33,131.62,178.75,3.17,31.02,21.07,330.37,57.25,3.45,16.38,,105.83,33.05,156.02,9.35,9.68,249.67,733.0,-0.1
