Time,R K Puram/Wind Speed (WS),R K Puram/Nitrogen Dioxide(NO2),R K Puram/Wind Direction(WD),R K Puram/Solar Radiation(SR),R K Puram/Ammonia(NH3),R K Puram/Temperature(AT),R K Puram/Oxides of Nitrogen(NOx),R K Puram/Relative Humidity(RH),R K Puram/Carbon Monoxide(CO),R K Puram/P Xylene(PXY),R K Puram/Sulfur Dioxide(SO2),R K Puram/PM2.5(PM2.5),R K Puram/Toluene(TOL),R K Puram/Nitric Oxide(NO),R K Puram/Benzene(BEN),R K Puram/Ozone(O3),R K Puram/PM10(PM10),R K Puram/Bar Pressure(BP),R K Puram/Vertical Wind Speed(VWS)
09/12/2012 03:00:00,0.37,91.67,124.92,,69.88,,442.07,77.67,,,96.53,,,253.6,,,,,
09/12/2012 04:00:00,0.37,79.72,171.5,,61.78,,423.73,78.08,,,9.42,,,248.41,,,,,
09/12/2012 05:00:00,0.43,80.85,215.0,,61.96,,454.61,78.0,0.95,,8.59,,,269.58,,,,,
09/12/2012 06:00:00,0.36,80.84,156.0,,66.63,,413.92,78.42,1.86,,15.03,,,240.72,,,,,
09/12/2012 07:00:00,0.32,91.53,192.25,,79.9,,408.07,75.83,2.54,,17.09,,,229.58,,,,,
09/12/2012 08:00:00,0.94,128.86,254.58,,85.24,,355.29,58.0,2.11,,33.76,,,167.84,,,,,
09/12/2012 09:00:00,1.51,141.8,255.58,,79.78,,211.08,40.0,1.3,,41.17,,,57.16,,,,,
09/12/2012 10:00:00,1.32,114.58,137.25,,69.38,,150.83,32.42,1.05,,29.75,,,32.19,,,,,
09/12/2012 11:00:00,1.64,62.89,100.25,,42.43,,80.77,27.92,1.07,,21.14,,,16.22,,,,,
09/12/2012 12:00:00,1.67,34.98,150.67,,29.31,,51.19,24.08,1.12,,20.14,,,13.47,,,,,
09/12/2012 13:00:00,1.7,33.68,161.75,,27.66,,47.81,23.92,1.1,,23.37,,,11.94,,,,,
09/12/2012 14:00:00,1.66,36.91,198.83,,30.77,,50.24,24.92,1.18,,29.14,,,11.54,,,,,
09/12/2012 15:00:00,1.44,38.02,149.33,,41.61,,51.79,27.08,1.06,,30.6,,,11.93,,,,,
09/12/2012 16:00:00,0.5,92.52,227.67,,66.0,,108.66,35.92,1.42,,28.38,,,16.69,,,,,
09/12/2012 17:00:00,0.33,173.25,274.0,,88.98,,304.62,57.83,3.68,,26.97,,,102.96,,,,,
09/12/2012 18:00:00,0.3,197.68,282.5,,111.79,,711.63,69.83,5.82,,21.66,,,375.57,,,,,
09/12/2012 19:00:00,0.34,196.57,255.92,,161.41,,"1,087.47",74.83,9.3,,24.98,,,642.79,,,,,
09/12/2012 20:00:00,0.3,170.09,245.33,,127.3,,"1,420.12",78.67,10.69,,27.37,,,-1,,,,,
09/12/2012 21:00:00,0.3,167.28,282.75,,100.53,,-1,81.17,12.16,,28.87,,,-1,,,,,
09/12/2012 22:00:00,0.3,140.63,284.17,,86.8,,"1,423.22",83.0,9.86,,27.43,,,-1,,,,,
09/12/2012 23:00:00,0.31,127.65,226.08,,84.75,,"1,286.77",84.0,8.43,,24.34,,,-1,,,,,
10/12/2012 00:00:00,0.3,109.94,190.67,,93.16,,"1,154.33",84.08,4.03,,19.51,,,-1,,,,,
10/12/2012 01:00:00,0.45,90.13,194.83,,94.53,,"1,084.59",85.17,3.36,,17.47,,,-1,,,,,
10/12/2012 02:00:00,0.55,113.66,179.5,,97.38,,894.82,83.42,2.05,,16.88,,,560.27,,,,,
10/12/2012 03:00:00,0.48,78.6,241.0,,113.72,,868.67,84.0,1.83,,106.57,,,564.63,,,,,
10/12/2012 04:00:00,0.43,74.52,210.17,,111.86,,829.75,85.33,1.63,,15.82,,,539.67,,,,,
10/12/2012 05:00:00,0.53,67.11,182.5,,84.26,,850.31,86.08,1.71,,15.2,,,559.08,,,,,
10/12/2012 06:00:00,0.32,70.13,141.5,,74.2,,870.48,86.0,3.9,,16.49,,,571.4,,,,,
10/12/2012 07:00:00,0.32,91.16,189.25,,82.2,,"1,053.19",86.25,5.44,,18.37,,,-1,,,,,
10/12/2012 08:00:00,0.41,193.26,220.92,,99.16,,"1,136.67",77.58,5.3,,22.57,,,-1,,,,,
10/12/2012 09:00:00,0.99,295.95,180.58,,110.36,,646.45,57.42,3.19,,39.84,,,265.27,,,,,
10/12/2012 10:00:00,1.62,178.53,216.33,,105.25,,207.88,43.83,0.73,,65.04,,,30.91,,,,,
10/12/2012 11:00:00,1.55,92.22,187.83,,76.33,,106.27,35.17,0.77,,65.96,,,15.17,,,,,
10/12/2012 12:00:00,1.66,60.06,204.0,,43.88,,72.05,31.17,1.22,,13.49,,,11.88,,,,,
10/12/2012 13:00:00,1.49,52.57,175.58,,39.62,,65.11,30.33,1.1,,10.39,,,11.86,,,,,
10/12/2012 14:00:00,1.4,52.76,235.08,,43.27,,65.95,29.42,1.02,,12.44,,,12.32,,,,,
10/12/2012 15:00:00,0.5,93.77,234.33,,50.66,,107.05,33.67,1.19,,3.27,,,14.72,,,,,
10/12/2012 16:00:00,0.33,181.76,193.42,,73.94,,214.77,42.42,1.88,,2.52,,,33.69,,,,,
10/12/2012 17:00:00,0.3,210.1,343.0,,79.2,,278.00,49.0,2.3,,2.6,,,60.0,,,,,
11/12/2012 10:00:00,1.16,154.96,145.78,,102.68,,496.58,76.33,3.83,,27.17,,,250.98,,,,,
11/12/2012 11:00:00,1.45,214.02,114.83,,107.16,,442.67,64.75,3.48,,33.33,,,174.23,,,,,
11/12/2012 12:00:00,1.92,181.77,139.08,,87.67,,251.08,62.75,2.06,,27.01,,,59.44,,,,,
11/12/2012 13:00:00,2.38,114.31,96.83,,84.13,,196.65,79.67,1.38,,5.36,,,64.86,,,,,
11/12/2012 14:00:00,2.57,98.66,107.58,,80.04,,167.22,81.0,1.06,,,,,54.2,,,,,
11/12/2012 15:00:00,2.0,99.6,112.25,,71.02,,144.95,72.17,0.34,,2.49,,,37.81,,,,,
11/12/2012 16:00:00,2.23,108.44,114.25,,82.41,,158.69,69.92,0.23,,2.6,,,41.76,,,,,
11/12/2012 17:00:00,2.13,103.93,129.5,,80.58,,149.39,72.92,0.42,,0.77,,,38.13,,,,,
11/12/2012 18:00:00,0.96,116.52,171.92,,73.23,,234.90,71.83,1.87,,16.73,,,90.5,,,,,
11/12/2012 19:00:00,0.58,111.17,214.42,,70.33,,247.95,75.33,2.22,,18.97,,,103.26,,,,,
11/12/2012 20:00:00,0.63,93.38,169.92,,52.16,,331.72,77.92,2.99,,17.96,,,174.26,,,,,
11/12/2012 21:00:00,0.65,93.11,127.5,,52.28,,414.85,80.33,3.2,,18.24,,,233.38,,,,,
11/12/2012 22:00:00,0.51,65.9,172.0,,56.72,,336.78,83.67,3.16,,16.62,,,195.78,,,,,
11/12/2012 23:00:00,0.5,52.24,144.17,,61.05,,401.08,87.17,3.22,,16.71,,,250.28,,,,,
12/12/2012 00:00:00,0.58,43.9,237.25,,69.91,,362.19,88.08,1.93,,19.38,,,228.14,,,,,
12/12/2012 01:00:00,0.32,30.71,112.5,,68.34,,406.98,89.25,2.1,,20.72,,,268.53,,,,,
12/12/2012 02:00:00,0.32,21.72,146.0,,72.01,,427.24,89.67,1.84,,20.86,,,288.77,,,,,
12/12/2012 03:00:00,0.51,21.88,164.33,,60.18,,424.25,90.0,1.5,,107.02,,,286.5,,,,,
12/12/2012 04:00:00,0.32,14.76,143.33,,52.02,,436.43,90.0,1.44,,21.74,,,299.82,,,,,
12/12/2012 05:00:00,0.34,12.91,157.83,,49.06,,489.82,90.33,1.74,,21.77,,,338.85,,,,,
12/12/2012 06:00:00,0.34,13.79,208.67,,50.04,,613.33,91.0,2.36,,21.62,,,425.87,,,,,
12/12/2012 07:00:00,0.39,33.26,233.42,,61.46,,689.13,91.0,3.63,,22.28,,,466.91,,,,,
12/12/2012 08:00:00,0.3,82.99,245.91,,72.76,,629.45,90.82,3.05,,20.86,,,392.13,,,,,
12/12/2012 10:00:00,0.92,157.65,162.73,,81.77,,274.94,52.18,0.96,,45.63,,,92.09,,,,,
12/12/2012 11:00:00,1.11,107.38,174.25,,55.62,,152.80,38.83,0.42,,54.47,,,38.31,,,,,
12/12/2012 12:00:00,1.49,71.51,210.33,,32.27,,95.22,37.33,1.03,,22.45,,,20.88,,,,,
12/12/2012 13:00:00,1.54,99.54,152.92,,33.81,,116.84,37.75,1.46,,20.76,,,17.9,,,,,
12/12/2012 14:00:00,1.27,155.82,110.92,,44.39,,175.15,42.08,1.92,,31.18,,,22.55,,,,,
12/12/2012 15:00:00,1.48,138.67,99.5,,53.97,,157.73,42.92,1.53,,25.21,,,21.37,,,,,
12/12/2012 16:00:00,0.81,159.24,125.08,,59.73,,208.33,48.0,1.55,,14.06,,,43.83,,,,,
12/12/2012 17:00:00,0.3,143.91,287.33,,72.77,,261.79,62.42,2.63,,7.67,,,91.73,,,,,
12/12/2012 18:00:00,0.32,128.83,235.67,,88.69,,422.67,71.08,4.27,,18.17,,,215.63,,,,,
12/12/2012 19:00:00,0.3,122.89,255.42,,99.17,,686.51,75.25,7.06,,23.98,,,406.56,,,,,
12/12/2012 20:00:00,0.3,108.83,275.25,,77.33,,884.03,81.08,9.09,,24.52,,,555.77,,,,,
12/12/2012 21:00:00,0.3,106.49,195.92,,68.68,,"1,076.47",83.0,9.4,,25.98,,,-1,,,,,
12/12/2012 22:00:00,0.48,116.67,189.58,,74.94,,983.35,80.75,8.13,,26.0,,,621.13,,,,,
12/12/2012 23:00:00,0.42,94.81,225.0,,81.67,,937.74,83.08,7.14,,24.82,,,603.0,,,,,
13/12/2012 00:00:00,0.56,92.15,181.5,,102.81,,966.91,85.67,4.26,,20.83,,,625.42,,,,,
13/12/2012 01:00:00,0.42,89.72,182.92,,103.99,,795.63,83.75,2.86,,17.98,,,505.56,,,,,
13/12/2012 02:00:00,0.32,69.23,279.0,,102.92,,677.35,83.25,2.05,,16.3,,,435.09,,,,,
13/12/2012 03:00:00,0.36,51.55,201.58,,93.26,,569.02,85.33,1.32,,100.15,,,369.8,,,,,
13/12/2012 04:00:00,0.42,50.13,243.67,,74.87,,406.66,84.42,0.8,,12.16,,,255.59,,,,,
13/12/2012 05:00:00,0.41,50.89,169.0,,72.61,,318.44,81.92,2.0,,9.52,,,192.58,,,,,
13/12/2012 06:00:00,0.49,48.97,228.17,,80.06,,342.26,84.33,2.43,,14.63,,,210.71,,,,,
13/12/2012 07:00:00,0.58,53.08,267.92,,84.16,,563.63,84.33,3.19,,17.78,,,364.97,,,,,
13/12/2012 08:00:00,0.52,110.8,230.33,,97.58,,528.81,71.33,2.69,,24.18,,,302.63,,,,,
13/12/2012 09:00:00,1.29,134.99,242.25,,94.51,,241.75,54.25,1.36,,43.79,,,83.35,,,,,
13/12/2012 10:00:00,1.77,98.88,176.42,,81.72,,133.49,44.42,0.51,,60.31,,,30.14,,,,,
13/12/2012 11:00:00,1.95,64.58,176.25,,65.59,,84.58,39.92,0.37,,56.44,,,17.86,,,,,
13/12/2012 12:00:00,2.11,47.57,183.67,,35.45,,64.34,34.58,1.01,,22.7,,,14.6,,,,,
13/12/2012 13:00:00,2.13,31.04,205.0,,32.35,,47.33,33.33,0.98,,,,,13.32,,,,,
13/12/2012 14:00:00,2.13,27.83,214.25,,36.37,,42.34,33.92,0.88,,,,,11.86,,,,,
13/12/2012 15:00:00,1.74,39.75,212.0,,46.74,,55.52,36.67,1.07,,12.49,,,13.42,,,,,
13/12/2012 16:00:00,1.0,84.34,166.08,,61.91,,99.28,42.5,1.31,,10.95,,,15.37,,,,,
13/12/2012 17:00:00,1.03,128.67,222.25,,70.44,,151.56,49.33,1.56,,17.64,,,23.53,,,,,
13/12/2012 18:00:00,0.76,131.07,181.08,,72.35,,153.61,54.08,1.67,,16.63,,,23.42,,,,,
13/12/2012 19:00:00,1.03,110.01,232.33,,69.32,,127.63,54.92,1.68,,7.84,,,18.71,,,,,
13/12/2012 20:00:00,0.76,99.73,218.33,,49.56,,118.88,58.0,1.82,,5.39,,,19.22,,,,,
13/12/2012 21:00:00,0.92,88.94,192.83,,45.82,,105.19,60.42,1.63,,3.22,,,16.55,,,,,
13/12/2012 22:00:00,1.38,66.42,214.08,,47.7,,79.25,60.0,1.23,,2.05,,,12.87,,,,,
13/12/2012 23:00:00,1.42,46.36,188.0,,52.99,,59.26,60.17,0.96,,2.1,,,11.78,,,,,
14/12/2012 00:00:00,1.18,63.85,132.5,,73.04,,78.20,65.58,1.22,,16.05,,,13.77,,,,,
14/12/2012 01:00:00,1.44,66.07,128.58,,78.77,,81.53,65.58,1.22,,18.53,,,14.7,,,,,
14/12/2012 02:00:00,0.85,77.71,82.67,,81.05,,100.89,65.08,1.06,,18.56,,,20.85,,,,,
14/12/2012 03:00:00,2.25,45.75,89.33,,67.98,,60.30,67.92,1.1,,103.02,,,12.95,,,,,
14/12/2012 04:00:00,2.14,27.96,108.33,,53.64,,41.41,74.08,1.08,,17.3,,,11.11,,,,,
14/12/2012 05:00:00,2.3,26.14,111.83,,49.84,,40.80,76.33,1.0,,15.11,,,11.87,,,,,
14/12/2012 06:00:00,2.41,44.98,117.17,,48.79,,63.74,76.25,1.0,,19.55,,,15.85,,,,,
14/12/2012 07:00:00,3.3,48.02,131.75,,46.98,,77.69,77.0,1.06,,21.47,,,23.75,,,,,
14/12/2012 08:00:00,3.45,58.14,131.08,,55.27,,92.98,75.08,1.03,,21.65,,,27.98,,,,,
14/12/2012 09:00:00,3.75,55.88,132.83,,55.15,,95.38,66.83,1.1,,22.3,,,31.17,,,,,
14/12/2012 10:00:00,3.4,38.0,177.0,,49.6,,74.60,55.0,1.0,,14.6,,,28.1,,,,,
14/12/2012 11:00:00,3.73,41.03,142.42,,52.97,,70.68,52.33,1.01,,16.12,,,23.35,,,,,
14/12/2012 12:00:00,3.45,45.42,139.0,,34.49,,82.38,49.0,1.0,,42.93,,,28.78,,,,,
14/12/2012 13:00:00,3.13,30.88,139.5,,28.27,,55.83,44.75,1.05,,5.54,,,19.43,,,,,
14/12/2012 14:00:00,2.77,46.82,140.33,,34.03,,76.63,44.17,1.27,,1.7,,,23.8,,,,,
14/12/2012 15:00:00,2.22,54.83,139.25,,37.88,,75.61,46.5,1.11,,1.83,,,17.81,,,,,
14/12/2012 16:00:00,1.69,82.46,139.58,,49.92,,105.08,50.25,1.25,,3.04,,,20.71,,,,,
14/12/2012 17:00:00,1.26,116.08,145.8,,55.76,,160.01,53.0,1.67,,3.74,,,37.72,,,,,
16/12/2012 12:00:00,1.09,103.96,242.43,,48.91,,118.01,51.29,1.53,,21.09,,,15.86,,,,,
16/12/2012 13:00:00,1.18,106.27,185.75,,44.98,,121.36,52.92,1.5,,30.32,,,16.7,,,,,
16/12/2012 14:00:00,1.93,73.44,128.08,,43.68,,87.48,55.75,1.51,,,,,14.12,,,,,
16/12/2012 15:00:00,2.35,47.5,108.5,,41.86,,64.50,59.42,0.92,,,,,14.75,,,,,
16/12/2012 16:00:00,1.94,55.77,131.5,,56.36,,74.06,63.25,0.74,,,,,16.11,,,,,
16/12/2012 17:00:00,0.96,63.53,183.75,,58.4,,81.23,67.5,0.96,,,,,16.15,,,,,
16/12/2012 18:00:00,0.5,76.84,223.25,,58.39,,130.80,72.67,2.41,,20.2,,,42.63,,,,,
16/12/2012 19:00:00,0.68,75.5,222.08,,58.77,,133.84,75.5,2.41,,20.85,,,45.65,,,,,
16/12/2012 20:00:00,1.11,65.77,272.17,,41.32,,153.56,77.0,2.61,,19.69,,,65.96,,,,,
16/12/2012 21:00:00,0.7,60.53,209.42,,40.33,,114.47,76.92,2.1,,16.99,,,41.66,,,,,
16/12/2012 22:00:00,0.93,49.83,218.08,,39.91,,79.03,76.83,1.39,,14.93,,,23.54,,,,,
16/12/2012 23:00:00,0.91,33.18,234.0,,39.89,,48.42,76.0,0.85,,13.63,,,12.72,,,,,
17/12/2012 00:00:00,1.02,31.77,162.42,,52.32,,48.21,77.67,0.98,,18.68,,,13.44,,,,,
17/12/2012 01:00:00,1.37,25.47,121.83,,54.43,,40.48,78.0,0.83,,19.93,,,12.08,,,,,
17/12/2012 02:00:00,1.27,28.31,121.08,,55.75,,44.25,79.0,0.83,,20.65,,,12.93,,,,,
17/12/2012 03:00:00,1.16,26.58,204.83,,49.84,,41.05,80.83,0.8,,106.55,,,11.78,,,,,
17/12/2012 04:00:00,1.07,12.27,192.42,,41.49,,26.01,83.0,0.73,,19.17,,,10.43,,,,,
17/12/2012 05:00:00,1.33,16.22,242.17,,39.13,,30.01,84.0,0.76,,17.67,,,10.71,,,,,
17/12/2012 06:00:00,1.61,27.87,274.92,,40.01,,51.48,83.25,1.07,,18.88,,,18.3,,,,,
17/12/2012 07:00:00,1.29,31.47,273.33,,42.15,,108.27,84.58,1.51,,20.37,,,56.25,,,,,
17/12/2012 08:00:00,1.53,46.48,197.75,,51.68,,122.69,76.17,1.65,,21.66,,,56.65,,,,,
17/12/2012 09:00:00,2.94,43.84,261.42,,54.1,,84.06,65.25,1.45,,25.24,,,30.99,,,,,
17/12/2012 10:00:00,2.86,28.13,249.5,,54.24,,51.86,58.33,1.17,,26.04,,,18.43,,,,,
17/12/2012 11:00:00,3.14,24.04,242.58,,51.27,,43.35,48.75,1.1,,25.71,,,15.07,,,,,
17/12/2012 12:00:00,2.87,8.84,181.08,,23.74,,24.99,39.0,0.98,,16.3,,,11.96,,,,,
17/12/2012 13:00:00,3.48,6.59,131.17,,16.22,,24.37,32.83,0.94,,13.96,,,12.98,,,,,
17/12/2012 14:00:00,3.52,15.46,126.83,,18.09,,34.67,32.67,0.97,,14.67,,,14.52,,,,,
17/12/2012 15:00:00,3.24,16.15,102.67,,27.82,,35.99,35.5,1.03,,14.99,,,14.99,,,,,
17/12/2012 16:00:00,2.26,21.08,155.67,,38.08,,36.84,37.92,0.88,,16.18,,,12.37,,,,,
17/12/2012 17:00:00,1.1,61.18,207.5,,39.54,,74.48,45.67,1.38,,17.24,,,12.9,,,,,
17/12/2012 18:00:00,1.04,87.42,269.42,,39.82,,138.16,51.67,1.94,,18.32,,,40.92,,,,,
17/12/2012 19:00:00,1.53,74.58,254.42,,40.28,,113.67,54.25,1.72,,18.59,,,31.93,,,,,
17/12/2012 20:00:00,1.86,51.71,232.17,,28.38,,72.07,51.92,1.43,,17.49,,,17.37,,,,,
17/12/2012 21:00:00,2.24,32.44,231.83,,26.7,,47.07,50.58,1.0,,19.07,,,12.21,,,,,
17/12/2012 22:00:00,2.05,32.73,192.25,,26.38,,46.14,53.25,0.88,,17.03,,,11.37,,,,,
17/12/2012 23:00:00,1.99,19.26,158.67,,26.97,,34.20,53.58,0.75,,19.43,,,11.68,,,,,
18/12/2012 00:00:00,1.73,18.06,190.08,,33.49,,33.17,58.42,0.9,,19.88,,,11.74,,,,,
18/12/2012 01:00:00,1.86,13.45,177.58,,34.93,,28.60,61.58,0.9,,21.23,,,11.51,,,,,
18/12/2012 02:00:00,2.14,29.19,249.0,,34.92,,44.95,65.58,0.95,,22.15,,,12.83,,,,,
18/12/2012 03:00:00,1.32,25.1,251.5,,31.82,,40.00,69.5,1.0,,107.48,,,12.03,,,,,
18/12/2012 04:00:00,1.34,26.96,275.17,,25.66,,40.59,72.5,0.99,,20.73,,,11.19,,,,,
18/12/2012 05:00:00,1.96,31.51,270.92,,26.7,,54.98,73.75,1.02,,19.91,,,18.43,,,,,
18/12/2012 06:00:00,2.63,28.75,261.42,,26.53,,46.26,74.75,1.05,,19.56,,,14.03,,,,,
18/12/2012 07:00:00,2.65,33.73,268.0,,28.58,,70.43,75.5,1.22,,20.88,,,27.93,,,,,
18/12/2012 08:00:00,2.87,28.34,248.5,,36.13,,58.47,69.75,1.18,,23.45,,,22.98,,,,,
18/12/2012 09:00:00,2.49,28.57,251.0,,37.23,,56.59,58.83,1.28,,26.53,,,21.47,,,,,
18/12/2012 10:00:00,2.58,22.14,202.5,,32.79,,43.73,42.9,1.21,,23.62,,,16.56,,,,,
18/12/2012 11:00:00,3.16,11.7,201.75,,29.19,,31.22,34.25,0.97,,18.25,,,14.49,,,,,
18/12/2012 12:00:00,2.83,14.6,167.42,,17.55,,32.51,28.58,1.0,,20.93,,,13.53,,,,,
18/12/2012 13:00:00,3.5,9.2,152.0,,15.2,,28.20,27.0,1.0,,19.2,,,14.0,,,,,
18/12/2012 14:00:00,3.17,10.96,148.2,,18.04,,28.69,34.9,1.32,,21.74,,,13.2,,,,,
18/12/2012 15:00:00,3.08,12.79,122.92,,26.93,,29.55,38.25,1.17,,21.34,,,12.62,,,,,
18/12/2012 16:00:00,2.11,22.14,141.58,,34.97,,37.39,40.92,1.07,,20.43,,,12.07,,,,,
18/12/2012 17:00:00,1.17,51.92,198.25,,36.95,,66.33,43.5,1.37,,22.28,,,13.16,,,,,
18/12/2012 18:00:00,0.75,76.35,243.58,,37.63,,159.73,49.58,2.53,,22.23,,,63.44,,,,,
18/12/2012 19:00:00,0.58,76.05,254.0,,46.0,,233.29,58.17,3.32,,24.38,,,115.78,,,,,
18/12/2012 20:00:00,0.89,62.51,259.25,,32.82,,175.07,57.25,2.41,,24.35,,,83.33,,,,,
18/12/2012 21:00:00,1.07,59.78,266.25,,31.14,,163.78,56.67,2.28,,23.52,,,77.12,,,,,
18/12/2012 22:00:00,1.4,51.97,256.33,,29.87,,92.06,52.92,1.43,,20.78,,,31.37,,,,,
18/12/2012 23:00:00,1.52,38.98,228.92,,30.3,,54.70,51.5,0.96,,19.58,,,13.34,,,,,
19/12/2012 00:00:00,1.84,24.14,191.33,,37.04,,39.13,53.25,0.89,,17.65,,,12.0,,,,,
19/12/2012 01:00:00,2.19,16.42,173.25,,38.41,,30.90,54.42,0.8,,17.41,,,11.2,,,,,
19/12/2012 02:00:00,2.09,13.87,156.25,,38.85,,29.00,57.67,0.8,,17.36,,,11.5,,,,,
19/12/2012 03:00:00,2.33,10.1,168.17,,31.28,,24.72,59.75,0.8,,100.3,,,10.9,,,,,
19/12/2012 04:00:00,2.55,5.04,153.5,,25.87,,18.53,60.17,0.77,,15.61,,,9.82,,,,,
19/12/2012 05:00:00,2.23,7.69,186.67,,25.97,,22.28,62.83,0.8,,14.48,,,10.78,,,,,
19/12/2012 06:00:00,1.86,27.33,280.17,,27.75,,43.67,68.25,1.06,,15.5,,,13.13,,,,,
19/12/2012 07:00:00,2.34,35.0,281.5,,28.42,,90.04,72.58,1.38,,15.41,,,40.99,,,,,
19/12/2012 08:00:00,2.55,33.18,258.83,,35.41,,75.63,67.58,1.37,,16.73,,,31.97,,,,,
19/12/2012 09:00:00,2.98,26.99,194.08,,36.27,,51.21,54.92,1.3,,20.29,,,18.68,,,,,
19/12/2012 10:00:00,3.45,19.86,191.08,,33.82,,40.46,47.25,1.15,,21.03,,,15.72,,,,,
19/12/2012 11:00:00,3.44,13.48,211.5,,25.95,,31.37,41.08,1.04,,18.64,,,13.43,,,,,
19/12/2012 12:00:00,3.65,9.58,197.67,,19.2,,28.33,37.5,1.07,,18.07,,,13.85,,,,,
19/12/2012 13:00:00,3.83,6.87,145.25,,14.83,,24.28,36.67,1.2,,20.55,,,12.74,,,,,
19/12/2012 14:00:00,3.8,8.92,137.33,,15.33,,26.30,31.75,1.13,,18.26,,,12.82,,,,,
19/12/2012 15:00:00,3.66,7.71,149.17,,21.95,,26.05,31.08,1.12,,19.15,,,13.47,,,,,
19/12/2012 16:00:00,2.56,21.18,208.58,,28.08,,38.53,35.33,1.02,,22.1,,,13.52,,,,,
19/12/2012 17:00:00,1.76,44.39,213.0,,30.58,,60.17,41.42,1.24,,23.19,,,13.72,,,,,
19/12/2012 18:00:00,1.52,63.83,212.08,,34.09,,89.30,42.5,1.53,,25.22,,,21.67,,,,,
19/12/2012 19:00:00,1.83,63.23,208.67,,32.95,,91.43,43.33,1.66,,29.54,,,23.58,,,,,
19/12/2012 20:00:00,1.83,50.94,225.25,,24.88,,68.44,44.67,1.52,,25.31,,,15.29,,,,,
19/12/2012 21:00:00,2.38,40.86,172.75,,26.3,,56.20,45.33,1.32,,23.27,,,13.21,,,,,
19/12/2012 22:00:00,2.01,38.59,191.0,,27.29,,53.26,47.75,1.17,,23.39,,,12.58,,,,,
19/12/2012 23:00:00,2.19,34.58,258.17,,27.3,,47.68,52.83,1.01,,21.35,,,11.26,,,,,
20/12/2012 00:00:00,1.99,31.14,255.08,,32.64,,46.33,56.67,0.95,,20.35,,,12.55,,,,,
20/12/2012 01:00:00,2.1,27.08,255.83,,31.13,,42.02,57.67,0.9,,19.72,,,12.13,,,,,
20/12/2012 02:00:00,2.36,15.87,255.42,,30.79,,31.27,59.67,0.88,,19.24,,,11.83,,,,,
20/12/2012 03:00:00,2.57,18.98,265.75,,26.22,,35.40,58.42,0.8,,107.52,,,12.72,,,,,
20/12/2012 04:00:00,2.45,16.18,261.75,,21.76,,29.29,59.17,0.8,,20.3,,,10.22,,,,,
20/12/2012 05:00:00,2.46,15.53,259.33,,21.54,,30.23,62.33,0.82,,19.74,,,11.3,,,,,
20/12/2012 06:00:00,2.08,22.95,249.42,,20.92,,39.73,62.33,1.06,,19.56,,,13.19,,,,,
20/12/2012 07:00:00,2.26,37.08,250.58,,22.03,,66.64,63.83,1.31,,19.48,,,23.05,,,,,
20/12/2012 08:00:00,2.72,32.17,221.75,,28.19,,65.69,60.17,1.41,,20.57,,,25.59,,,,,
20/12/2012 09:00:00,2.96,24.84,181.75,,30.37,,50.93,51.75,1.34,,24.24,,,19.9,,,,,
20/12/2012 10:00:00,3.25,20.05,164.64,,31.32,,42.40,45.27,1.28,,26.45,,,16.99,,,,,
20/12/2012 11:00:00,4.14,10.74,142.55,,22.98,,27.00,37.91,1.06,,26.03,,,12.15,,,,,
20/12/2012 12:00:00,3.97,11.69,110.17,,17.08,,29.90,35.25,1.09,,21.39,,,13.59,,,,,
20/12/2012 13:00:00,3.64,7.18,149.17,,14.63,,24.53,32.83,1.01,,16.02,,,12.7,,,,,
20/12/2012 14:00:00,3.68,8.73,123.75,,16.62,,27.23,33.17,1.02,,16.18,,,13.6,,,,,
20/12/2012 15:00:00,2.78,14.58,159.25,,25.41,,31.32,35.25,1.09,,18.98,,,12.71,,,,,
20/12/2012 16:00:00,1.95,30.02,225.25,,34.52,,46.37,39.25,1.18,,21.32,,,13.31,,,,,
20/12/2012 17:00:00,0.74,73.28,251.42,,36.12,,94.48,49.25,1.68,,25.04,,,19.17,,,,,
20/12/2012 18:00:00,0.57,95.13,248.08,,41.63,,226.77,59.75,3.13,,22.38,,,98.73,,,,,
20/12/2012 19:00:00,0.54,90.42,256.17,,37.44,,270.17,62.08,3.57,,21.16,,,132.58,,,,,
20/12/2012 20:00:00,0.32,77.45,250.92,,32.12,,313.39,69.5,5.25,,17.69,,,171.67,,,,,
20/12/2012 21:00:00,0.46,73.84,263.67,,42.81,,440.93,75.0,7.79,,17.72,,,264.45,,,,,
20/12/2012 22:00:00,0.4,67.12,251.0,,33.73,,386.76,75.75,5.73,,17.18,,,230.42,,,,,
20/12/2012 23:00:00,0.3,48.85,123.92,,34.49,,345.28,79.67,4.47,,15.24,,,212.91,,,,,
21/12/2012 00:00:00,0.37,39.38,141.33,,36.99,,301.72,82.0,1.97,,17.88,,,188.22,,,,,
21/12/2012 01:00:00,0.42,33.87,182.5,,35.39,,213.47,81.58,0.78,,16.67,,,129.25,,,,,
21/12/2012 02:00:00,0.42,34.43,152.42,,35.95,,160.94,81.42,0.22,,15.55,,,91.65,,,,,
21/12/2012 03:00:00,0.91,57.35,248.17,,39.72,,141.93,75.83,,,108.67,,,63.23,,,,,
21/12/2012 04:00:00,0.84,44.61,265.58,,31.24,,85.53,74.5,,,15.16,,,31.53,,,,,
