Time,Mandir Marg/Wind Speed (WS),Mandir Marg/Nitrogen Dioxide(NO2),Mandir Marg/Ambient Temperature(AT),Mandir Marg/Wind Direction(WD),Mandir Marg/Solar Radiation(SR),Mandir Marg/Ammonia(NH3),Mandir Marg/M & P Xylene(M_P_Xylene),Mandir Marg/Oxides of Nitrogen(NOx),Mandir Marg/Relative Humidity(RH),Mandir Marg/Carbon Monoxide(CO),Mandir Marg/Sulfur Dioxide(SO2),Mandir Marg/Temperature(Temp),Mandir Marg/PM2.5(PM2.5),Mandir Marg/Toluene(TOL),Mandir Marg/Ozone(Ozone),Mandir Marg/Vertical Wind Speed(Wind Speed V),Mandir Marg/Nitric Oxide(NO),Mandir Marg/Benzene(BEN),Mandir Marg/PM10(PM10),Mandir Marg/Bar Pressure(BP)
20/09/2015 12:00:00,2.38,13.89,35.17,138.25,385.0,26.63,,16.37,46.75,-1,9.16,,61.55,-1,,,2.91,-1,99.0,736.0
20/09/2015 13:00:00,2.36,7.51,35.44,173.5,372.33,34.17,,10.15,43.83,-1,8.75,,52.17,-1,,,2.52,-1,105.27,736.0
20/09/2015 14:00:00,2.61,4.04,34.96,184.83,351.75,46.52,,7.08,43.67,-1,8.72,,40.83,-1,,,2.5,-1,64.67,736.0
20/09/2015 15:00:00,2.34,2.98,33.99,199.92,135.42,37.13,,5.96,44.83,-1,8.22,,49.33,-1,,,2.41,-1,55.17,736.0
20/09/2015 16:00:00,2.86,12.22,28.92,242.17,81.83,31.71,,14.80,56.67,-1,8.12,,21.45,-1,,,2.85,-1,65.5,736.0
20/09/2015 17:00:00,1.99,17.97,26.45,238.0,37.5,29.6,,19.87,65.25,-1,7.56,,24.36,5.36,,,2.83,-1,164.5,736.25
20/09/2015 18:00:00,1.71,12.65,24.04,190.0,7.25,23.49,,14.03,73.67,-1,6.47,,16.09,-1,,,2.01,-1,45.36,737.0
20/09/2015 19:00:00,1.12,18.69,23.91,209.67,5.0,23.14,,19.29,72.67,-1,6.78,,-1,-1,,,1.92,-1,26.55,737.0
20/09/2015 20:00:00,1.22,25.5,24.05,188.5,5.0,22.79,,26.00,71.33,-1,6.6,,-1,-1,,,2.37,-1,-1,737.0
20/09/2015 21:00:00,1.58,33.63,23.95,141.42,5.0,22.46,,34.29,72.75,-1,6.83,,25.83,-1,,,3.16,-1,49.27,737.0
20/09/2015 22:00:00,2.78,37.12,24.3,122.17,5.0,26.64,,40.62,71.58,-1,6.48,,37.0,-1,,,5.56,-1,62.09,737.0
20/09/2015 23:00:00,1.89,33.97,24.5,117.58,5.17,24.97,,35.82,72.75,-1,6.5,,44.83,-1,,,4.08,-1,63.09,737.0
21/09/2015 00:00:00,1.37,32.96,24.84,138.5,5.0,23.12,,33.96,71.0,-1,8.18,,30.0,-1,,,3.35,-1,61.73,736.75
21/09/2015 01:00:00,1.48,21.89,24.64,127.08,5.0,19.63,,22.46,67.67,-1,8.08,,11.33,-1,,,2.18,-1,38.09,736.0
21/09/2015 02:00:00,0.65,31.77,23.61,188.83,5.0,17.54,,32.68,71.67,-1,8.18,,-1,-1,,,3.2,-1,29.45,736.92
21/09/2015 03:00:00,0.46,14.13,22.32,266.25,5.0,17.44,,16.07,76.92,-1,8.38,,-1,-1,,,2.52,-1,34.0,737.0
21/09/2015 04:00:00,0.54,22.55,22.49,202.75,5.17,17.71,,24.85,79.67,-1,8.84,,-1,-1,,,3.5,-1,16.0,737.0
21/09/2015 05:00:00,0.41,19.72,21.79,296.0,5.17,18.73,,33.07,81.83,-1,7.93,,-1,-1,,,11.36,-1,16.9,737.0
21/09/2015 06:00:00,0.35,34.57,22.18,287.17,26.25,24.78,,91.59,83.0,-1,8.6,,28.83,-1,,,44.52,-1,31.09,737.0
21/09/2015 07:00:00,1.14,50.16,24.87,140.67,155.83,26.83,,98.59,77.5,-1,8.4,,60.55,-1,,,39.5,-1,92.82,737.0
21/09/2015 08:00:00,1.91,50.75,27.72,118.42,309.17,24.67,,75.71,67.25,-1,8.3,,80.0,6.31,,,22.32,-1,101.82,736.25
21/09/2015 09:00:00,2.01,46.92,29.51,136.5,359.25,24.4,,61.55,61.08,-1,8.19,,52.0,-1,,,14.5,-1,108.27,736.0
21/09/2015 10:00:00,2.09,35.07,30.93,151.58,307.67,17.5,,38.60,57.75,-1,17.77,,43.67,-1,,,5.37,-1,91.09,736.0
21/09/2015 11:00:00,1.94,27.49,32.17,144.75,378.25,19.14,,30.98,54.17,-1,10.83,,31.33,-1,,,4.72,-1,91.36,736.0
21/09/2015 12:00:00,1.74,13.62,33.89,171.25,390.83,20.77,,15.81,48.25,-1,7.56,,52.36,-1,,,2.69,-1,85.45,736.0
21/09/2015 13:00:00,1.6,11.7,34.5,195.42,371.67,21.26,,13.31,45.08,-1,6.85,,46.17,-1,,,2.12,-1,90.55,736.0
21/09/2015 14:00:00,1.47,12.11,34.02,181.33,341.08,32.6,,14.01,45.25,-1,6.48,,52.67,-1,,,2.32,-1,95.91,736.0
21/09/2015 15:00:00,1.05,22.85,33.74,279.92,178.0,30.13,,23.57,45.75,-1,6.55,,76.33,-1,,,2.35,-1,96.0,736.0
21/09/2015 16:00:00,0.82,22.53,32.49,232.58,110.92,27.93,,23.00,49.17,-1,6.98,,53.33,-1,,,2.12,-1,104.0,736.0
21/09/2015 17:00:00,1.66,30.27,26.76,245.75,18.08,28.35,,29.63,66.67,-1,6.51,,56.0,6.25,,,1.92,-1,88.09,736.5
21/09/2015 18:00:00,1.42,38.46,22.15,193.17,5.67,20.17,,37.28,80.83,-1,9.04,,57.17,-1,,,2.21,-1,119.45,737.0
21/09/2015 19:00:00,0.8,66.6,23.0,189.67,4.92,18.32,,104.98,83.17,-1,10.43,,12.5,7.89,,,33.45,-1,23.82,737.0
21/09/2015 20:00:00,1.38,50.92,24.67,142.83,5.0,21.0,,62.62,80.67,-1,9.53,,15.0,6.77,,,12.65,-1,27.82,737.0
21/09/2015 21:00:00,0.71,48.77,24.59,123.5,5.08,21.38,,53.65,79.92,-1,9.07,,40.33,-1,,,7.49,-1,83.91,737.0
21/09/2015 22:00:00,1.18,42.81,24.29,111.5,5.0,30.68,,45.40,80.25,-1,8.78,,46.33,-1,,,5.32,-1,65.55,737.0
21/09/2015 23:00:00,1.08,46.8,24.32,118.58,5.17,26.63,,50.27,79.83,-1,9.15,,62.0,-1,,,6.29,-1,86.33,737.0
22/09/2015 00:00:00,1.63,38.9,24.2,109.5,5.0,24.71,,39.92,80.25,-1,9.13,,31.09,-1,,,3.85,-1,61.0,737.0
22/09/2015 01:00:00,1.28,29.59,24.09,121.58,5.0,22.59,,30.14,79.33,-1,8.72,,26.17,-1,,,2.74,-1,47.91,737.0
22/09/2015 02:00:00,1.47,26.43,23.92,118.33,5.0,19.34,,26.90,80.25,-1,8.25,,21.83,-1,,,2.41,-1,34.83,737.0
22/09/2015 03:00:00,2.56,19.52,23.74,117.5,5.0,19.42,,21.31,80.67,-1,8.67,,20.5,-1,,,2.86,-1,35.83,737.0
22/09/2015 04:00:00,2.02,11.9,23.53,108.17,5.0,21.13,,13.53,79.42,-1,8.65,,19.67,-1,,,2.16,-1,24.55,737.0
22/09/2015 05:00:00,1.72,22.37,23.32,107.33,5.08,22.21,,24.03,80.75,-1,8.24,,27.64,-1,,,3.0,-1,47.67,737.0
22/09/2015 06:00:00,2.22,28.71,23.53,111.25,24.5,29.74,,36.27,80.33,-1,9.4,,32.67,-1,,,7.85,-1,65.67,737.0
22/09/2015 07:00:00,2.88,27.54,24.72,125.92,120.42,27.48,,36.54,77.0,-1,9.64,,59.83,-1,,,8.76,-1,82.83,737.0
22/09/2015 08:00:00,3.1,27.04,26.37,119.67,309.08,27.98,,39.02,73.33,-1,9.04,,30.0,-1,,,10.98,-1,54.83,737.0
22/09/2015 09:00:00,2.78,32.0,28.56,126.67,371.0,29.94,,45.50,67.58,-1,9.21,,34.83,-1,,,12.45,-1,71.33,736.25
22/09/2015 10:00:00,2.65,32.93,30.69,126.25,294.33,18.49,,39.53,60.5,-1,18.07,,34.0,-1,,,7.47,-1,82.27,736.0
22/09/2015 11:00:00,2.67,24.12,31.41,147.5,327.75,19.24,,28.63,55.17,-1,11.73,,35.17,-1,,,5.23,-1,76.27,736.0
22/09/2015 12:00:00,2.96,23.26,31.81,137.92,360.92,23.38,,26.81,52.17,-1,10.6,,39.67,-1,,,4.43,-1,69.82,736.0
22/09/2015 13:00:00,3.54,12.21,33.19,146.67,369.0,22.85,,16.32,45.42,-1,9.9,,31.0,-1,,,4.03,-1,90.73,736.0
22/09/2015 14:00:00,2.95,14.01,32.68,143.58,297.92,28.99,,18.48,46.83,-1,9.27,,27.33,-1,,,4.39,-1,69.2,736.0
22/09/2015 15:00:00,2.72,21.45,31.94,134.0,157.92,26.99,,25.07,49.92,-1,8.8,,48.17,-1,,,4.4,-1,72.0,736.0
22/09/2015 16:00:00,2.66,23.43,31.28,132.08,75.25,24.55,,27.14,51.17,-1,9.15,,17.18,-1,,,4.61,-1,48.8,736.0
22/09/2015 17:00:00,2.4,43.02,30.31,133.33,22.67,22.08,,46.63,52.67,-1,9.19,,-1,-1,,,6.12,-1,50.4,736.0
22/09/2015 18:00:00,2.08,68.66,29.68,129.83,6.17,17.95,,86.59,54.58,-1,8.54,,-1,-1,,,18.64,-1,44.5,736.0
22/09/2015 19:00:00,2.38,54.73,29.02,147.67,5.0,18.13,,73.38,58.0,-1,7.78,,-1,5.26,,,18.02,-1,46.0,736.0
22/09/2015 20:00:00,1.07,17.9,24.58,240.92,5.08,18.38,,19.26,76.0,-1,6.94,,-1,-1,,,2.42,-1,42.17,737.0
22/09/2015 21:00:00,1.61,18.04,24.57,228.17,5.0,20.59,,18.68,76.58,-1,7.09,,17.5,-1,,,1.88,-1,44.67,737.0
22/09/2015 22:00:00,2.06,7.51,24.69,229.5,5.0,27.98,,9.53,74.75,-1,7.3,,14.5,-1,,,2.08,-1,29.0,737.0
22/09/2015 23:00:00,2.11,2.91,24.57,239.75,5.0,23.72,,5.15,70.92,-1,7.32,,33.5,-1,,,2.02,-1,32.83,737.0
23/09/2015 00:00:00,2.34,-1,24.08,245.08,5.0,20.03,,2.56,70.17,,9.02,,-1,-1,,,1.62,-1,25.33,737.0
23/09/2015 01:00:00,2.38,-1,23.28,257.67,5.0,18.69,,3.13,72.17,,9.78,,-1,-1,,,1.89,-1,17.33,737.0
23/09/2015 02:00:00,2.1,-1,22.65,272.83,5.08,15.78,,1.62,74.5,-1,9.9,,-1,-1,,,1.41,-1,19.0,737.0
23/09/2015 03:00:00,1.82,-1,22.55,264.33,5.0,15.42,,2.37,75.75,,9.56,,-1,-1,,,1.61,-1,,737.0
23/09/2015 04:00:00,2.07,1.22,22.37,258.08,5.0,16.3,,3.30,76.0,,9.51,,-1,-1,,,1.75,-1,22.0,737.0
23/09/2015 05:00:00,1.59,1.84,22.1,266.75,5.0,16.95,,4.07,76.67,-1,9.09,,-1,-1,,,1.74,-1,21.67,737.0
23/09/2015 06:00:00,1.64,3.68,22.07,263.92,24.67,20.82,,6.31,77.0,-1,7.63,,12.55,-1,,,2.22,-1,20.5,737.0
23/09/2015 07:00:00,1.68,8.82,23.35,249.17,164.5,19.86,,11.81,73.42,-1,7.64,,30.09,-1,,,2.87,-1,26.5,736.83
23/09/2015 08:00:00,2.36,8.96,24.39,242.33,241.75,18.41,,12.06,67.42,-1,7.9,,17.17,-1,,,3.02,-1,43.17,736.0
23/09/2015 09:00:00,2.33,7.98,25.03,243.75,270.0,18.3,,11.26,65.42,-1,7.55,,18.83,-1,,,3.01,-1,38.27,736.0
23/09/2015 10:00:00,2.62,2.75,27.39,239.58,308.83,11.63,,4.83,59.25,-1,16.63,,23.0,-1,,,1.7,-1,32.17,736.0
23/09/2015 11:00:00,2.49,4.12,29.38,244.33,401.0,14.19,,6.84,53.17,-1,10.52,,11.0,-1,,,2.3,-1,19.83,736.0
23/09/2015 12:00:00,2.86,8.25,29.64,239.17,363.75,14.72,,11.09,50.08,-1,8.82,,11.18,-1,,,2.71,-1,29.17,736.0
23/09/2015 13:00:00,3.29,6.13,30.01,247.08,380.5,15.15,,8.55,49.5,-1,8.06,,12.91,-1,,,2.28,-1,34.55,736.0
23/09/2015 14:00:00,2.68,6.36,29.0,254.33,238.5,18.67,,8.80,52.83,-1,7.31,,18.67,-1,,,2.33,-1,55.36,736.0
23/09/2015 15:00:00,2.52,6.38,29.06,249.25,131.25,19.14,,8.88,53.92,-1,7.63,,30.0,-1,,,2.34,-1,61.91,736.0
23/09/2015 16:00:00,1.93,12.41,28.5,262.58,79.83,18.47,,14.40,56.17,-1,7.53,,41.33,-1,,,2.44,-1,78.36,736.0
23/09/2015 17:00:00,1.96,17.83,27.32,264.0,35.25,17.89,,19.00,59.5,-1,8.0,,22.33,-1,,,2.26,-1,52.83,736.0
23/09/2015 18:00:00,1.52,25.04,26.19,273.83,6.33,14.58,,24.55,63.0,-1,9.52,,19.0,5.75,,,1.57,-1,45.17,736.0
23/09/2015 19:00:00,1.17,34.45,25.51,297.33,5.17,12.62,,33.06,65.67,-1,9.46,,28.0,6.75,,,1.7,-1,20.5,736.0
23/09/2015 20:00:00,1.34,46.78,25.06,291.83,5.0,17.38,,45.66,68.0,-1,9.47,,29.83,11.32,,,2.93,-1,71.27,736.0
23/09/2015 21:00:00,1.26,40.95,24.92,285.58,5.08,15.38,,39.83,68.67,-1,9.57,,40.67,9.76,,,2.43,-1,83.8,736.0
23/09/2015 22:00:00,1.68,31.66,24.87,273.67,5.0,15.58,,31.35,69.33,-1,10.05,,45.18,7.49,,,2.33,-1,73.6,736.5
23/09/2015 23:00:00,2.52,18.38,24.67,251.42,5.0,15.16,,19.22,71.67,-1,9.82,,28.0,-1,,,2.07,-1,65.6,737.0
24/09/2015 00:00:00,1.88,15.58,24.17,261.33,5.0,12.77,,15.95,68.08,-1,8.28,,28.0,-1,,,1.68,-1,51.67,736.33
24/09/2015 01:00:00,1.09,10.31,23.89,237.67,5.0,11.93,,11.34,63.25,-1,7.46,,26.73,-1,,,1.57,-1,29.17,736.0
24/09/2015 02:00:00,1.11,17.39,23.29,224.0,5.0,12.44,,18.23,65.58,-1,7.48,,22.33,-1,,,1.99,-1,29.67,736.0
24/09/2015 03:00:00,1.37,15.58,23.27,236.5,5.0,12.53,,16.34,64.83,-1,6.86,,28.33,-1,,,1.78,-1,52.17,736.0
24/09/2015 04:00:00,1.42,15.27,23.09,241.5,5.08,13.7,,16.13,64.08,-1,6.92,,28.17,-1,,,1.82,-1,54.67,736.0
24/09/2015 05:00:00,1.74,14.32,22.37,237.5,5.17,13.54,,15.27,68.17,-1,7.13,,42.3,-1,,,1.79,-1,82.5,736.0
24/09/2015 06:00:00,1.46,18.82,21.92,228.08,27.17,13.68,,19.18,71.25,-1,7.05,,27.0,-1,,,1.77,-1,53.67,736.92
24/09/2015 07:00:00,2.2,18.93,23.33,226.25,151.67,14.33,,20.69,69.92,-1,6.92,,26.0,-1,,,2.77,-1,49.83,736.67
24/09/2015 08:00:00,2.39,15.03,25.19,238.75,302.0,13.4,,17.42,62.08,-1,6.7,,21.0,-1,,,2.9,-1,63.67,736.0
24/09/2015 09:00:00,2.76,11.45,27.5,233.42,375.33,13.74,,14.25,52.92,-1,7.02,,37.0,-1,,,2.94,-1,66.67,736.0
24/09/2015 10:00:00,2.68,14.15,29.51,237.75,321.58,11.21,,15.52,46.83,-1,16.23,,37.09,-1,,,2.03,-1,96.67,736.0
24/09/2015 11:00:00,2.89,11.02,30.47,234.33,399.58,12.73,,13.08,44.42,-1,10.27,,38.73,-1,,,2.38,-1,126.33,736.0
24/09/2015 12:00:00,3.05,6.77,31.09,246.92,395.17,14.99,,9.58,41.17,-1,8.47,,47.27,-1,,,2.62,-1,116.67,736.0
24/09/2015 13:00:00,3.05,7.7,31.38,248.75,389.83,14.57,,9.39,39.42,-1,7.69,,65.33,-1,,,1.83,-1,155.67,736.0
24/09/2015 14:00:00,3.22,6.88,31.18,248.5,360.92,12.71,,8.76,35.75,-1,7.51,,36.5,-1,,,1.9,-1,133.82,736.0
24/09/2015 15:00:00,2.62,5.19,30.35,244.0,140.25,12.0,,7.60,34.92,-1,7.27,,34.27,-1,,,2.13,-1,131.17,736.0
24/09/2015 16:00:00,2.25,7.7,29.55,251.33,83.08,11.23,,9.20,35.67,-1,7.11,,37.0,-1,,,1.75,-1,118.83,736.0
24/09/2015 17:00:00,1.63,13.34,28.09,239.0,40.0,11.29,,14.35,39.5,-1,7.43,,34.0,-1,,,1.84,-1,100.5,736.0
24/09/2015 18:00:00,0.88,26.33,26.13,217.17,6.67,12.49,,25.62,43.5,-1,8.89,,34.5,-1,,,1.57,-1,94.5,736.0
24/09/2015 19:00:00,0.34,50.44,23.28,183.08,5.17,13.6,,54.96,53.58,-1,9.76,,37.18,9.87,,,7.35,-1,126.0,736.0
24/09/2015 20:00:00,0.3,48.23,20.39,256.0,5.0,15.99,,82.21,65.42,1.14,10.45,,40.73,12.48,,,28.72,-1,124.33,736.0
24/09/2015 21:00:00,0.3,46.03,19.6,256.5,5.08,17.3,,136.42,71.0,1.72,11.63,,67.0,17.39,,,69.87,-1,138.33,737.0
24/09/2015 22:00:00,0.3,40.84,18.95,297.67,5.08,17.47,,175.29,75.67,2.03,12.6,,62.36,25.28,,,101.7,-1,149.0,737.0
24/09/2015 23:00:00,0.3,37.21,18.9,290.92,5.08,17.65,,187.89,78.5,2.12,13.06,,65.0,23.9,,,113.26,-1,142.91,737.0
25/09/2015 00:00:00,0.3,36.42,19.12,261.75,5.25,16.38,,130.32,78.75,1.37,11.35,,65.17,19.43,,,71.68,-1,133.33,737.0
25/09/2015 01:00:00,0.32,34.86,19.57,211.75,5.0,16.23,,59.85,76.92,-1,9.12,,41.0,11.31,,,21.06,-1,103.0,737.0
25/09/2015 02:00:00,0.43,44.67,19.92,268.5,5.0,17.63,,104.62,73.5,-1,9.43,,47.33,9.3,,,47.45,-1,85.17,737.0
25/09/2015 03:00:00,0.45,43.32,19.95,246.42,5.17,17.24,,89.39,72.25,-1,9.04,,79.2,5.71,,,37.2,-1,168.0,737.0
25/09/2015 04:00:00,0.63,44.08,19.93,223.08,5.08,17.31,,84.80,70.83,-1,9.13,,81.83,-1,,,33.33,-1,157.33,737.0
25/09/2015 05:00:00,0.95,37.57,19.18,211.17,5.25,16.43,,66.07,72.0,-1,8.83,,85.36,-1,,,23.86,-1,171.83,737.0
25/09/2015 06:00:00,0.82,33.69,19.33,200.42,26.5,15.8,,52.58,71.83,-1,7.9,,58.36,-1,,,16.47,-1,131.0,736.92
25/09/2015 07:00:00,1.05,25.66,22.48,233.5,149.58,15.14,,32.97,62.67,-1,7.58,,48.83,-1,,,7.41,-1,107.82,736.0
25/09/2015 08:00:00,1.66,16.74,25.33,228.25,307.75,14.14,,21.32,51.92,-1,7.78,,32.36,-1,,,4.72,-1,113.33,736.0
25/09/2015 09:00:00,2.22,10.68,27.47,234.33,373.67,13.65,,13.67,45.92,-1,7.84,,10.5,-1,,,3.07,-1,99.0,736.0
25/09/2015 10:00:00,2.06,4.53,29.73,232.92,311.5,10.79,,6.63,40.08,-1,16.02,,27.67,-1,,,1.9,-1,95.0,736.0
25/09/2015 11:00:00,2.23,3.97,31.19,233.0,397.33,11.81,,6.23,35.25,-1,10.32,,26.17,-1,,,1.96,-1,99.83,736.0
25/09/2015 12:00:00,2.13,5.08,32.3,236.33,393.83,13.02,,7.74,31.42,-1,7.43,,29.67,-1,,,2.35,-1,102.09,736.0
25/09/2015 13:00:00,2.2,6.44,32.64,241.67,385.08,13.02,,8.69,29.92,-1,6.65,,42.17,-1,,,2.11,-1,114.55,736.0
25/09/2015 14:00:00,2.27,4.77,32.22,234.0,361.33,12.87,,6.89,30.25,-1,6.84,,36.33,-1,,,1.89,-1,107.45,736.0
25/09/2015 15:00:00,1.88,4.93,31.36,228.33,124.75,12.96,,7.01,31.33,-1,6.47,,28.0,-1,,,1.89,-1,105.91,736.0
25/09/2015 16:00:00,1.45,6.18,30.41,227.08,80.25,12.44,,7.36,34.08,-1,6.4,,28.0,-1,,,1.4,-1,107.09,736.0
25/09/2015 17:00:00,1.09,9.77,28.56,217.33,37.67,12.78,,11.16,37.83,-1,6.87,,30.0,-1,,,1.83,-1,90.91,736.0
25/09/2015 18:00:00,0.43,21.42,25.73,213.42,6.33,14.92,,21.34,46.17,-1,7.77,,28.73,-1,,,1.63,-1,79.55,736.0
25/09/2015 19:00:00,0.3,34.7,22.8,263.92,5.08,17.73,,34.07,59.5,-1,8.85,,24.82,7.61,,,2.32,-1,92.09,736.0
25/09/2015 20:00:00,0.3,48.6,21.22,288.33,5.17,19.67,,71.03,67.33,1.1,9.39,,39.67,13.78,,,20.32,-1,105.6,736.17
25/09/2015 21:00:00,0.32,51.63,20.78,298.83,5.08,19.21,,120.25,71.42,1.72,10.27,,69.73,18.96,,,54.38,-1,139.64,737.0
25/09/2015 22:00:00,0.3,49.04,20.53,230.58,5.25,20.45,,146.89,73.33,2.12,11.13,,58.67,25.29,,,75.57,-1,142.36,737.0
25/09/2015 23:00:00,0.3,44.84,19.97,290.42,5.17,20.42,,100.06,75.67,1.68,10.42,,73.83,17.79,,,44.01,-1,155.64,737.0
26/09/2015 00:00:00,0.3,39.73,19.64,253.25,5.08,17.66,,98.23,78.5,1.29,8.96,,58.0,12.73,,,46.06,-1,120.4,737.0
26/09/2015 01:00:00,0.34,35.86,19.37,237.5,5.0,17.92,,75.53,79.67,-1,7.53,,56.33,10.36,,,31.91,-1,89.45,737.0
26/09/2015 02:00:00,0.39,39.16,19.45,242.17,5.17,18.47,,176.86,80.67,1.5,8.95,,49.55,12.88,,,103.97,-1,78.0,737.0
26/09/2015 03:00:00,0.32,30.7,18.99,317.08,5.08,18.39,,206.15,81.67,1.71,10.13,,67.18,14.8,,,130.95,-1,124.83,737.0
26/09/2015 04:00:00,0.3,26.52,18.63,272.67,5.25,19.75,,185.18,83.0,1.62,9.71,,82.09,15.05,,,118.29,-1,140.36,737.0
26/09/2015 05:00:00,0.53,32.88,18.84,230.67,5.17,17.83,,143.62,81.75,1.17,8.75,,97.5,12.74,,,83.7,-1,162.83,737.0
26/09/2015 06:00:00,0.82,38.99,19.94,189.42,24.83,16.03,,104.54,74.67,-1,7.86,,58.73,8.8,,,51.1,-1,130.67,737.0
26/09/2015 07:00:00,1.42,27.34,22.85,228.17,152.25,15.85,,41.48,66.83,-1,6.7,,52.09,5.13,,,12.57,-1,121.33,736.33
26/09/2015 08:00:00,2.34,12.13,25.5,237.75,307.67,14.62,,16.08,59.0,-1,5.93,,35.0,-1,,,3.9,-1,105.67,736.0
26/09/2015 09:00:00,2.4,9.33,27.38,235.17,371.83,15.41,,12.58,55.33,-1,6.08,,-1,-1,,,3.09,-1,94.5,736.0
26/09/2015 10:00:00,2.31,10.68,29.82,246.0,307.42,12.99,,12.78,50.17,-1,14.0,,35.17,-1,,,2.38,-1,101.17,736.0
26/09/2015 11:00:00,1.95,9.56,31.78,240.33,392.42,14.61,,11.77,44.67,-1,8.85,,40.67,-1,,,2.4,-1,121.55,736.0
26/09/2015 12:00:00,1.68,8.02,33.45,241.0,388.42,16.15,,9.96,39.92,-1,7.76,,39.91,-1,,,2.02,-1,119.17,736.0
26/09/2015 13:00:00,1.94,5.66,33.84,226.75,382.42,16.19,,7.60,37.0,-1,8.05,,48.82,-1,,,1.88,-1,129.0,736.0
26/09/2015 14:00:00,1.95,3.93,33.9,230.0,354.0,14.83,,5.86,34.67,-1,7.54,,44.5,-1,,,1.68,-1,122.67,736.0
26/09/2015 15:00:00,1.74,4.7,32.84,227.0,124.83,13.82,,7.17,34.75,-1,7.24,,26.67,-1,,,2.15,-1,112.33,736.0
26/09/2015 16:00:00,1.33,5.13,31.59,241.5,74.67,12.42,,6.55,36.92,-1,7.05,,25.0,-1,,,1.41,-1,89.67,736.0
26/09/2015 17:00:00,0.87,9.69,29.56,249.08,34.75,12.94,,10.79,41.5,-1,6.9,,22.0,-1,,,1.55,-1,70.83,736.0
26/09/2015 18:00:00,0.3,27.91,26.09,259.5,6.25,17.4,,29.13,53.92,-1,8.68,,24.91,-1,,,3.12,-1,87.0,736.0
26/09/2015 19:00:00,0.35,42.4,23.11,253.17,5.17,16.95,,59.07,66.17,-1,9.97,,36.33,6.73,,,15.6,-1,94.83,736.08
26/09/2015 20:00:00,0.3,40.05,22.1,293.08,5.33,19.56,,74.40,71.75,1.22,10.0,,34.17,13.71,,,28.37,-1,90.33,737.0
26/09/2015 21:00:00,0.3,42.01,21.66,283.83,5.0,19.69,,141.42,74.67,1.87,12.09,,68.0,21.78,,,76.14,-1,126.17,737.0
26/09/2015 22:00:00,0.32,40.74,21.57,237.83,5.08,19.07,,129.55,77.33,1.98,12.16,,80.73,20.79,,,68.27,-1,144.17,737.0
26/09/2015 23:00:00,0.32,35.1,21.35,272.33,5.08,20.25,,133.43,78.92,1.94,11.82,,67.5,16.45,,,74.79,-1,137.5,737.0
27/09/2015 00:00:00,0.33,35.69,22.02,216.17,5.08,18.08,,75.83,79.33,1.23,9.14,,99.73,12.5,,,32.26,-1,161.73,737.0
27/09/2015 01:00:00,0.32,26.74,21.39,210.83,5.33,18.15,,31.86,80.25,-1,6.67,,33.73,5.9,,,5.88,-1,95.64,737.0
27/09/2015 02:00:00,0.3,25.29,20.74,193.0,5.08,17.66,,31.00,81.83,-1,6.57,,44.5,-1,,,6.18,-1,69.33,737.0
27/09/2015 03:00:00,0.3,22.99,20.35,235.67,5.0,18.2,,65.40,83.42,-1,7.38,,39.33,-1,,,32.88,-1,83.5,737.0
27/09/2015 04:00:00,0.3,25.51,20.22,300.08,5.08,19.43,,86.43,84.33,-1,7.53,,53.83,7.28,,,46.68,-1,99.0,737.0
27/09/2015 05:00:00,0.31,28.93,20.07,238.17,5.08,17.73,,196.08,85.0,1.07,8.73,,72.17,10.36,,,124.71,-1,129.91,737.0
27/09/2015 06:00:00,0.73,33.38,20.24,198.25,24.5,17.96,,233.96,84.83,1.37,9.37,,91.73,12.37,,,149.57,-1,139.09,737.0
27/09/2015 07:00:00,0.97,43.85,23.88,193.25,150.33,19.23,,108.99,76.58,-1,7.89,,78.33,9.85,,,51.22,-1,140.91,737.0
27/09/2015 08:00:00,1.64,47.81,26.84,226.67,291.83,16.63,,58.30,62.42,-1,6.74,,68.5,5.75,,,11.53,-1,150.45,736.0
27/09/2015 09:00:00,1.8,22.09,28.52,242.33,363.25,15.99,,25.23,52.83,-1,6.44,,40.83,5.7,,,4.05,-1,154.27,736.0
27/09/2015 10:00:00,1.26,11.6,31.18,212.17,293.92,12.14,,13.38,45.25,-1,14.4,,62.17,-1,,,2.27,-1,147.2,736.0
27/09/2015 11:00:00,1.21,16.86,33.51,226.17,384.92,13.91,,17.87,39.0,-1,8.61,,49.09,-1,,,2.09,-1,150.09,736.0
27/09/2015 12:00:00,1.26,21.69,34.38,222.17,368.25,16.66,,22.63,37.25,-1,8.7,,62.17,6.31,,,2.42,-1,164.73,736.0
27/09/2015 13:00:00,1.33,13.94,33.83,211.92,326.5,16.83,,14.95,39.25,-1,8.62,,75.0,-1,,,1.84,-1,199.1,736.0
27/09/2015 14:00:00,1.53,9.69,33.02,233.25,321.5,16.7,,11.19,41.75,-1,7.95,,78.82,-1,,,1.89,-1,168.55,736.0
27/09/2015 15:00:00,1.47,8.12,31.77,244.67,136.5,17.18,,10.05,44.5,-1,8.05,,50.5,-1,,,2.06,-1,124.36,736.0
27/09/2015 16:00:00,1.27,11.35,30.64,258.92,80.08,14.75,,12.51,42.5,-1,7.63,,42.33,-1,,,1.76,-1,125.0,736.0
