Time,Anand Vihar/Nitrogen Dioxide(NO2),Anand Vihar/Ambient Temperature(AT),Anand Vihar/Wind Direction(WD),Anand Vihar/Solar Radiation(SR),Anand Vihar/Ammonia(NH3),Anand Vihar/Oxides of Nitrogen(NOx),Anand Vihar/Relative Humidity(RH),Anand Vihar/P Xylene(PXY),Anand Vihar/Sulfur Dioxide(SO2),Anand Vihar/PM2.5(PM2.5),Anand Vihar/Toluene(TOL),Anand Vihar/Temperature(temp),Anand Vihar/Nitric Oxide(NO),Anand Vihar/Benzene(BEN),Anand Vihar/Ozone(O3),Anand Vihar/PM10(PM10),Anand Vihar/Bar Pressure(BP),Anand Vihar/Wind Speed(WS)
26/09/2015 02:00:00,61.53,26.99,102.75,13.0,59.92,193.64,57.83,10.18,19.13,127.33,111.48,,101.62,,,530.17,740.0,0.65
26/09/2015 03:00:00,57.77,26.63,148.42,12.92,60.64,189.99,58.5,12.1,19.92,114.83,90.12,,101.45,,,572.50,740.0,0.49
26/09/2015 04:00:00,59.28,26.04,193.0,13.0,70.9,348.34,60.58,14.06,21.64,120.17,67.79,,216.35,,,508.33,740.0,0.34
26/09/2015 05:00:00,62.73,25.9,233.42,14.08,66.55,365.68,60.25,11.66,,122.0,51.55,,226.90,,,766.83,740.0,0.79
26/09/2015 06:00:00,59.48,26.19,241.33,201.67,65.89,355.35,56.92,7.12,,96.5,34.88,,221.41,,,696.17,740.0,1.24
26/09/2015 07:00:00,66.0,29.04,246.75,405.0,53.82,442.52,51.08,3.52,21.0,69.83,22.92,,281.36,,,568.50,740.0,1.38
26/09/2015 08:00:00,54.13,30.47,260.25,431.58,49.59,282.47,49.58,1.88,17.67,76.83,16.06,,171.59,,,667.33,740.0,2.15
26/09/2015 09:00:00,81.73,32.27,261.58,440.5,57.03,408.87,47.58,1.19,16.65,92.67,14.42,,246.09,,,639.33,740.0,2.03
26/09/2015 10:00:00,84.38,33.23,272.08,447.58,135.0,458.46,45.25,1.58,,97.36,20.28,,282.66,,,706.83,740.0,2.18
26/09/2015 11:00:00,63.32,35.03,266.5,447.0,55.83,226.51,41.42,0.91,77.7,80.17,13.28,,124.57,,,650.67,740.0,1.92
26/09/2015 12:00:00,59.86,36.18,259.42,443.25,48.27,153.37,37.33,0.73,9.83,74.17,14.53,,73.22,,,577.83,740.0,1.68
26/09/2015 13:00:00,64.06,37.08,263.58,432.0,35.52,131.03,35.42,0.87,1.96,66.27,11.38,,54.16,,,504.73,740.0,1.59
26/09/2015 14:00:00,72.21,35.28,263.25,397.58,35.13,197.25,35.83,0.75,18.07,76.83,13.51,,97.38,,,681.83,740.0,2.01
26/09/2015 15:00:00,60.74,35.64,280.67,414.67,33.4,170.69,34.83,0.54,19.57,95.67,15.22,,85.36,,,785.00,740.0,1.65
26/09/2015 16:00:00,80.32,35.16,261.25,366.75,35.64,305.51,34.5,0.71,20.78,74.67,14.27,,172.21,,,622.82,740.0,1.69
26/09/2015 17:00:00,75.58,33.53,263.5,253.33,28.64,308.98,36.58,0.84,18.9,106.17,18.91,,176.67,,,963.17,740.0,1.53
26/09/2015 18:00:00,67.47,32.34,279.33,22.08,22.97,251.79,39.67,3.27,,117.33,31.23,,140.29,,,"1,082.33",740.0,1.15
26/09/2015 19:00:00,80.91,31.16,194.67,13.0,31.38,314.17,45.83,12.6,,100.67,54.12,,177.28,,,842.00,740.0,0.47
26/09/2015 20:00:00,68.76,30.37,127.5,13.0,40.87,266.23,50.25,21.03,21.04,137.17,72.11,,150.04,,,"1,046.17",740.0,0.63
26/09/2015 21:00:00,62.1,29.8,66.08,13.08,43.27,178.79,54.5,22.03,,148.83,91.6,,90.41,,,926.33,740.0,1.43
26/09/2015 22:00:00,65.12,29.12,77.17,13.0,43.37,175.73,58.0,12.77,,125.17,50.58,,86.18,,,588.83,740.0,0.99
26/09/2015 23:00:00,60.81,28.67,49.08,13.08,38.38,188.85,61.42,8.61,19.88,113.91,38.02,,98.64,,,557.36,740.0,0.78
27/09/2015 00:00:00,54.83,28.48,62.08,13.0,30.07,204.56,62.5,17.23,17.25,130.45,62.84,,114.03,,,611.33,740.0,0.46
27/09/2015 01:00:00,56.5,28.04,54.5,13.17,38.86,188.15,64.08,7.14,12.84,144.0,83.15,,100.89,,,553.83,740.0,0.37
27/09/2015 02:00:00,63.29,27.48,98.92,12.92,39.02,278.68,66.08,14.82,29.24,140.33,74.42,,162.80,,,583.33,740.0,0.3
27/09/2015 03:00:00,57.82,27.21,214.17,13.08,44.58,263.82,66.67,16.33,33.59,165.33,85.58,,155.47,,,814.67,740.0,0.3
27/09/2015 04:00:00,63.97,26.93,208.25,12.92,62.48,339.33,68.5,10.4,15.32,128.83,70.63,,206.78,,,684.33,740.0,0.43
27/09/2015 05:00:00,64.48,26.57,223.08,14.08,71.98,515.77,70.0,9.07,2.44,112.5,57.37,,335.64,,,572.33,740.0,0.37
27/09/2015 06:00:00,60.33,27.22,219.25,213.67,77.87,537.84,68.92,13.16,,114.67,57.77,,354.32,,,747.17,740.0,0.62
27/09/2015 07:00:00,72.45,30.56,240.17,396.75,72.6,411.73,58.67,14.26,,134.0,53.68,,254.31,,,806.50,740.0,1.23
27/09/2015 08:00:00,68.49,33.16,240.08,420.08,64.49,324.88,49.92,4.94,6.0,114.5,30.17,,193.30,,,663.83,740.0,1.31
27/09/2015 09:00:00,94.49,33.81,248.75,433.42,44.04,423.45,45.25,1.42,,115.0,14.82,,248.54,,,732.18,740.0,1.79
27/09/2015 10:00:00,78.44,34.88,255.17,439.17,121.38,117.44,41.33,1.78,,104.64,21.37,,35.00,,,663.33,740.0,1.34
27/09/2015 11:00:00,89.27,36.28,240.08,438.67,57.11,115.59,38.92,1.6,,101.73,25.97,,26.43,,,597.33,740.0,1.33
27/09/2015 12:00:00,71.84,37.08,249.92,437.92,43.95,128.33,35.83,1.4,,103.36,25.82,,47.09,,,531.50,740.0,1.41
27/09/2015 13:00:00,51.31,36.92,226.25,423.08,48.24,80.33,36.58,0.65,,49.91,16.6,,25.34,,,515.50,740.0,1.49
27/09/2015 14:00:00,47.79,36.69,251.5,424.5,43.85,85.50,36.5,0.4,,78.73,10.39,,31.37,,,508.50,740.0,1.65
27/09/2015 15:00:00,55.43,35.99,232.17,409.5,42.18,103.64,35.42,0.55,5.8,76.55,9.82,,39.72,,,562.33,740.0,1.56
27/09/2015 16:00:00,62.82,34.59,241.25,365.58,35.19,138.93,36.58,0.87,11.69,84.55,11.2,,60.71,,,582.83,740.0,1.38
27/09/2015 17:00:00,49.27,33.05,223.0,238.33,33.52,95.90,41.25,0.86,6.07,105.0,13.97,,38.10,,,632.83,740.0,1.25
27/09/2015 18:00:00,49.17,31.52,246.75,18.42,28.45,104.66,42.92,1.16,4.36,77.33,22.69,,44.58,,,527.00,740.0,1.4
27/09/2015 19:00:00,57.9,30.56,252.08,13.0,32.32,110.18,50.0,1.08,4.43,65.83,17.65,,42.96,,,479.50,740.0,0.93
27/09/2015 20:00:00,76.2,29.39,167.42,12.92,44.37,287.83,54.58,4.75,23.22,75.83,31.11,,161.02,,,519.64,740.0,0.52
27/09/2015 21:00:00,87.12,28.75,141.17,13.08,42.38,358.58,57.58,10.83,28.79,88.17,65.74,,205.72,,,713.67,740.0,0.46
27/09/2015 22:00:00,68.23,28.91,183.92,13.0,41.59,119.77,56.5,16.23,23.72,126.17,52.19,,43.15,,,976.33,740.0,0.59
27/09/2015 23:00:00,51.38,28.44,167.67,13.0,44.1,74.62,58.75,11.77,21.44,109.67,53.26,,21.13,,,529.33,740.0,0.95
28/09/2015 00:00:00,37.01,28.28,258.17,13.0,38.83,53.69,59.75,6.28,19.46,97.83,44.52,,15.17,,,412.50,740.0,0.98
28/09/2015 01:00:00,47.65,27.64,272.33,12.92,42.02,90.80,63.58,1.42,17.86,93.0,28.92,,35.41,,,296.00,740.0,1.34
28/09/2015 02:00:00,38.2,27.2,260.08,12.92,41.77,65.27,65.33,3.43,18.28,74.18,34.48,,22.88,,,297.33,740.0,1.01
28/09/2015 03:00:00,29.98,26.7,270.42,13.0,43.53,53.47,67.08,1.43,19.45,66.0,25.1,,19.60,,,252.67,740.0,0.83
28/09/2015 04:00:00,34.53,26.45,274.67,13.0,50.32,89.22,67.0,0.9,20.36,64.18,22.28,,42.77,,,213.17,740.0,0.95
28/09/2015 05:00:00,55.65,25.95,275.58,14.08,48.3,251.68,68.17,1.04,19.95,46.9,13.98,,147.89,,,222.00,740.0,1.07
28/09/2015 06:00:00,56.43,26.27,270.0,230.25,45.08,313.47,67.5,1.15,20.8,56.9,15.05,,192.73,,,470.00,740.0,1.13
28/09/2015 07:00:00,73.26,29.29,270.58,407.17,44.11,347.04,58.75,1.69,19.29,74.45,16.91,,206.35,,,524.67,740.0,1.25
28/09/2015 08:00:00,81.12,30.97,278.42,430.08,36.02,277.94,53.5,2.17,16.69,81.82,24.44,,150.39,,,591.67,740.0,1.35
28/09/2015 09:00:00,74.88,32.65,271.08,439.08,32.7,176.24,46.5,1.7,15.47,105.0,24.27,,80.20,,,566.67,740.0,1.38
28/09/2015 10:00:00,83.44,34.38,275.42,444.92,95.5,254.10,38.75,1.92,16.72,76.5,19.69,,132.24,,,557.82,740.0,1.61
28/09/2015 11:00:00,80.92,34.88,261.08,448.08,40.91,192.58,38.17,0.94,68.55,60.83,15.48,,88.21,,,400.83,740.0,1.83
28/09/2015 12:00:00,55.15,35.52,261.42,447.08,31.32,103.69,35.25,0.74,10.2,64.36,15.66,,39.96,,,562.33,740.0,1.87
28/09/2015 13:00:00,53.98,36.17,249.25,431.67,33.16,98.96,31.75,0.6,14.16,40.83,13.82,,37.20,,,538.64,740.0,1.86
28/09/2015 14:00:00,61.31,36.22,257.25,434.25,28.4,126.04,31.33,0.4,14.22,53.5,11.78,,52.29,,,498.50,740.0,1.66
28/09/2015 15:00:00,63.24,35.33,262.58,413.67,30.62,142.94,33.33,,13.73,69.5,10.43,,63.41,,,521.00,740.0,1.64
28/09/2015 16:00:00,66.61,34.27,235.17,352.33,25.73,140.16,34.25,0.52,21.18,63.36,11.99,,59.17,,,475.33,740.0,1.41
28/09/2015 17:00:00,71.42,32.57,251.5,233.67,28.21,165.53,38.5,1.03,21.13,78.09,16.17,,74.63,,,500.83,740.0,1.07
28/09/2015 18:00:00,70.13,31.0,227.08,19.83,25.48,144.34,43.67,1.83,20.23,87.45,38.99,,59.73,,,516.45,740.0,0.78
28/09/2015 19:00:00,74.41,30.04,193.83,13.0,31.8,152.97,47.25,4.8,20.76,72.91,44.33,,63.53,,,483.00,740.0,0.64
28/09/2015 20:00:00,66.68,29.19,159.67,13.0,35.47,100.18,51.08,10.05,20.75,81.55,59.27,,29.86,,,473.83,740.0,0.66
28/09/2015 21:00:00,61.65,28.7,213.92,13.0,34.82,92.52,54.58,9.33,20.47,80.17,56.12,,27.52,,,388.18,740.0,0.73
28/09/2015 22:00:00,52.58,28.12,214.92,13.0,34.7,88.59,58.83,5.07,19.56,95.33,42.78,,30.54,,,428.50,740.0,0.86
28/09/2015 23:00:00,48.84,27.48,195.67,13.0,35.41,63.77,62.17,2.88,19.28,90.5,31.3,,14.83,,,379.50,740.0,0.88
29/09/2015 00:00:00,40.98,27.14,211.83,13.0,31.73,48.79,64.92,1.38,18.75,84.17,20.39,,8.98,,,259.17,740.0,0.89
29/09/2015 01:00:00,31.13,26.43,152.67,13.0,33.28,35.05,67.5,0.97,18.27,87.5,14.68,,5.34,,,193.33,740.0,0.85
29/09/2015 02:00:00,45.5,26.24,242.5,12.83,33.46,59.00,67.75,0.6,18.37,73.0,13.27,,13.51,,,182.83,740.0,0.77
29/09/2015 03:00:00,46.48,25.98,259.25,13.0,35.81,66.80,68.75,0.75,18.76,63.17,10.74,,18.59,,,173.83,740.0,0.94
29/09/2015 04:00:00,49.57,25.68,275.75,13.0,41.93,98.96,68.92,1.27,20.11,63.67,16.58,,40.11,,,185.83,740.0,1.25
29/09/2015 05:00:00,65.44,25.38,269.5,14.08,40.61,241.84,69.08,1.07,20.93,62.73,19.18,,134.35,,,222.83,740.0,0.83
29/09/2015 06:00:00,79.33,25.64,265.75,221.42,43.2,467.76,69.0,1.78,23.51,74.09,24.66,,290.83,,,420.33,740.0,0.93
29/09/2015 07:00:00,80.15,28.87,270.08,396.42,42.62,286.82,61.0,2.12,21.19,114.27,20.62,,157.89,,,798.83,740.0,1.0
29/09/2015 08:00:00,78.47,30.82,267.08,429.17,30.93,266.67,55.83,1.84,17.21,107.0,20.63,,143.89,,,591.67,740.0,1.38
29/09/2015 09:00:00,104.86,31.9,278.17,441.0,30.07,347.40,51.67,2.58,16.82,107.0,23.55,,185.73,,,494.67,740.0,1.88
29/09/2015 10:00:00,88.24,33.75,278.67,445.08,72.92,207.22,42.0,1.74,16.98,104.55,23.25,,94.86,,,416.17,740.0,1.83
29/09/2015 11:00:00,94.94,35.1,262.25,447.17,32.21,227.93,34.75,0.76,69.47,78.33,16.52,,104.96,,,406.50,740.0,1.83
29/09/2015 12:00:00,66.9,35.71,262.75,446.5,28.97,123.10,33.33,0.94,9.74,64.36,12.49,,46.49,,,408.67,740.0,2.12
29/09/2015 13:00:00,60.85,36.15,256.25,429.42,23.58,112.84,31.5,0.66,15.4,41.67,13.63,,42.93,,,439.67,740.0,2.02
29/09/2015 14:00:00,59.63,36.2,259.58,432.42,25.36,103.44,32.33,0.88,14.63,55.91,13.18,,36.83,,,471.17,740.0,1.93
29/09/2015 15:00:00,60.83,35.57,247.08,411.33,24.49,127.09,33.5,0.97,12.94,65.82,11.61,,53.39,,,439.33,740.0,1.72
29/09/2015 16:00:00,87.17,34.39,261.5,356.83,33.06,341.90,35.67,1.03,20.89,72.5,14.02,,193.34,,,442.17,740.0,1.73
29/09/2015 17:00:00,66.35,32.54,234.42,227.17,31.4,142.63,40.83,1.23,21.34,66.67,15.95,,61.11,,,401.83,740.0,1.29
29/09/2015 18:00:00,65.11,31.14,272.58,19.5,32.27,148.28,45.75,2.23,20.9,76.0,20.58,,66.09,,,433.17,740.0,1.48
29/09/2015 19:00:00,67.51,30.47,268.42,12.92,33.78,152.03,50.08,4.24,20.33,84.91,28.77,,67.27,,,472.80,740.0,1.4
29/09/2015 20:00:00,48.81,29.89,273.92,13.0,39.72,101.15,54.92,6.74,19.63,72.73,52.26,,42.26,,,381.33,740.0,1.85
29/09/2015 21:00:00,59.57,29.12,278.67,13.0,36.37,133.93,58.08,4.2,19.63,61.45,37.04,,59.21,,,353.67,740.0,1.59
29/09/2015 22:00:00,45.43,28.57,279.17,13.0,34.73,94.57,59.75,2.7,18.93,73.67,21.06,,39.63,,,372.67,740.0,1.91
29/09/2015 23:00:00,42.56,28.07,279.25,13.0,34.76,87.00,61.75,1.21,18.54,61.5,13.46,,36.20,,,314.17,740.0,1.93
30/09/2015 00:00:00,32.55,27.49,277.5,13.0,28.76,49.84,60.83,0.83,,59.67,12.86,,15.28,,,250.33,740.0,1.85
30/09/2015 01:00:00,28.48,26.97,276.17,13.0,28.4,38.77,61.0,0.65,,62.82,13.38,,9.83,,,221.83,740.0,1.77
30/09/2015 02:00:00,26.72,26.22,275.42,13.0,27.41,40.23,61.5,0.83,,59.64,14.68,,12.03,,,186.36,740.0,1.89
30/09/2015 03:00:00,27.38,25.72,275.17,13.0,24.88,39.08,59.0,0.73,,47.6,12.63,,10.75,,,150.17,740.0,1.84
30/09/2015 04:00:00,35.45,24.88,275.33,12.92,27.87,75.56,58.83,0.87,,42.18,11.43,,32.22,,,184.67,740.0,1.83
30/09/2015 05:00:00,48.34,24.37,272.33,14.17,25.18,169.26,58.42,0.78,,44.5,8.23,,92.37,,,206.00,740.0,1.68
30/09/2015 06:00:00,62.47,24.82,268.42,200.33,27.36,324.84,56.67,0.97,,55.5,8.36,,196.97,,,385.83,740.0,1.67
30/09/2015 07:00:00,56.63,27.68,275.17,413.75,24.88,280.03,49.5,1.18,,70.83,9.27,,167.96,,,555.00,740.0,1.73
30/09/2015 08:00:00,63.67,29.57,278.67,435.25,17.22,234.51,44.08,1.47,,62.17,15.05,,130.19,,,413.83,740.0,1.88
30/09/2015 09:00:00,82.49,31.42,270.0,444.0,22.71,305.17,39.42,1.56,20.8,70.33,19.1,,169.43,,,371.17,740.0,1.79
30/09/2015 10:00:00,83.7,33.28,273.92,447.67,51.12,356.72,35.33,1.44,20.14,55.83,16.09,,208.52,,,318.00,740.0,2.02
30/09/2015 11:00:00,77.13,34.84,264.08,448.33,28.93,227.97,32.08,1.07,55.3,51.8,18.72,,116.57,,,354.27,740.0,1.84
30/09/2015 12:00:00,79.76,35.72,280.0,445.75,25.68,239.78,31.5,0.78,13.24,58.45,19.12,,123.55,,,410.45,740.0,1.98
30/09/2015 13:00:00,79.53,36.35,248.67,427.42,25.33,172.22,32.33,0.91,6.59,56.36,18.07,,74.23,,,379.67,740.0,1.73
30/09/2015 14:00:00,61.16,36.44,221.33,431.17,24.03,85.42,32.33,0.7,3.73,59.8,16.7,,22.66,,,380.64,740.0,1.83
30/09/2015 15:00:00,67.19,35.66,247.0,410.42,27.79,108.93,34.33,0.81,3.02,65.91,15.98,,35.93,,,405.00,740.0,1.69
30/09/2015 16:00:00,85.44,34.24,251.75,354.08,27.73,141.79,39.58,0.98,15.72,65.33,15.97,,48.04,,,370.83,740.0,1.44
30/09/2015 17:00:00,84.12,32.45,231.58,211.67,30.5,133.09,44.92,1.1,16.55,87.17,20.35,,42.39,,,444.67,740.0,1.12
30/09/2015 18:00:00,76.22,31.14,265.42,18.25,28.33,135.38,47.08,2.32,16.55,86.91,38.54,,49.40,,,417.83,740.0,1.19
30/09/2015 19:00:00,68.44,30.46,279.5,13.0,23.52,154.87,45.67,4.34,16.89,80.5,37.88,,68.73,,,405.17,740.0,1.37
30/09/2015 20:00:00,70.42,29.78,278.08,13.0,29.86,146.17,47.25,8.72,18.47,73.83,44.59,,61.10,,,349.64,740.0,1.35
30/09/2015 21:00:00,72.34,29.01,276.83,13.0,32.38,136.32,50.17,6.72,18.87,79.83,46.25,,52.64,,,379.17,740.0,1.19
30/09/2015 22:00:00,49.53,28.25,272.5,13.0,29.48,79.02,53.33,4.74,11.16,88.27,40.19,,25.56,,,423.50,740.0,1.47
30/09/2015 23:00:00,48.5,27.51,274.42,13.0,28.95,79.38,55.25,2.42,9.07,83.0,28.62,,26.49,,,311.83,740.0,1.37
01/10/2015 00:00:00,37.18,26.91,276.0,12.92,23.88,48.70,58.67,1.07,35.38,74.0,21.16,,11.40,,,275.33,740.0,1.34
01/10/2015 01:00:00,32.81,26.45,269.25,13.0,27.03,40.42,60.42,1.09,10.58,74.0,16.79,,8.20,,,194.83,740.0,1.08
01/10/2015 02:00:00,36.31,25.97,274.08,12.92,27.07,46.81,60.83,0.89,10.52,74.17,19.11,,10.58,,,185.83,740.0,0.93
01/10/2015 03:00:00,49.23,25.73,285.5,12.92,27.72,67.58,60.08,0.97,94.43,74.0,17.87,,17.37,,,193.50,740.0,0.94
01/10/2015 04:00:00,63.1,25.17,255.67,13.08,30.66,111.53,61.67,0.68,13.93,69.0,19.07,,40.50,,,192.17,740.0,0.7
01/10/2015 05:00:00,74.02,24.49,139.17,13.83,33.01,197.76,63.67,0.65,19.97,71.45,17.43,,96.45,,,268.67,740.0,0.53
01/10/2015 06:00:00,94.34,24.52,239.92,214.33,37.66,476.81,65.58,1.52,23.91,98.45,17.93,,287.52,,,571.17,740.0,0.54
01/10/2015 07:00:00,98.74,28.88,249.67,402.17,40.0,408.23,55.5,2.15,22.31,122.27,21.94,,234.52,,,892.18,740.0,0.83
01/10/2015 08:00:00,102.85,30.43,275.83,432.08,31.09,298.79,49.5,2.75,18.81,117.0,25.74,,151.83,,,654.33,740.0,1.27
01/10/2015 09:00:00,110.16,32.16,280.33,441.17,27.32,327.02,42.92,2.17,17.38,129.83,23.38,,167.54,,,558.00,740.0,1.49
01/10/2015 10:00:00,93.16,33.45,272.42,446.58,59.04,159.28,38.5,2.1,,93.33,24.95,,56.48,,,431.67,740.0,1.58
01/10/2015 11:00:00,103.64,35.0,260.58,447.33,28.4,206.23,34.42,1.36,,92.33,23.79,,83.43,,,518.83,740.0,1.57
01/10/2015 12:00:00,104.0,36.34,262.42,444.42,26.67,212.49,29.17,1.37,22.02,98.83,24.51,,87.72,,,590.83,740.0,1.55
01/10/2015 13:00:00,92.17,36.82,262.25,426.92,26.68,141.49,28.08,0.83,20.63,73.5,28.48,,43.48,,,484.17,740.0,1.65
01/10/2015 14:00:00,85.22,37.51,243.92,430.92,23.86,141.49,23.75,1.04,20.27,74.33,26.28,,48.01,,,505.67,740.0,1.46
01/10/2015 15:00:00,83.74,36.77,266.67,403.08,24.0,150.90,24.58,0.64,20.0,64.5,18.45,,55.88,,,486.50,740.0,1.7
01/10/2015 16:00:00,102.68,35.79,274.5,348.67,26.89,347.37,28.42,0.8,18.07,57.0,17.27,,187.10,,,364.50,740.0,1.21
01/10/2015 17:00:00,92.47,33.59,187.5,210.25,24.19,207.92,31.17,1.07,,59.83,23.34,,91.88,,,343.67,740.0,0.74
01/10/2015 18:00:00,90.94,31.4,183.67,18.25,24.35,159.18,37.83,5.17,,76.83,58.09,,57.20,,,474.00,740.0,0.65
01/10/2015 19:00:00,77.3,30.52,270.25,12.92,26.51,175.34,42.58,11.07,,90.17,61.29,,77.79,,,450.17,740.0,0.92
01/10/2015 20:00:00,83.87,29.52,245.33,12.92,36.34,156.71,48.08,11.84,30.68,92.67,55.31,,60.06,,,424.83,740.0,0.37
01/10/2015 21:00:00,95.75,29.03,263.17,13.0,39.03,275.53,50.67,12.33,,126.5,58.42,,139.33,,,565.50,740.0,0.45
01/10/2015 22:00:00,98.0,28.37,286.5,13.0,40.72,312.33,52.83,17.77,,133.83,64.74,,164.78,,,798.00,740.0,0.41
01/10/2015 23:00:00,74.41,28.31,271.42,12.92,37.57,151.17,53.17,13.88,,149.0,47.82,,62.15,,,536.00,740.0,0.63
02/10/2015 00:00:00,58.94,27.62,262.83,12.83,34.46,91.75,56.25,5.71,,103.83,32.92,,28.67,,,536.00,740.0,0.65
02/10/2015 01:00:00,56.98,26.73,237.17,13.0,36.07,82.74,58.75,3.26,,104.5,29.06,,23.40,,,507.82,740.0,0.46
02/10/2015 02:00:00,71.38,25.24,139.17,13.0,40.32,205.42,64.17,2.76,,113.27,30.65,,103.79,,,395.55,740.0,0.31
02/10/2015 03:00:00,68.98,24.88,219.92,12.92,41.0,183.33,65.25,3.73,,117.83,34.87,,89.28,,,477.55,740.0,0.4
02/10/2015 04:00:00,85.14,24.79,235.25,13.08,56.24,258.39,64.5,3.07,,110.5,33.19,,133.67,,,558.67,740.0,0.57
02/10/2015 05:00:00,91.94,24.62,275.33,13.75,57.84,356.23,65.83,2.23,,104.33,30.0,,200.92,,,582.83,740.0,0.57
02/10/2015 06:00:00,93.38,25.15,269.25,215.58,55.68,538.38,63.83,1.83,,116.17,29.22,,333.32,,,537.00,740.0,0.63
02/10/2015 07:00:00,85.92,29.0,268.83,407.75,51.17,336.17,52.75,1.69,,137.83,22.47,,189.88,,,681.00,740.0,1.03
02/10/2015 08:00:00,88.79,31.43,276.08,427.17,40.71,210.86,45.92,1.85,,115.0,21.97,,96.56,,,657.33,740.0,1.07
02/10/2015 09:00:00,100.96,33.28,270.42,436.08,30.93,325.96,41.0,1.22,19.5,103.5,24.45,,172.82,,,517.73,740.0,1.23
02/10/2015 10:00:00,90.16,34.6,260.75,442.0,58.42,180.28,36.17,1.42,18.04,92.67,19.16,,73.16,,,410.67,740.0,1.47
02/10/2015 11:00:00,99.97,35.43,273.58,445.67,29.3,255.39,32.17,0.87,60.15,75.5,12.86,,121.80,,,360.67,740.0,1.7
02/10/2015 12:00:00,88.73,36.65,248.58,441.92,30.97,143.79,27.92,0.82,12.2,70.5,11.97,,47.42,,,385.82,740.0,1.5
02/10/2015 13:00:00,79.98,37.09,248.42,424.75,29.62,100.04,26.42,0.8,3.8,61.5,11.47,,21.08,,,349.67,740.0,1.32
02/10/2015 14:00:00,88.9,36.89,276.67,428.67,27.92,146.62,24.83,0.85,3.19,77.83,8.92,,49.40,,,366.00,740.0,1.58
02/10/2015 15:00:00,86.95,36.09,276.08,402.92,27.67,149.38,23.83,0.71,2.6,70.17,7.79,,52.65,,,414.50,740.0,1.83
02/10/2015 16:00:00,84.95,34.85,279.08,352.33,18.91,221.03,24.58,0.58,14.58,64.67,10.58,,106.42,,,351.50,740.0,1.59
02/10/2015 17:00:00,85.98,32.86,254.5,203.5,25.32,145.17,32.0,0.96,15.88,81.0,12.11,,50.23,,,441.67,740.0,1.0
02/10/2015 18:00:00,88.48,31.28,237.83,16.75,32.13,143.13,41.33,2.31,14.8,78.33,21.45,,47.13,,,420.67,740.0,0.73
02/10/2015 19:00:00,76.05,30.03,254.42,13.0,33.57,128.13,45.08,3.31,13.9,108.0,25.59,,44.19,,,483.00,740.0,0.66
02/10/2015 20:00:00,90.45,29.65,273.75,13.0,38.93,242.53,45.58,7.84,19.88,97.0,28.43,,118.61,,,411.33,740.0,1.09
02/10/2015 21:00:00,90.08,29.14,273.17,13.0,40.34,218.15,49.08,9.44,21.06,98.5,38.38,,101.12,,,486.64,740.0,1.23
02/10/2015 22:00:00,88.04,28.54,274.5,13.0,42.97,196.08,54.17,9.33,21.17,128.17,41.71,,86.15,,,609.82,740.0,1.31
02/10/2015 23:00:00,81.19,27.78,271.5,13.0,45.81,190.74,56.5,6.77,20.89,114.67,32.31,,86.69,,,482.82,740.0,1.14
03/10/2015 00:00:00,75.02,26.96,267.33,12.92,34.16,158.19,60.17,3.7,16.58,118.0,26.8,,66.92,,,494.33,740.0,0.83
03/10/2015 01:00:00,81.13,26.08,210.83,13.0,39.04,134.28,63.5,2.36,14.85,116.5,22.84,,45.42,,,529.33,740.0,0.69
03/10/2015 02:00:00,82.23,25.45,203.92,12.92,41.52,181.98,65.5,2.87,17.66,106.83,33.55,,79.57,,,398.17,740.0,0.41
03/10/2015 03:00:00,73.92,24.97,225.5,12.92,42.73,160.55,66.67,2.95,18.42,97.82,28.03,,69.40,,,409.83,740.0,1.18
03/10/2015 04:00:00,73.51,24.14,231.42,13.0,47.06,165.97,67.58,2.27,18.52,105.0,21.88,,73.58,,,401.45,740.0,0.96
03/10/2015 05:00:00,75.13,23.89,220.58,13.58,44.82,178.87,65.33,1.43,18.17,99.09,11.52,,81.93,,,348.33,740.0,1.24
03/10/2015 06:00:00,81.56,24.4,228.25,199.92,45.88,337.42,62.92,1.41,19.72,99.17,9.89,,193.88,,,443.17,740.0,0.77
03/10/2015 07:00:00,76.6,28.32,240.67,402.83,38.97,262.04,53.5,1.59,19.62,113.83,12.31,,142.18,,,783.50,740.0,0.89
03/10/2015 08:00:00,115.03,31.42,254.67,424.0,38.13,403.18,46.92,1.73,20.06,87.83,13.22,,220.02,,,545.83,740.0,1.24
03/10/2015 09:00:00,126.06,33.23,268.08,433.92,30.96,466.76,43.33,3.72,20.16,111.64,21.98,,259.53,,,604.36,740.0,1.49
03/10/2015 10:00:00,125.2,34.73,269.17,439.08,63.06,327.94,39.92,3.09,19.41,112.73,21.54,,159.66,,,555.67,740.0,1.73
03/10/2015 11:00:00,133.38,36.09,272.42,438.75,34.56,333.56,35.75,1.33,54.75,135.17,18.22,,157.33,,,648.00,740.0,1.7
03/10/2015 12:00:00,108.75,36.72,265.17,440.08,33.52,200.13,32.58,1.83,13.24,113.17,21.49,,75.60,,,624.67,740.0,2.29
03/10/2015 13:00:00,80.23,37.17,272.92,425.0,30.92,123.48,30.5,1.18,6.03,115.09,17.37,,38.05,,,801.67,740.0,2.22
03/10/2015 14:00:00,79.88,37.32,272.42,425.83,31.4,122.72,30.0,0.93,3.9,76.17,13.03,,37.76,,,471.17,740.0,1.93
