Time,ITO/Nitrogen Dioxide(NO2),ITO/Ozone(OZONE),ITO/Ammonia(NH3),ITO/Oxides of Nitrogen(NOx),ITO/Carbon Monoxide(CO),ITO/Sulfur Dioxide(SO2),ITO/PM2.5(PM2.5),ITO/Nitric Oxide(NO),ITO/PM10(PM10)
10/05/2012 13:00:00,26.5,117.0,,15.25,1.2,9.5,,4.0,
10/05/2012 14:00:00,30.25,113.75,,17.75,1.54,7.92,,4.25,
10/05/2012 15:00:00,38.75,123.25,,22.00,1.21,12.52,,4.0,
10/05/2012 16:00:00,51.0,135.5,,28.75,1.42,23.88,,4.25,
10/05/2012 17:00:00,87.0,53.0,,50.25,1.73,18.98,,6.25,
10/05/2012 18:00:00,92.5,31.5,,56.25,1.98,14.82,,10.25,
10/05/2012 19:00:00,35.0,67.5,,21.25,1.17,7.6,,4.0,
10/05/2012 20:00:00,44.0,95.25,,26.25,1.2,7.45,,5.0,
10/05/2012 21:00:00,69.5,74.5,,46.00,1.22,6.17,,12.0,
10/05/2012 22:00:00,72.5,63.0,,42.75,1.15,5.5,,6.25,
10/05/2012 23:00:00,34.75,68.5,,19.75,1.05,4.72,,4.0,
11/05/2012 00:00:00,28.0,109.25,,16.75,0.95,5.9,,4.5,
11/05/2012 01:00:00,26.25,51.75,,16.00,1.34,6.4,,4.5,
11/05/2012 02:00:00,24.25,49.25,,14.00,1.16,4.68,,3.5,
11/05/2012 03:00:00,26.0,41.75,,15.50,1.33,5.3,,4.25,
11/05/2012 04:00:00,45.0,27.25,,28.25,1.31,5.58,,5.5,
11/05/2012 05:00:00,51.25,40.25,,32.25,1.4,4.97,,6.5,
11/05/2012 06:00:00,74.0,48.5,,61.00,1.78,5.2,,26.75,
11/05/2012 07:00:00,93.75,55.0,,89.75,1.61,9.88,,49.5,
11/05/2012 08:00:00,82.25,9.25,,62.25,2.3,24.03,,22.75,
11/05/2012 09:00:00,59.0,41.5,,36.25,0.62,20.82,,7.0,
11/05/2012 10:00:00,50.25,68.5,,29.00,0.56,18.6,,5.0,
11/05/2012 11:00:00,36.0,96.5,,21.25,0.53,20.32,,5.0,
11/05/2012 12:00:00,36.25,116.0,,22.00,0.55,25.57,,5.25,
11/05/2012 13:00:00,29.25,112.75,,18.25,0.54,27.18,,5.0,
11/05/2012 14:00:00,30.5,104.5,,18.75,0.72,23.98,,5.0,
11/05/2012 15:00:00,32.5,96.75,,20.25,1.7,15.5,,6.0,
11/05/2012 16:00:00,33.0,77.25,,19.75,1.73,9.45,,4.75,
11/05/2012 17:00:00,80.5,27.5,,50.75,2.24,9.52,,10.25,
11/05/2012 18:00:00,118.75,30.5,,92.50,2.48,7.1,,36.25,
11/05/2012 19:00:00,113.75,11.0,,97.50,2.69,6.7,,45.25,
11/05/2012 20:00:00,97.25,19.0,,58.75,2.22,7.15,,9.25,
11/05/2012 21:00:00,102.75,17.5,,64.00,2.44,8.55,,11.75,
11/05/2012 22:00:00,111.75,61.0,,74.75,2.17,9.18,,18.5,
11/05/2012 23:00:00,121.25,12.75,,89.25,2.4,10.18,,30.25,
12/05/2012 00:00:00,157.5,12.5,,168.00,2.63,11.13,,103.0,
12/05/2012 01:00:00,123.0,9.75,,107.50,2.31,10.7,,51.75,
12/05/2012 02:00:00,97.75,7.25,,84.00,1.84,11.4,,39.5,
12/05/2012 03:00:00,101.75,13.5,,104.25,1.88,13.45,,61.75,
12/05/2012 04:00:00,106.0,23.75,,120.50,1.96,12.03,,79.0,
12/05/2012 05:00:00,125.5,25.25,,167.75,2.12,11.57,,124.75,
12/05/2012 06:00:00,111.75,64.25,,159.25,2.24,10.4,,122.75,
12/05/2012 07:00:00,104.5,21.5,,104.25,1.97,9.1,,59.75,
12/05/2012 08:00:00,80.5,19.75,,60.00,1.62,19.02,,20.75,
12/05/2012 09:00:00,54.5,47.0,,32.25,1.13,22.27,,4.5,
12/05/2012 10:00:00,32.75,68.0,,19.50,1.12,24.18,,3.5,
12/05/2012 11:00:00,26.0,80.0,,15.75,0.88,15.57,,4.5,
12/05/2012 12:00:00,22.25,69.0,,13.25,0.77,9.88,,4.0,
12/05/2012 13:00:00,19.0,111.75,,11.25,0.86,6.72,,4.25,
12/05/2012 14:00:00,24.0,125.25,,14.50,0.78,6.68,,5.0,
12/05/2012 15:00:00,39.0,111.75,,22.50,0.72,6.28,,4.25,
12/05/2012 16:00:00,104.75,40.5,,61.00,1.21,7.7,,7.25,
12/05/2012 17:00:00,33.0,53.0,,20.00,1.03,8.53,,5.0,
12/05/2012 18:00:00,25.25,75.5,,21.67,0.64,8.35,,5.75,
12/05/2012 19:00:00,4.0,29.25,,,0.73,4.73,,3.0,
12/05/2012 20:00:00,46.75,23.5,,45.00,1.1,6.17,,25.25,
12/05/2012 21:00:00,76.0,17.5,,52.00,0.73,6.0,,14.5,
12/05/2012 22:00:00,86.5,15.25,,64.50,0.76,5.65,,22.75,
12/05/2012 23:00:00,89.5,12.5,,72.50,0.89,5.47,,30.75,
13/05/2012 00:00:00,97.75,12.0,,93.25,0.83,5.8,,50.75,
13/05/2012 01:00:00,100.25,11.0,,100.50,0.71,5.75,,57.75,
13/05/2012 02:00:00,55.25,14.5,,52.75,0.57,7.05,,20.5,
13/05/2012 03:00:00,68.25,16.5,,54.50,0.55,7.67,,22.0,
13/05/2012 04:00:00,69.75,15.5,,54.50,0.54,11.72,,21.25,
13/05/2012 05:00:00,53.5,16.25,,36.50,0.55,14.27,,10.25,
13/05/2012 06:00:00,65.5,18.0,,61.75,0.62,12.52,,33.0,
13/05/2012 07:00:00,69.75,13.0,,55.75,0.57,15.4,,23.25,
13/05/2012 08:00:00,38.75,31.5,,24.00,0.55,10.0,,5.5,
13/05/2012 09:00:00,37.5,45.25,,23.50,0.54,5.78,,5.5,
13/05/2012 10:00:00,28.5,58.0,,17.50,0.54,8.95,,4.75,
13/05/2012 11:00:00,30.25,89.25,,17.50,0.56,15.95,,3.75,
13/05/2012 12:00:00,34.25,116.75,,20.25,0.54,26.02,,4.0,
13/05/2012 13:00:00,28.25,103.5,,16.25,0.54,16.28,,4.0,
13/05/2012 14:00:00,26.0,105.0,,15.25,0.54,9.77,,3.5,
13/05/2012 15:00:00,28.0,100.0,,16.25,0.55,6.85,,3.5,
13/05/2012 16:00:00,32.25,121.75,,18.50,0.58,7.8,,3.75,
13/05/2012 17:00:00,36.75,107.5,,21.00,0.55,7.15,,3.0,
13/05/2012 18:00:00,48.0,75.75,,26.75,0.53,5.25,,3.75,
13/05/2012 19:00:00,72.25,44.75,,40.50,0.58,5.92,,4.25,
13/05/2012 20:00:00,77.5,32.5,,43.50,0.59,7.4,,4.0,
13/05/2012 21:00:00,115.25,16.0,,84.00,0.68,9.25,,28.0,
13/05/2012 22:00:00,107.0,13.75,,78.25,0.64,10.2,,26.0,
13/05/2012 23:00:00,67.5,28.75,,39.00,0.55,8.93,,4.75,
14/05/2012 00:00:00,62.0,29.5,,36.00,0.54,6.7,,4.5,
14/05/2012 01:00:00,51.0,29.25,,29.50,0.53,5.97,,4.0,
14/05/2012 02:00:00,41.75,35.5,,24.50,0.52,6.5,,4.5,
14/05/2012 03:00:00,23.5,44.5,,14.00,0.53,6.5,,3.25,
14/05/2012 04:00:00,21.0,52.0,,13.00,0.56,4.8,,3.75,
14/05/2012 05:00:00,24.25,51.0,,14.75,0.55,3.53,,3.75,
14/05/2012 06:00:00,35.25,41.25,,20.50,0.54,3.98,,3.75,
14/05/2012 07:00:00,39.5,34.75,,23.75,0.54,6.1,,4.25,
14/05/2012 08:00:00,40.5,39.5,,25.25,0.54,6.27,,4.75,
14/05/2012 09:00:00,43.75,54.0,,26.00,1.26,7.72,,4.5,
14/05/2012 10:00:00,57.5,51.5,,33.75,1.22,8.2,,5.5,
14/05/2012 11:00:00,59.25,52.25,,34.25,1.03,10.47,,5.0,
14/05/2012 12:00:00,59.25,54.75,,34.25,1.11,9.9,,4.75,
14/05/2012 13:00:00,76.5,43.0,,45.50,1.29,11.82,,6.0,
14/05/2012 14:00:00,105.5,24.75,,65.75,1.59,9.5,,12.25,
14/05/2012 15:00:00,82.25,48.5,,47.50,1.22,8.58,,6.5,
14/05/2012 16:00:00,68.75,52.0,,39.50,1.12,6.85,,5.25,
14/05/2012 17:00:00,60.25,66.25,,34.25,1.06,8.77,,4.75,
14/05/2012 18:00:00,122.0,28.5,,86.00,2.1,12.35,,26.75,
14/05/2012 19:00:00,158.0,12.25,,131.75,2.47,15.8,,59.25,
14/05/2012 20:00:00,123.0,14.75,,82.25,1.76,13.93,,20.5,
14/05/2012 21:00:00,89.75,26.75,,54.00,1.23,12.17,,7.75,
14/05/2012 22:00:00,51.5,55.75,,29.00,0.93,8.78,,4.25,
14/05/2012 23:00:00,50.25,54.75,,28.00,0.79,6.95,,4.0,
15/05/2012 00:00:00,113.5,15.0,,100.50,1.23,7.15,,49.75,
15/05/2012 01:00:00,89.25,87.75,,56.50,0.88,4.8,,11.5,
15/05/2012 02:00:00,74.5,123.25,,46.25,0.75,6.28,,9.0,
15/05/2012 03:00:00,100.0,41.75,,91.00,0.95,9.6,,46.5,
15/05/2012 04:00:00,125.75,14.0,,152.75,1.36,11.15,,105.25,
15/05/2012 05:00:00,130.0,18.0,,166.25,1.32,10.52,,119.5,
15/05/2012 06:00:00,145.25,23.75,,205.00,1.81,9.15,,156.25,
15/05/2012 07:00:00,121.5,21.5,,136.75,1.26,8.1,,88.5,
15/05/2012 08:00:00,115.0,14.75,,96.75,1.01,10.45,,44.0,
15/05/2012 09:00:00,84.0,41.75,,53.50,0.87,15.42,,11.0,
15/05/2012 10:00:00,62.5,99.5,,35.25,0.88,15.72,,4.25,
15/05/2012 11:00:00,47.0,121.75,,27.25,0.78,18.35,,4.25,
15/05/2012 12:00:00,33.25,131.25,,19.25,0.79,10.63,,4.0,
15/05/2012 13:00:00,28.0,141.25,,16.25,1.02,4.98,,4.25,
15/05/2012 14:00:00,27.0,128.5,,16.25,0.99,3.78,,4.5,
15/05/2012 15:00:00,32.0,113.25,,18.75,1.08,2.65,,4.75,
15/05/2012 16:00:00,35.5,100.0,,20.50,1.08,3.83,,4.25,
15/05/2012 17:00:00,46.0,93.75,,27.00,0.98,4.2,,4.5,
15/05/2012 18:00:00,62.25,62.25,,34.75,1.05,6.63,,4.25,
15/05/2012 19:00:00,124.25,29.0,,74.25,1.75,14.03,,11.25,
15/05/2012 20:00:00,224.0,13.5,,229.25,3.75,15.27,,131.75,
15/05/2012 21:00:00,248.0,11.5,,301.75,4.94,19.6,,199.5,
15/05/2012 22:00:00,248.75,14.25,,328.00,4.99,15.15,,227.25,
15/05/2012 23:00:00,257.75,12.25,,353.50,4.88,16.02,,217.0,
16/05/2012 00:00:00,229.25,11.0,,310.75,3.79,15.38,,208.67,
16/05/2012 01:00:00,165.5,12.25,,200.75,1.94,29.7,,138.5,
16/05/2012 02:00:00,165.75,11.75,,215.00,2.05,29.35,,154.0,
16/05/2012 03:00:00,168.0,13.5,,215.75,2.86,27.82,,154.0,
16/05/2012 04:00:00,174.25,11.0,,245.50,2.14,22.08,,185.5,
16/05/2012 05:00:00,140.5,11.25,,188.00,1.56,21.2,,131.0,
16/05/2012 06:00:00,90.25,12.75,,81.00,0.8,20.07,,41.0,
16/05/2012 07:00:00,101.25,12.0,,91.50,1.15,17.8,,46.5,
16/05/2012 08:00:00,55.75,27.25,,36.00,0.86,15.38,,8.0,
16/05/2012 09:00:00,37.75,51.25,,22.50,1.68,10.72,,4.5,
16/05/2012 10:00:00,37.25,63.25,,22.75,1.2,11.63,,4.75,
16/05/2012 11:00:00,50.0,74.5,,30.25,0.67,8.8,,6.0,
16/05/2012 12:00:00,57.0,114.0,,33.75,0.55,10.5,,5.75,
16/05/2012 13:00:00,32.75,114.25,,19.75,0.52,6.33,,4.75,
16/05/2012 14:00:00,28.0,122.5,,16.75,0.54,4.58,,4.25,
16/05/2012 15:00:00,32.25,101.0,,18.50,0.55,2.77,,4.25,
16/05/2012 16:00:00,37.25,105.25,,21.25,0.53,3.23,,4.0,
16/05/2012 17:00:00,54.5,94.5,,31.25,0.55,2.63,,4.75,
16/05/2012 18:00:00,67.5,68.75,,37.25,0.57,7.6,,4.25,
16/05/2012 19:00:00,154.25,26.5,,126.50,1.39,13.5,,56.0,
16/05/2012 20:00:00,203.0,12.75,,353.50,5.41,17.88,,220.5,
16/05/2012 21:00:00,81.75,13.75,,340.25,6.11,21.43,,,
16/05/2012 22:00:00,50.25,13.25,,320.25,6.37,19.3,,,
16/05/2012 23:00:00,81.0,12.25,,324.50,4.55,15.2,,,
17/05/2012 00:00:00,46.25,12.75,,336.50,4.44,15.03,,,
17/05/2012 01:00:00,77.75,14.0,,342.75,3.61,15.4,,,
17/05/2012 02:00:00,159.75,11.5,,342.25,2.6,17.45,,226.5,
17/05/2012 03:00:00,113.0,11.5,,118.00,0.59,28.8,,71.0,
17/05/2012 04:00:00,30.25,26.25,,20.50,0.57,10.78,,7.0,
17/05/2012 05:00:00,22.0,34.0,,14.50,0.57,2.83,,4.75,
17/05/2012 06:00:00,34.5,23.25,,22.00,0.57,3.08,,5.75,
17/05/2012 07:00:00,34.5,25.5,,22.00,0.57,3.05,,5.5,
17/05/2012 08:00:00,49.25,24.0,,32.00,0.56,3.88,,8.0,
17/05/2012 09:00:00,57.5,44.0,,38.25,0.67,4.75,,10.5,
17/05/2012 10:00:00,47.0,51.25,,29.00,0.74,15.0,,5.75,
17/05/2012 11:00:00,41.5,62.75,,25.25,1.38,21.05,,5.25,
17/05/2012 12:00:00,35.25,81.5,,20.50,2.62,12.77,,4.5,
17/05/2012 13:00:00,30.75,89.25,,18.75,2.11,10.38,,5.0,
17/05/2012 14:00:00,24.5,88.75,,14.00,2.02,7.67,,4.25,
17/05/2012 15:00:00,30.5,101.0,,17.50,2.54,6.5,,4.25,
17/05/2012 16:00:00,35.75,83.75,,20.50,2.5,7.3,,4.0,
17/05/2012 17:00:00,46.75,86.0,,28.50,1.9,10.08,,6.0,
17/05/2012 18:00:00,52.0,60.0,,29.25,1.49,12.1,,4.5,
17/05/2012 19:00:00,9.75,33.75,,6.00,1.45,19.48,,3.0,
17/05/2012 20:00:00,4.0,46.0,,,2.86,18.52,,3.0,
17/05/2012 21:00:00,4.0,53.25,,,4.56,20.0,,3.0,
17/05/2012 22:00:00,4.0,39.5,,,4.79,11.18,,3.0,
17/05/2012 23:00:00,84.5,14.5,,58.00,2.0,11.4,,17.0,
18/05/2012 00:00:00,96.5,15.5,,58.25,1.63,15.65,,9.0,
18/05/2012 01:00:00,112.25,11.0,,97.25,1.8,16.68,,45.5,
18/05/2012 02:00:00,94.0,8.5,,80.00,1.9,20.05,,37.0,
18/05/2012 03:00:00,41.0,26.25,,24.75,1.45,24.7,,5.25,
18/05/2012 04:00:00,37.5,35.75,,23.50,1.23,19.43,,6.0,
18/05/2012 05:00:00,42.25,31.25,,26.75,0.97,13.98,,6.75,
18/05/2012 06:00:00,39.0,28.0,,23.75,1.0,12.63,,4.5,
18/05/2012 07:00:00,25.5,40.25,,15.75,0.71,5.7,,3.75,
18/05/2012 08:00:00,27.75,33.5,,16.25,0.74,4.5,,3.75,
18/05/2012 09:00:00,38.5,51.0,,23.25,1.17,4.22,,4.5,
18/05/2012 10:00:00,42.75,56.5,,26.00,1.18,7.1,,5.25,
18/05/2012 11:00:00,31.5,75.5,,18.00,0.72,10.55,,4.25,
18/05/2012 12:00:00,4.5,80.75,,3.00,0.97,9.07,,2.5,
18/05/2012 13:00:00,11.25,82.5,,11.00,1.38,3.42,,3.25,
18/05/2012 14:00:00,32.75,78.75,,19.75,1.38,4.13,,5.25,
18/05/2012 15:00:00,33.75,70.25,,20.00,1.36,3.6,,4.75,
18/05/2012 16:00:00,46.25,68.75,,28.25,1.34,1.95,,6.25,
18/05/2012 17:00:00,49.0,63.75,,28.00,1.57,1.73,,4.5,
18/05/2012 18:00:00,61.5,58.75,,34.25,1.43,4.0,,4.5,
18/05/2012 19:00:00,111.75,21.75,,67.75,1.98,7.78,,11.25,
18/05/2012 20:00:00,172.75,11.5,,178.00,3.5,8.7,,105.5,
18/05/2012 21:00:00,141.5,11.75,,122.25,2.89,14.22,,57.75,
18/05/2012 22:00:00,97.0,14.25,,59.75,1.88,15.1,,10.25,
18/05/2012 23:00:00,59.25,30.25,,34.75,1.51,10.07,,5.75,
19/05/2012 00:00:00,46.5,30.0,,28.50,1.24,10.32,,6.0,
19/05/2012 01:00:00,48.25,34.75,,29.00,1.21,13.82,,6.0,
19/05/2012 02:00:00,36.5,34.25,,21.00,1.29,13.05,,4.25,
19/05/2012 03:00:00,38.25,27.0,,22.75,1.24,13.35,,5.5,
19/05/2012 04:00:00,37.5,206.5,,23.75,1.16,8.2,,6.75,
19/05/2012 05:00:00,37.75,168.75,,25.00,1.26,6.2,,7.5,
19/05/2012 06:00:00,36.0,23.25,,22.75,1.34,5.6,,5.75,
19/05/2012 07:00:00,38.25,31.75,,24.50,1.33,6.5,,6.0,
19/05/2012 08:00:00,33.75,51.5,,20.50,1.4,7.72,,4.5,
19/05/2012 09:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 10:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 11:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 12:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 13:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 14:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 15:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 16:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 17:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 18:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 19:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 20:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 21:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 22:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
19/05/2012 23:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
20/05/2012 00:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
20/05/2012 01:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
20/05/2012 02:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
20/05/2012 03:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
20/05/2012 04:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
20/05/2012 05:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
20/05/2012 06:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
20/05/2012 07:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
20/05/2012 08:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
20/05/2012 09:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
20/05/2012 10:00:00,27.0,60.0,,19.00,0.75,9.0,,6.0,
20/05/2012 11:00:00,15.67,85.33,,11.00,1.42,11.87,,4.0,
20/05/2012 12:00:00,7.0,87.0,,6.00,2.17,13.4,,2.0,
20/05/2012 13:00:00,7.0,87.0,,6.00,2.17,13.4,,2.0,
20/05/2012 14:00:00,7.0,87.0,,6.00,2.17,13.4,,2.0,
20/05/2012 15:00:00,7.0,87.0,,6.00,2.17,13.4,,2.0,
20/05/2012 16:00:00,7.0,87.0,,6.00,2.17,13.4,,2.0,
20/05/2012 17:00:00,7.0,87.0,,6.00,2.17,13.4,,2.0,
20/05/2012 18:00:00,7.0,87.0,,6.00,2.17,13.4,,2.0,
20/05/2012 19:00:00,7.0,87.0,,6.00,2.17,13.4,,2.0,
20/05/2012 21:00:00,70.33,14.67,,78.00,2.39,11.13,,51.67,
20/05/2012 22:00:00,170.25,43.0,,242.00,0.57,10.57,,173.0,
20/05/2012 23:00:00,21.5,44.5,,108.25,0.56,13.22,,118.0,
21/05/2012 00:00:00,9.25,24.25,,68.75,0.57,13.93,,78.5,
21/05/2012 01:00:00,32.0,32.25,,104.25,0.57,12.65,,107.5,
21/05/2012 02:00:00,52.0,10.5,,117.50,0.57,11.48,,110.25,
21/05/2012 03:00:00,54.5,24.25,,34.50,0.57,9.17,,8.0,
21/05/2012 04:00:00,73.25,31.75,,66.00,0.57,6.97,,33.25,
21/05/2012 05:00:00,55.5,45.0,,102.25,0.57,5.4,,89.25,
21/05/2012 06:00:00,78.5,76.0,,79.25,0.57,6.45,,45.75,
21/05/2012 07:00:00,42.0,44.75,,25.75,0.57,17.73,,5.25,
21/05/2012 08:00:00,28.0,57.5,,16.50,0.57,25.27,,4.25,
21/05/2012 09:00:00,23.75,61.25,,17.50,0.57,14.38,,6.25,
21/05/2012 10:00:00,3.5,68.75,,-1,0.57,28.5,,2.75,
21/05/2012 11:00:00,4.0,82.5,,,0.57,28.05,,3.0,
21/05/2012 12:00:00,4.0,95.25,,,0.57,11.02,,3.0,
21/05/2012 13:00:00,4.0,125.75,,,0.57,23.52,,3.0,
21/05/2012 14:00:00,4.0,164.5,,,0.57,39.42,,3.0,
21/05/2012 15:00:00,4.0,129.5,,,0.57,9.88,,3.0,
21/05/2012 16:00:00,4.0,127.25,,,0.57,8.95,,3.0,
21/05/2012 17:00:00,4.0,74.0,,,0.57,8.15,,3.0,
21/05/2012 18:00:00,4.0,39.75,,,0.57,6.05,,3.0,
21/05/2012 19:00:00,4.0,20.5,,,0.57,11.75,,3.0,
21/05/2012 20:00:00,4.0,34.5,,,0.57,19.07,,3.0,
21/05/2012 21:00:00,4.0,20.5,,,0.57,22.2,,3.0,
21/05/2012 22:00:00,4.0,17.75,,,0.57,22.08,,3.0,
21/05/2012 23:00:00,4.0,11.5,,,0.57,21.35,,3.0,
22/05/2012 00:00:00,4.0,34.0,,,0.57,16.27,,3.0,
22/05/2012 01:00:00,4.0,126.25,,,0.57,9.05,,3.0,
22/05/2012 02:00:00,4.0,31.75,,,0.57,13.02,,3.0,
22/05/2012 03:00:00,4.0,10.25,,,0.57,21.92,,3.0,
22/05/2012 04:00:00,4.0,11.25,,,0.57,58.67,,3.0,
22/05/2012 05:00:00,4.0,19.25,,,0.57,62.77,,3.0,
22/05/2012 06:00:00,4.0,14.75,,,0.57,61.23,,3.0,
22/05/2012 07:00:00,4.0,14.5,,,0.57,54.67,,3.0,
22/05/2012 08:00:00,4.0,22.5,,,0.57,42.87,,3.0,
22/05/2012 09:00:00,4.0,35.75,,,0.57,27.1,,3.0,
22/05/2012 10:00:00,15.0,64.0,,14.50,0.84,16.1,,3.75,
22/05/2012 11:00:00,31.75,83.75,,18.75,1.54,13.65,,4.0,
22/05/2012 12:00:00,7.5,81.0,,5.33,1.62,7.27,,2.25,
22/05/2012 13:00:00,4.0,104.25,,,1.66,4.5,,3.0,
22/05/2012 14:00:00,4.0,95.5,,,1.33,4.33,,3.0,
22/05/2012 15:00:00,4.0,92.0,,2.00,1.23,2.75,,3.25,
22/05/2012 16:00:00,4.0,90.0,,,1.04,5.22,,3.0,
22/05/2012 17:00:00,4.0,87.0,,,1.26,6.13,,3.0,
22/05/2012 18:00:00,4.0,57.0,,,1.14,16.95,,3.0,
22/05/2012 19:00:00,4.0,18.5,,,2.04,38.7,,3.0,
22/05/2012 20:00:00,4.0,13.5,,,3.7,38.33,,3.0,
22/05/2012 21:00:00,3.75,11.25,,5.00,3.87,39.17,,3.75,
22/05/2012 22:00:00,54.25,13.0,,70.00,2.57,31.43,,51.25,
22/05/2012 23:00:00,95.25,16.5,,57.50,1.01,41.1,,9.5,
23/05/2012 00:00:00,22.75,17.75,,12.75,0.95,33.05,,2.5,
23/05/2012 01:00:00,3.5,22.0,,-1,1.01,32.35,,3.0,
23/05/2012 02:00:00,4.0,17.75,,,0.91,54.45,,3.0,
23/05/2012 03:00:00,4.0,14.5,,,0.97,45.43,,3.0,
23/05/2012 04:00:00,4.0,12.25,,,1.05,30.0,,3.0,
23/05/2012 05:00:00,33.25,10.0,,23.67,1.4,37.17,,3.75,
23/05/2012 06:00:00,112.75,11.25,,71.50,1.67,40.45,,14.25,
23/05/2012 07:00:00,87.75,23.5,,51.00,1.07,47.9,,6.75,
23/05/2012 08:00:00,5.5,55.25,,4.50,1.29,39.75,,2.25,
23/05/2012 09:00:00,4.0,101.5,,,4.75,30.85,,3.0,
23/05/2012 10:00:00,4.0,135.75,,,12.31,25.1,,3.0,
23/05/2012 12:00:00,23.0,89.5,,13.50,4.0,5.8,,3.0,
23/05/2012 13:00:00,25.75,104.75,,15.50,5.89,3.4,,3.25,
23/05/2012 14:00:00,22.75,161.0,,13.50,6.04,2.73,,3.75,
23/05/2012 15:00:00,11.0,137.5,,8.00,6.13,2.42,,3.0,
23/05/2012 16:00:00,4.0,105.0,,,5.24,2.4,,3.0,
23/05/2012 17:00:00,4.0,92.75,,,5.04,1.9,,3.0,
23/05/2012 18:00:00,4.0,79.5,,,5.37,3.95,,3.0,
23/05/2012 19:00:00,4.0,50.25,,,5.52,10.67,,3.0,
23/05/2012 20:00:00,4.0,33.5,,,5.91,9.85,,3.0,
23/05/2012 21:00:00,4.0,99.75,,,5.8,11.5,,3.0,
23/05/2012 22:00:00,4.0,96.75,,,5.63,16.15,,3.0,
23/05/2012 23:00:00,4.0,30.5,,,5.62,40.22,,3.0,
24/05/2012 00:00:00,4.0,35.0,,,5.28,46.28,,3.0,
24/05/2012 01:00:00,4.0,30.25,,,5.25,69.38,,3.0,
24/05/2012 02:00:00,4.0,56.25,,,5.26,24.77,,3.0,
24/05/2012 03:00:00,4.0,200.75,,,5.45,15.47,,3.0,
24/05/2012 04:00:00,4.0,46.0,,,5.52,42.13,,3.0,
24/05/2012 05:00:00,4.0,24.0,,,5.75,50.85,,3.0,
24/05/2012 06:00:00,4.0,25.25,,,6.03,43.95,,3.0,
24/05/2012 07:00:00,4.0,26.25,,,6.45,29.0,,3.0,
24/05/2012 08:00:00,13.25,74.25,,9.33,6.3,23.2,,2.5,
24/05/2012 09:00:00,8.5,83.0,,5.67,6.03,17.53,,2.25,
24/05/2012 10:00:00,4.0,125.0,,,5.16,9.65,,3.0,
24/05/2012 11:00:00,19.0,113.0,,12.00,4.89,1.5,,5.0,
24/05/2012 12:00:00,52.5,93.0,,36.00,4.66,3.25,,11.75,
24/05/2012 13:00:00,38.0,108.0,,24.00,2.72,2.3,,5.0,
24/05/2012 14:00:00,38.0,108.0,,24.00,2.72,2.3,,5.0,
24/05/2012 15:00:00,38.0,108.0,,24.00,2.72,2.3,,5.0,
24/05/2012 16:00:00,67.5,87.25,,51.00,4.31,3.08,,19.0,
24/05/2012 17:00:00,89.5,65.25,,62.75,4.95,3.9,,19.5,
24/05/2012 18:00:00,49.5,83.0,,29.00,4.94,7.63,,5.25,
24/05/2012 19:00:00,72.25,55.0,,43.25,5.38,9.95,,8.0,
24/05/2012 20:00:00,116.25,22.75,,80.00,5.88,12.95,,22.5,
24/05/2012 21:00:00,78.0,35.5,,44.00,6.24,13.2,,5.25,
24/05/2012 22:00:00,62.25,43.5,,35.25,6.12,15.6,,4.75,
24/05/2012 23:00:00,77.0,33.25,,44.00,5.94,19.65,,5.25,
25/05/2012 00:00:00,53.75,64.75,,30.75,5.71,23.15,,4.75,
25/05/2012 01:00:00,60.5,212.25,,36.75,5.95,15.02,,7.5,
25/05/2012 02:00:00,51.25,127.5,,29.25,5.68,17.85,,5.0,
25/05/2012 03:00:00,40.0,39.5,,22.75,5.7,24.8,,4.5,
25/05/2012 04:00:00,52.75,40.25,,30.00,5.9,28.6,,4.25,
