Time,ITO/Nitrogen Dioxide(NO2),ITO/Ozone(OZONE),ITO/Ammonia(NH3),ITO/Oxides of Nitrogen(NOx),ITO/Carbon Monoxide(CO),ITO/Sulfur Dioxide(SO2),ITO/PM2.5(PM2.5),ITO/Nitric Oxide(NO),ITO/PM10(PM10)
25/04/2012 06:00:00,83.75,22.5,,59.75,1.54,25.93,,18.75,
25/04/2012 07:00:00,99.0,18.25,,77.50,1.86,27.27,,30.75,
25/04/2012 08:00:00,98.5,40.75,,61.00,1.57,25.85,,10.75,
25/04/2012 09:00:00,60.25,56.5,,37.00,1.13,29.73,,6.5,
25/04/2012 10:00:00,43.0,65.0,,26.25,1.17,42.63,,5.0,
25/04/2012 11:00:00,40.75,89.75,,25.00,1.06,33.48,,4.75,
25/04/2012 12:00:00,30.25,110.25,,18.25,1.07,21.27,,3.0,
25/04/2012 13:00:00,28.0,118.75,,17.00,1.05,23.7,,2.75,
25/04/2012 14:00:00,28.25,119.0,,17.00,1.02,16.43,,2.75,
25/04/2012 15:00:00,29.25,112.0,,16.50,1.09,11.68,,2.75,
25/04/2012 16:00:00,30.0,96.5,,18.00,0.91,9.2,,3.25,
25/04/2012 17:00:00,49.5,67.5,,28.25,1.2,8.07,,3.25,
25/04/2012 18:00:00,90.0,33.5,,55.00,1.37,8.47,,9.5,
25/04/2012 19:00:00,156.25,23.0,,134.50,2.44,9.45,,62.75,
25/04/2012 20:00:00,203.0,34.5,,221.00,3.28,9.98,,139.0,
25/04/2012 21:00:00,254.5,34.75,,304.25,4.86,13.22,,202.0,
25/04/2012 22:00:00,329.0,7.0,,387.00,6.93,16.52,,,
25/04/2012 23:00:00,353.75,48.25,,,7.15,18.48,,181.5,
26/04/2012 00:00:00,329.75,7.75,,294.00,5.7,16.5,,181.0,
26/04/2012 01:00:00,155.25,12.75,,151.00,1.72,24.27,,84.0,
26/04/2012 02:00:00,119.5,46.0,,92.25,1.33,21.52,,35.5,
26/04/2012 03:00:00,145.75,16.5,,163.75,1.91,20.8,,106.0,
26/04/2012 04:00:00,197.0,25.0,,191.00,1.96,18.6,,106.0,
26/04/2012 05:00:00,224.0,32.25,,249.00,2.29,12.98,,156.25,
26/04/2012 06:00:00,150.0,68.75,,157.75,1.93,20.7,,96.0,
26/04/2012 07:00:00,78.0,66.0,,48.75,1.29,38.0,,9.0,
26/04/2012 08:00:00,102.5,25.0,,64.25,1.51,51.73,,12.25,
26/04/2012 09:00:00,97.25,24.5,,57.00,1.26,71.13,,6.75,
26/04/2012 10:00:00,78.5,68.5,,44.25,0.76,31.1,,3.5,
26/04/2012 11:00:00,49.5,87.5,,28.50,0.59,14.58,,3.5,
26/04/2012 12:00:00,45.5,102.0,,27.00,0.72,15.32,,4.5,
26/04/2012 13:00:00,33.5,120.75,,19.50,0.6,15.15,,3.5,
26/04/2012 14:00:00,35.75,172.5,,20.50,0.66,14.38,,2.5,
26/04/2012 15:00:00,36.25,112.25,,20.75,0.66,9.53,,2.75,
26/04/2012 16:00:00,32.0,54.75,,19.75,0.6,9.77,,4.25,
26/04/2012 17:00:00,48.0,36.75,,29.25,0.93,8.4,,5.25,
26/04/2012 18:00:00,54.25,36.75,,32.50,1.07,7.1,,5.25,
26/04/2012 19:00:00,66.0,21.0,,39.75,1.88,7.35,,6.25,
26/04/2012 20:00:00,37.5,65.75,,21.75,1.93,6.25,,2.75,
26/04/2012 21:00:00,76.5,26.5,,57.25,2.62,4.85,,21.0,
26/04/2012 22:00:00,81.5,17.25,,54.00,2.44,5.85,,13.0,
26/04/2012 23:00:00,72.75,17.25,,44.25,2.1,8.0,,6.5,
27/04/2012 00:00:00,57.25,27.0,,33.50,1.79,10.13,,3.75,
27/04/2012 01:00:00,51.25,26.5,,30.00,1.81,10.28,,3.5,
27/04/2012 02:00:00,48.75,33.75,,28.50,1.72,9.9,,3.25,
27/04/2012 03:00:00,46.0,28.25,,28.00,1.83,9.63,,4.25,
27/04/2012 04:00:00,56.0,29.5,,42.50,2.03,11.18,,15.25,
27/04/2012 05:00:00,60.25,31.25,,53.75,2.09,10.53,,26.25,
27/04/2012 06:00:00,48.75,29.25,,35.50,1.83,9.97,,11.5,
27/04/2012 07:00:00,56.0,28.25,,39.75,2.04,14.05,,12.5,
27/04/2012 08:00:00,50.5,40.5,,32.00,1.75,21.77,,6.5,
27/04/2012 09:00:00,44.75,58.5,,27.25,1.65,21.32,,4.5,
27/04/2012 10:00:00,37.75,77.5,,23.25,1.5,15.5,,4.25,
27/04/2012 11:00:00,29.25,94.0,,17.50,1.3,14.07,,3.5,
27/04/2012 12:00:00,33.25,106.0,,19.75,1.62,11.95,,4.0,
27/04/2012 13:00:00,25.25,120.75,,15.25,1.15,9.13,,3.25,
27/04/2012 14:00:00,24.0,121.0,,14.25,1.14,6.92,,3.75,
27/04/2012 15:00:00,23.25,126.5,,14.25,0.96,4.1,,3.0,
27/04/2012 16:00:00,29.25,115.75,,17.25,1.18,4.22,,3.25,
27/04/2012 17:00:00,41.0,104.0,,24.00,1.22,5.13,,3.75,
27/04/2012 18:00:00,48.5,91.5,,27.50,1.59,6.63,,3.5,
27/04/2012 19:00:00,53.25,72.25,,29.75,1.78,7.3,,3.25,
27/04/2012 20:00:00,80.75,42.75,,46.00,1.65,9.88,,4.25,
27/04/2012 21:00:00,65.75,46.5,,37.25,1.44,15.7,,3.75,
27/04/2012 22:00:00,58.5,47.0,,33.00,1.54,13.05,,3.0,
27/04/2012 23:00:00,80.0,31.25,,44.50,1.48,14.97,,3.25,
28/04/2012 00:00:00,96.0,21.25,,55.50,1.47,21.32,,5.5,
28/04/2012 01:00:00,84.0,18.25,,50.50,1.4,24.07,,8.0,
28/04/2012 02:00:00,82.5,16.75,,53.25,1.27,39.07,,11.75,
28/04/2012 03:00:00,96.75,17.0,,77.25,1.37,30.13,,31.75,
28/04/2012 04:00:00,111.75,19.25,,111.00,1.37,24.27,,63.75,
28/04/2012 05:00:00,105.75,17.5,,104.25,1.36,26.3,,59.0,
28/04/2012 06:00:00,72.0,17.75,,51.25,1.59,27.45,,16.0,
28/04/2012 07:00:00,61.75,28.0,,39.50,1.44,27.65,,8.25,
28/04/2012 08:00:00,49.25,47.75,,29.75,1.19,24.38,,4.75,
28/04/2012 09:00:00,48.25,79.75,,27.75,1.01,24.43,,3.75,
28/04/2012 10:00:00,34.0,120.0,,19.50,0.84,19.0,,3.5,
28/04/2012 11:00:00,28.0,133.75,,17.00,0.69,8.8,,4.25,
28/04/2012 12:00:00,23.0,168.0,,14.25,0.72,5.83,,4.25,
28/04/2012 13:00:00,20.0,138.0,,12.00,0.69,9.88,,4.0,
28/04/2012 14:00:00,21.25,130.5,,13.00,0.68,4.85,,4.25,
28/04/2012 15:00:00,22.5,128.0,,13.50,0.58,2.07,,4.0,
28/04/2012 16:00:00,31.0,111.75,,18.00,0.65,2.67,,4.0,
28/04/2012 17:00:00,30.5,96.25,,17.75,0.69,3.73,,4.0,
28/04/2012 18:00:00,41.0,81.0,,23.50,0.69,6.4,,3.5,
28/04/2012 19:00:00,71.75,41.25,,42.00,1.02,7.17,,6.0,
28/04/2012 20:00:00,108.33,19.67,,79.67,1.19,15.4,,27.0,
28/04/2012 21:00:00,129.5,15.25,,125.25,2.09,30.77,,70.0,
28/04/2012 22:00:00,195.5,12.75,,260.00,3.52,34.1,,190.5,
29/04/2012 00:00:00,35.75,47.0,,20.75,0.91,23.43,,3.75,
29/04/2012 01:00:00,41.5,41.0,,24.50,0.9,22.85,,4.5,
29/04/2012 02:00:00,67.25,29.25,,42.25,0.91,22.1,,8.25,
29/04/2012 03:00:00,94.0,90.33,,82.67,1.26,26.1,,39.67,
29/04/2012 04:00:00,106.0,123.25,,114.75,1.18,20.55,,72.0,
29/04/2012 05:00:00,125.25,31.25,,151.00,1.41,23.88,,103.5,
29/04/2012 12:00:00,49.5,131.0,,30.50,0.57,16.2,,6.0,
29/04/2012 13:00:00,26.25,152.25,,15.50,0.56,10.68,,4.25,
29/04/2012 14:00:00,22.75,184.0,,13.75,0.55,5.07,,4.0,
29/04/2012 15:00:00,27.75,153.75,,16.50,0.52,5.88,,4.25,
29/04/2012 16:00:00,27.5,167.5,,16.00,0.55,5.75,,4.0,
29/04/2012 17:00:00,31.25,158.5,,17.50,0.51,5.33,,4.0,
30/04/2012 08:00:00,70.0,32.75,,46.50,0.73,37.35,,11.5,
30/04/2012 09:00:00,72.75,45.0,,49.00,0.84,26.78,,13.25,
30/04/2012 10:00:00,72.0,61.5,,45.00,0.66,46.75,,9.0,
30/04/2012 11:00:00,73.5,82.25,,47.25,0.64,27.75,,10.75,
30/04/2012 12:00:00,55.5,104.75,,33.50,0.55,19.13,,6.0,
30/04/2012 13:00:00,51.75,103.5,,31.00,0.53,29.3,,5.25,
30/04/2012 14:00:00,52.5,113.5,,30.75,0.53,35.48,,5.0,
30/04/2012 15:00:00,58.75,111.25,,35.25,0.54,38.2,,6.5,
30/04/2012 16:00:00,75.5,94.75,,45.25,0.58,18.43,,8.0,
30/04/2012 17:00:00,110.75,75.25,,71.50,0.66,15.65,,15.75,
30/04/2012 18:00:00,90.5,69.5,,60.25,0.58,18.38,,15.0,
30/04/2012 19:00:00,61.75,55.25,,42.00,0.57,8.3,,11.75,
30/04/2012 20:00:00,71.5,42.0,,47.25,0.62,12.8,,12.0,
30/04/2012 21:00:00,55.0,33.25,,31.75,0.61,21.45,,4.0,
30/04/2012 22:00:00,28.25,144.25,,17.00,0.61,10.92,,3.0,
30/04/2012 23:00:00,33.0,42.25,,19.00,0.6,13.45,,3.0,
01/05/2012 00:00:00,26.75,126.0,,15.75,0.6,7.6,,3.0,
01/05/2012 01:00:00,37.5,113.25,,21.50,0.56,6.92,,3.0,
01/05/2012 02:00:00,45.25,34.0,,25.50,0.53,12.77,,3.0,
01/05/2012 03:00:00,40.75,34.0,,23.00,0.54,19.35,,3.0,
01/05/2012 04:00:00,43.0,107.75,,25.50,0.6,17.85,,4.25,
01/05/2012 05:00:00,81.25,54.5,,55.00,0.69,29.98,,14.75,
01/05/2012 06:00:00,105.5,52.0,,94.25,0.81,23.52,,47.0,
01/05/2012 07:00:00,89.25,49.0,,67.75,0.74,18.43,,25.0,
01/05/2012 08:00:00,73.25,22.0,,46.25,0.69,27.6,,8.75,
01/05/2012 09:00:00,43.75,80.25,,26.75,0.63,26.15,,4.5,
01/05/2012 10:00:00,34.0,78.0,,20.75,0.63,30.77,,4.25,
01/05/2012 11:00:00,29.5,104.0,,17.75,0.52,24.63,,4.25,
01/05/2012 12:00:00,25.25,120.0,,15.25,0.55,17.8,,4.0,
01/05/2012 13:00:00,21.25,125.75,,12.75,0.54,10.97,,4.5,
01/05/2012 14:00:00,25.25,130.75,,14.75,0.54,12.35,,4.5,
01/05/2012 15:00:00,35.5,134.5,,21.25,0.53,9.58,,5.0,
01/05/2012 16:00:00,43.0,138.5,,24.00,0.58,9.48,,4.25,
01/05/2012 17:00:00,39.0,139.0,,22.25,0.57,9.97,,4.0,
01/05/2012 18:00:00,123.75,49.75,,79.50,0.8,11.32,,17.5,
01/05/2012 19:00:00,163.0,16.25,,108.25,1.22,13.95,,26.5,
01/05/2012 20:00:00,159.75,12.75,,117.25,0.99,13.55,,40.0,
01/05/2012 21:00:00,128.25,16.25,,97.25,1.29,30.5,,36.0,
01/05/2012 22:00:00,65.75,43.25,,37.25,0.72,31.85,,4.5,
01/05/2012 23:00:00,50.75,67.0,,29.00,0.59,28.85,,4.5,
02/05/2012 00:00:00,51.25,120.25,,29.00,0.64,25.32,,4.25,
02/05/2012 01:00:00,48.25,71.5,,28.00,0.54,38.55,,4.5,
02/05/2012 02:00:00,50.0,65.25,,28.75,0.55,43.2,,4.5,
02/05/2012 03:00:00,71.0,32.75,,47.00,0.53,41.73,,11.5,
02/05/2012 04:00:00,82.75,47.5,,73.75,0.61,37.35,,36.5,
02/05/2012 05:00:00,112.5,59.0,,139.75,0.83,32.65,,98.25,
02/05/2012 06:00:00,114.0,92.5,,135.50,0.93,57.03,,92.0,
02/05/2012 07:00:00,128.5,90.75,,133.75,0.93,89.78,,80.5,
02/05/2012 08:00:00,118.75,26.25,,74.50,0.69,77.7,,13.75,
02/05/2012 09:00:00,44.5,80.5,,26.75,0.57,16.35,,5.5,
02/05/2012 10:00:00,33.5,83.5,,20.25,0.65,14.1,,4.5,
02/05/2012 11:00:00,25.25,79.75,,14.75,0.61,12.7,,3.5,
02/05/2012 12:00:00,24.75,102.25,,14.75,1.06,12.23,,3.0,
02/05/2012 13:00:00,33.0,112.0,,18.75,1.19,10.28,,3.75,
02/05/2012 14:00:00,26.0,106.75,,15.00,0.57,8.0,,3.5,
02/05/2012 15:00:00,28.5,98.5,,16.25,0.57,7.28,,3.75,
02/05/2012 16:00:00,30.0,110.0,,17.25,0.57,9.03,,4.25,
02/05/2012 17:00:00,48.0,82.5,,27.50,0.57,8.38,,4.25,
02/05/2012 18:00:00,49.25,65.0,,28.00,0.57,8.72,,4.25,
02/05/2012 19:00:00,83.5,35.5,,46.75,0.57,10.05,,5.0,
02/05/2012 20:00:00,136.5,15.5,,102.00,0.53,16.83,,36.5,
02/05/2012 21:00:00,142.25,11.75,,121.25,0.53,40.03,,56.0,
02/05/2012 22:00:00,155.25,14.75,,154.50,0.6,39.98,,88.5,
02/05/2012 23:00:00,128.75,48.75,,103.50,0.52,47.08,,42.75,
03/05/2012 00:00:00,118.0,79.0,,84.50,0.57,50.3,,26.25,
03/05/2012 01:00:00,122.25,59.0,,95.50,0.57,60.42,,37.25,
03/05/2012 02:00:00,115.75,35.25,,98.00,0.57,52.88,,44.75,
03/05/2012 03:00:00,111.5,31.25,,97.25,0.57,42.2,,47.0,
03/05/2012 04:00:00,122.25,25.75,,120.25,0.57,32.55,,67.5,
03/05/2012 05:00:00,130.75,15.0,,143.00,0.57,35.92,,90.25,
03/05/2012 06:00:00,143.25,17.25,,168.75,0.57,29.25,,114.25,
03/05/2012 07:00:00,105.0,64.75,,78.75,0.57,24.42,,28.0,
03/05/2012 08:00:00,112.25,25.75,,68.50,0.57,35.42,,11.25,
03/05/2012 09:00:00,72.25,80.0,,40.50,1.01,79.63,,4.0,
03/05/2012 10:00:00,51.0,116.75,,29.00,0.48,26.15,,4.25,
03/05/2012 11:00:00,33.25,117.5,,20.00,1.64,12.53,,5.0,
03/05/2012 12:00:00,30.5,117.0,,18.00,0.6,9.95,,4.5,
03/05/2012 13:00:00,26.75,117.25,,15.50,0.83,8.88,,4.0,
03/05/2012 14:00:00,28.0,144.25,,16.50,0.91,8.13,,4.25,
03/05/2012 15:00:00,25.75,112.5,,14.50,0.86,6.15,,4.0,
03/05/2012 16:00:00,24.75,124.5,,14.25,0.73,6.63,,4.5,
03/05/2012 17:00:00,19.25,108.0,,11.00,0.8,7.02,,3.0,
03/05/2012 18:00:00,5.25,95.5,,3.33,0.86,9.5,,2.75,
03/05/2012 19:00:00,4.0,49.75,,1.50,0.92,17.4,,3.0,
03/05/2012 20:00:00,4.0,15.25,,,2.8,19.63,,3.0,
03/05/2012 21:00:00,4.0,13.0,,,3.14,25.18,,3.0,
03/05/2012 22:00:00,4.0,18.5,,,3.03,43.4,,3.0,
03/05/2012 23:00:00,2.75,49.5,,5.50,3.4,78.95,,4.25,
04/05/2012 00:00:00,8.5,56.25,,61.75,3.47,60.2,,70.5,
04/05/2012 01:00:00,13.25,70.75,,97.25,3.28,47.18,,110.75,
04/05/2012 02:00:00,17.25,81.0,,125.00,3.04,34.75,,142.75,
04/05/2012 03:00:00,19.0,74.75,,139.00,3.3,28.05,,159.0,
04/05/2012 04:00:00,22.25,34.5,,163.75,2.68,23.57,,186.75,
04/05/2012 05:00:00,24.75,55.25,,182.00,2.8,24.88,,208.0,
04/05/2012 06:00:00,39.0,31.5,,196.00,2.4,27.07,,216.0,
04/05/2012 07:00:00,144.75,35.25,,203.25,3.51,35.55,,154.75,
04/05/2012 08:00:00,191.5,18.25,,145.75,5.44,62.67,,53.75,
04/05/2012 09:00:00,132.25,44.5,,75.25,4.45,47.05,,7.0,
04/05/2012 10:00:00,59.5,81.75,,33.50,3.86,31.6,,4.75,
04/05/2012 11:00:00,73.25,70.0,,44.25,3.61,24.63,,8.5,
04/05/2012 12:00:00,46.75,134.75,,26.50,3.6,19.73,,4.5,
04/05/2012 13:00:00,78.25,116.0,,45.00,3.81,19.2,,6.0,
04/05/2012 14:00:00,70.75,113.25,,39.00,3.76,32.2,,4.5,
04/05/2012 15:00:00,39.5,109.0,,22.50,3.17,21.1,,3.75,
04/05/2012 16:00:00,47.75,142.5,,27.00,3.34,12.93,,4.0,
04/05/2012 17:00:00,66.25,72.75,,38.25,3.3,11.05,,5.5,
04/05/2012 18:00:00,172.0,42.0,,113.50,4.5,16.33,,27.75,
04/05/2012 19:00:00,106.25,59.5,,68.25,4.17,24.28,,15.5,
04/05/2012 20:00:00,129.75,16.5,,90.00,4.53,21.6,,26.0,
04/05/2012 21:00:00,132.5,15.75,,100.75,5.06,37.27,,37.25,
04/05/2012 22:00:00,115.75,113.75,,72.25,4.2,50.47,,13.5,
04/05/2012 23:00:00,135.0,96.0,,104.00,4.32,29.78,,39.75,
05/05/2012 00:00:00,155.25,107.75,,159.50,4.79,26.5,,94.25,
05/05/2012 01:00:00,112.75,60.75,,98.25,3.97,28.43,,47.0,
05/05/2012 02:00:00,84.5,15.25,,58.75,3.5,41.88,,17.0,
05/05/2012 03:00:00,101.0,12.75,,87.75,3.48,38.83,,42.0,
05/05/2012 04:00:00,86.75,17.0,,68.00,3.2,21.05,,26.5,
05/05/2012 05:00:00,79.25,17.5,,61.00,3.1,21.58,,23.5,
05/05/2012 06:00:00,79.25,27.0,,57.50,3.16,23.45,,19.25,
05/05/2012 07:00:00,82.0,19.75,,60.75,3.14,17.7,,20.75,
05/05/2012 08:00:00,82.25,16.0,,61.50,3.05,16.4,,22.0,
05/05/2012 09:00:00,86.0,20.75,,61.25,3.26,13.68,,19.25,
05/05/2012 10:00:00,90.5,35.75,,59.00,3.28,17.4,,13.5,
05/05/2012 11:00:00,83.0,44.75,,54.00,3.15,29.82,,12.5,
05/05/2012 12:00:00,89.75,45.25,,64.25,2.91,10.9,,21.0,
05/05/2012 13:00:00,75.5,53.75,,50.25,2.44,6.9,,13.0,
05/05/2012 14:00:00,63.0,79.0,,39.25,2.63,17.57,,8.25,
05/05/2012 15:00:00,61.25,87.25,,38.50,2.35,19.05,,8.0,
05/05/2012 16:00:00,40.0,102.25,,23.50,2.18,15.93,,4.75,
05/05/2012 17:00:00,62.0,81.0,,36.75,2.24,13.55,,6.0,
05/05/2012 18:00:00,88.75,40.0,,55.75,2.76,19.9,,12.0,
05/05/2012 19:00:00,97.75,23.75,,61.00,2.83,47.08,,12.0,
05/05/2012 20:00:00,88.75,19.0,,54.75,2.84,32.45,,10.0,
05/05/2012 21:00:00,78.0,23.25,,49.00,3.01,42.5,,10.25,
05/05/2012 22:00:00,70.5,36.5,,43.25,3.08,22.67,,7.75,
05/05/2012 23:00:00,73.5,19.0,,45.00,2.68,45.13,,7.75,
06/05/2012 00:00:00,53.0,29.5,,32.50,2.84,19.88,,6.5,
06/05/2012 01:00:00,51.5,22.5,,31.25,2.71,14.85,,6.0,
06/05/2012 02:00:00,45.0,16.75,,27.00,2.64,12.43,,5.25,
06/05/2012 03:00:00,48.75,19.5,,30.50,2.5,13.02,,7.25,
06/05/2012 04:00:00,47.5,17.0,,30.25,2.41,12.77,,7.0,
06/05/2012 05:00:00,48.25,22.75,,31.25,2.38,13.53,,7.75,
06/05/2012 06:00:00,54.75,19.25,,35.75,2.36,17.07,,8.75,
06/05/2012 07:00:00,56.75,23.5,,37.25,2.53,21.15,,9.25,
06/05/2012 08:00:00,71.5,28.0,,48.00,2.44,21.85,,12.75,
06/05/2012 09:00:00,68.0,30.25,,42.75,2.44,16.43,,8.75,
06/05/2012 10:00:00,70.25,47.5,,43.25,2.78,14.82,,7.75,
06/05/2012 11:00:00,55.5,70.25,,33.25,2.35,16.2,,6.25,
06/05/2012 12:00:00,57.0,75.25,,34.00,1.86,12.6,,5.25,
06/05/2012 13:00:00,38.0,107.5,,22.25,1.02,12.4,,4.0,
06/05/2012 14:00:00,30.5,122.0,,17.75,0.8,18.2,,3.5,
06/05/2012 15:00:00,23.25,143.0,,13.00,0.76,13.02,,3.25,
06/05/2012 16:00:00,34.5,124.0,,19.75,0.83,20.07,,3.5,
06/05/2012 17:00:00,33.75,100.5,,19.50,0.9,19.15,,3.5,
06/05/2012 18:00:00,47.25,80.5,,26.25,0.9,14.45,,3.5,
06/05/2012 19:00:00,69.5,52.5,,39.25,1.0,14.15,,4.25,
06/05/2012 20:00:00,70.5,37.75,,39.75,1.31,19.55,,3.75,
06/05/2012 21:00:00,107.75,14.75,,62.50,1.72,19.43,,6.75,
06/05/2012 22:00:00,142.5,8.25,,112.00,1.93,34.33,,44.75,
06/05/2012 23:00:00,182.25,9.0,,195.25,2.97,39.02,,121.0,
07/05/2012 00:00:00,185.5,11.5,,213.00,2.61,29.75,,140.5,
07/05/2012 01:00:00,163.5,8.5,,176.00,1.98,24.8,,109.25,
07/05/2012 02:00:00,133.5,10.75,,128.50,1.62,16.13,,70.75,
07/05/2012 03:00:00,137.0,12.75,,139.00,1.22,14.73,,81.25,
07/05/2012 04:00:00,155.0,10.5,,180.00,1.41,14.25,,120.0,
07/05/2012 05:00:00,182.75,16.0,,251.75,1.96,15.05,,181.0,
07/05/2012 06:00:00,213.75,14.25,,319.75,2.27,13.7,,221.0,
07/05/2012 07:00:00,172.25,9.5,,182.75,1.51,13.97,,112.0,
07/05/2012 08:00:00,124.67,13.33,,78.33,0.71,15.9,,15.33,
07/05/2012 09:00:00,84.75,54.75,,49.25,0.58,25.45,,6.25,
07/05/2012 10:00:00,43.0,110.5,,24.75,0.53,22.55,,4.25,
07/05/2012 11:00:00,32.5,111.0,,19.00,0.56,17.03,,4.0,
07/05/2012 12:00:00,46.5,131.25,,29.25,0.56,18.15,,7.25,
07/05/2012 13:00:00,77.25,111.5,,44.25,0.56,45.65,,6.0,
07/05/2012 14:00:00,58.25,163.0,,32.50,0.56,39.32,,4.25,
07/05/2012 15:00:00,59.25,150.5,,33.75,0.54,26.88,,5.0,
07/05/2012 16:00:00,86.0,107.0,,51.25,2.03,20.25,,8.5,
07/05/2012 17:00:00,55.25,84.0,,30.75,1.74,14.4,,4.0,
07/05/2012 18:00:00,100.5,71.75,,56.00,2.29,26.68,,5.0,
07/05/2012 19:00:00,180.75,17.75,,127.00,2.95,32.0,,38.25,
07/05/2012 20:00:00,189.25,10.5,,151.00,3.8,50.13,,62.25,
07/05/2012 21:00:00,73.75,10.5,,250.75,7.23,42.1,,170.0,
07/05/2012 22:00:00,166.75,13.5,,266.00,5.31,28.28,,200.0,
07/05/2012 23:00:00,185.25,118.5,,179.50,3.26,23.82,,99.5,
08/05/2012 00:00:00,113.5,11.25,,85.50,2.09,24.88,,31.5,
08/05/2012 01:00:00,65.5,19.0,,40.25,1.49,19.48,,7.0,
08/05/2012 02:00:00,60.25,13.5,,36.50,1.32,16.18,,6.0,
08/05/2012 03:00:00,71.0,12.25,,53.00,1.4,16.7,,18.5,
08/05/2012 04:00:00,73.25,12.0,,59.75,1.51,22.93,,25.5,
08/05/2012 05:00:00,72.0,11.0,,55.00,1.29,22.17,,20.5,
08/05/2012 06:00:00,61.0,14.75,,44.50,1.1,16.25,,15.0,
08/05/2012 07:00:00,35.25,28.25,,23.00,1.12,9.97,,5.5,
08/05/2012 08:00:00,39.0,35.75,,26.00,1.44,8.53,,6.75,
08/05/2012 09:00:00,52.0,28.25,,34.00,1.56,7.5,,7.75,
08/05/2012 10:00:00,48.75,52.0,,29.25,1.27,8.6,,5.0,
08/05/2012 11:00:00,47.25,61.5,,27.00,1.28,10.35,,4.0,
08/05/2012 12:00:00,32.75,119.75,,18.50,1.26,10.03,,3.75,
08/05/2012 13:00:00,25.25,135.25,,14.75,1.3,10.25,,4.0,
08/05/2012 14:00:00,27.25,151.5,,15.75,1.2,11.47,,4.0,
08/05/2012 15:00:00,30.75,133.5,,17.25,1.37,10.92,,4.0,
08/05/2012 16:00:00,43.75,116.0,,24.00,1.26,9.2,,3.75,
08/05/2012 17:00:00,56.75,98.5,,31.25,1.35,8.33,,3.75,
08/05/2012 18:00:00,71.75,73.75,,40.25,1.5,9.42,,4.75,
08/05/2012 19:00:00,148.75,18.25,,104.50,2.71,11.28,,31.75,
08/05/2012 20:00:00,203.0,14.75,,184.00,2.68,10.72,,93.75,
08/05/2012 21:00:00,215.75,13.0,,220.75,2.39,11.5,,130.25,
08/05/2012 22:00:00,225.75,58.0,,256.75,2.8,10.47,,167.25,
08/05/2012 23:00:00,155.5,15.25,,127.75,1.54,18.6,,55.0,
09/05/2012 00:00:00,123.25,71.75,,104.25,1.35,24.15,,47.75,
09/05/2012 01:00:00,43.5,77.5,,25.75,0.55,10.88,,4.75,
09/05/2012 02:00:00,26.0,116.25,,15.75,0.56,8.25,,4.25,
09/05/2012 03:00:00,19.5,101.0,,12.00,0.52,5.17,,4.0,
09/05/2012 04:00:00,23.75,76.25,,15.50,0.52,5.03,,4.75,
09/05/2012 05:00:00,25.75,88.5,,16.00,0.54,6.67,,4.0,
09/05/2012 06:00:00,24.25,43.75,,14.75,0.53,7.45,,4.0,
09/05/2012 07:00:00,33.5,31.0,,21.25,0.52,6.08,,5.25,
09/05/2012 08:00:00,38.0,38.5,,23.00,0.54,8.72,,4.25,
09/05/2012 09:00:00,37.0,55.0,,22.75,0.54,11.85,,4.5,
09/05/2012 10:00:00,32.0,92.75,,19.00,0.53,11.95,,4.0,
09/05/2012 11:00:00,31.25,111.0,,18.00,0.54,11.75,,4.25,
09/05/2012 12:00:00,27.0,120.5,,16.00,0.54,9.35,,4.5,
09/05/2012 13:00:00,23.25,137.5,,14.00,0.74,9.5,,4.0,
09/05/2012 14:00:00,24.0,141.5,,14.00,0.76,9.88,,4.25,
09/05/2012 15:00:00,24.25,132.75,,14.25,0.71,8.5,,4.25,
09/05/2012 16:00:00,32.75,120.0,,19.50,0.72,6.63,,5.0,
09/05/2012 17:00:00,36.25,113.0,,20.50,0.74,6.53,,4.25,
09/05/2012 18:00:00,56.5,91.25,,31.25,0.83,7.6,,4.25,
09/05/2012 19:00:00,95.25,43.75,,53.25,1.02,11.75,,4.5,
09/05/2012 20:00:00,149.5,13.25,,100.50,1.68,15.22,,26.5,
09/05/2012 21:00:00,184.0,10.75,,172.25,2.77,22.5,,91.25,
09/05/2012 22:00:00,197.25,19.5,,215.00,3.3,21.7,,135.75,
09/05/2012 23:00:00,225.75,12.5,,292.75,4.11,24.23,,209.25,
10/05/2012 00:00:00,218.5,105.25,,309.00,3.86,11.88,,224.5,
10/05/2012 01:00:00,210.75,9.5,,304.00,3.58,16.85,,214.75,
10/05/2012 02:00:00,191.5,60.0,,258.50,2.84,14.47,,192.5,
10/05/2012 03:00:00,152.75,58.25,,186.00,2.16,18.25,,129.0,
10/05/2012 04:00:00,71.5,92.5,,48.00,0.8,35.25,,12.75,
10/05/2012 05:00:00,70.25,64.0,,51.00,0.65,23.9,,17.0,
10/05/2012 06:00:00,68.75,95.5,,54.25,0.67,19.27,,21.75,
10/05/2012 07:00:00,69.25,131.5,,49.25,0.6,10.68,,15.25,
10/05/2012 08:00:00,65.75,28.5,,41.00,0.7,15.25,,7.75,
10/05/2012 09:00:00,41.75,50.75,,24.50,0.6,11.6,,4.25,
10/05/2012 10:00:00,36.75,77.5,,21.00,1.1,8.85,,4.0,
10/05/2012 11:00:00,27.5,102.0,,16.50,1.65,8.25,,4.0,
10/05/2012 12:00:00,27.5,111.5,,16.75,1.53,10.6,,4.25,
